DATA_ID,STUDY_ID,AI_NAME,AI_50,AI_50_TYPE,FORM_NAME,FORM_50,COMMON_CONTROL_1,COMMON_CONTROL_2,MULTIPLE_MEASUREMENT,SPECIES_NAME_BINOMIAL,SPECIES_NAME_COMMON,EXPOSURE_DURATION_HOURS,PESTICIDE_CLASS,EXPOSURE_ROUTE,ACUTE_CHRONIC_TOXICITY,FORMULATION_TYPE,FORMULATION_EXPRESSED_IN_AI_CONC,FORMULATION_VALUE_ADJUSTED,YEAR_PUBLISHED,NOTES
294,1527,Aluminum phosphide ,663.5,LC50,Quickphos ,108.8,1527_a,1527_a,1527_1,Eisenia foetida,Earthworm,336,Insecticide,,Acute,Gas generating ,YES,NA,,
295,1523,Teflubenzeron,>5000,LD50,Nomolt,>2000,1523_a,1523_a,1523_1,,Rat,,Insecticide,,Acute,Suspension Concentrate,UNSURE,,,
296,1523,Teflubenzeron,0.0028,EC50,Nomolt,0.00033,1523_b,1523_b,1523_2,Daphnia magna,Water flea,48,Insecticide,,Acute,Suspension Concentrate,YES,NA,,
297,1523,Teflubenzeron,72,LD50,Nomolt,110,1523_c,1523_c,1523_3,Apis mellifera,Honeybee,,Insecticide,Oral,Acute,Suspension Concentrate,YES,NA,,
298,1523,Teflubenzeron,100,LD50,Nomolt,100,1523_d,1523_d,1523_4,Apis mellifera,Honeybee,,Insecticide,Contact,Acute,Suspension Concentrate,YES,NA,,
299,1523,Teflubenzeron,>500,LC50,Nomolt,>500,1523_e,1523_e,1523_5,Eisenia foetida,Earthworm,336,Insecticide,,Acute,Suspension Concentrate,YES,NA,,
300,1607,Bifenthrin,0.37,EC50,Talstar 8 SC,5.7,1547_a,1547_a,1547_1,Daphnia magna,Water flea,48,Insecticide,,Acute,Suspension Concentrate,YES,NA,,
301,1607,Bifenthrin,0.1,LD50,Talstar 8 SC,0.01,1547_b,1547_b,1547_2,Apis mellifera,Honeybee,,Insecticide,Oral,Acute,Suspension Concentrate,YES,NA,,
302,1607,Bifenthrin,>8,LC50,Talstar 8 SC,>39,1547_c,1547_c,1547_3,Eisenia foetida,Earthworm,336,Insecticide,,Acute,Suspension Concentrate,YES,NA,,
303,1607,Bifenthrin,0.256,LC50,Talstar 8 SC,30,1547_d,1547_d,1547_4,Oncorhynchus mykiss,Rainbow trout ,96,Insecticide,,Acute,Suspension Concentrate,YES,NA,,
304,1550,Lufenuron,>29,LC50,Match 050 EC,0.994,1550_a,1550_a,1550_1,Oncorhynchus mykiss,Rainbow trout ,96,Insecticide,,Acute,Emusifiable Concentrate,YES,NA,,
305,1550,Lufenuron,0.0013,EC50,Match 050 EC,0.00041,1550_b,1550_b,1550_2,Daphnia magna,Water flea,48,Insecticide,,Acute,Emusifiable Concentrate,YES,NA,,
306,1537,Tebufenpyrad,320,LD50,Masai,291.6,1537_a,1537_a,1537_1,,Rat,,Insecticide,,Acute,Wettable Powder,YES,NA,,
307,1537,Tebufenpyrad,46,EC50,Masai,58,1537_b,1537_b,1537_2,Daphnia magna,Water flea,48,Insecticide,,Acute,Wettable Powder,YES,NA,,
308,1537,Tebufenpyrad,60.3,LD50,Masai,7.2,1537_c,1537_c,1537_3,Apis mellifera,Honeybee,,Insecticide,Oral,Acute,Wettable Powder,NO,YES,,
309,1537,Tebufenpyrad,6.7,LD50,Masai,14.69,1537_d,1537_d,1537_4,Apis mellifera,Honeybee,,Insecticide,Contact,Acute,Wettable Powder,NO,YES,,
310,1537,Tebufenpyrad,20.5,LC50,Masai,21.1,1537_e,1537_e,1537_5,,Earthworm,336,Insecticide,,Acute,Wettable Powder,YES,NA,,
311,1533,Triflumuron,>5000,LD50,Alystin SC 480,>2123,1533_a,1533_a,1533_1,,Rat,,Insecticide,,Acute,Suspension Concentrate,UNSURE,,,
312,1533,Triflumuron,0.0016,EC50,Alystin SC 480,0.00013,1533_b,1533_b,1533_2,Daphnia magna,Water flea,48,Insecticide,,Acute,Suspension Concentrate,YES,NA,,
313,1533,Triflumuron,>0.025,EC50,Alystin SC 480,>179,1533_c,1533_c,1533_3,Scenedesmus subspicatus,,72,Insecticide,,Acute,Suspension Concentrate,YES,NA,,
314,1533,Triflumuron,>226,LD50,Alystin SC 480,>228.6,1533_d,1533_d,1533_4,Apis mellifera,Honeybee,,Insecticide,Oral,Acute,Suspension Concentrate,YES,NA,,
315,1533,Triflumuron,>200,LD50,Alystin SC 480,>200,1533_e,1533_e,1533_5,Apis mellifera,Honeybee,,Insecticide,Contact,Acute,Suspension Concentrate,YES,NA,,
316,1533,Triflumuron,>500,LC50,Alystin SC 480,>242.5,1533_f,1533_f,1533_6,Eisenia foetida,Earthworm,336,Insecticide,,Acute,Suspension Concentrate,YES,NA,,
317,1545,Triflusulfuron-methyl,>2250,LD50,Triflusulfurin-methyl 50WG,>1125,1545_a,1545_a,1545_1,Colinus virginianus,Bobwhite quail ,,Herbicide,,Acute,Water dispersible granule ,NO,YES,,
318,1545,Triflusulfuron-methyl,>5000,LD50,Triflusulfurin-methyl 50WG,>2500,1545_b,1545_b,1545_2,,Rat,,Herbicide,,Acute,Water dispersible granule ,NO,YES,,
319,1545,Triflusulfuron-methyl,730,LC50,Triflusulfurin-methyl 50WG,75,1545_c,1545_c,1545_3,Oncorhynchus mykiss,Rainbow trout ,96,Herbicide,,Acute,Water dispersible granule ,YES,NA,,
320,1545,Triflusulfuron-methyl,>960,EC50,Triflusulfurin-methyl 50WG,>600,1545_d,1545_d,1545_4,Daphnia magna,Water flea,48,Herbicide,,Acute,Water dispersible granule ,YES,NA,,
321,1545,Triflusulfuron-methyl,0.00282,EC50,Triflusulfurin-methyl 50WG,0.0022,1545_e,1545_e,1545_5,Lemna gibba,,336,Herbicide,,Acute,Water dispersible granule ,YES,NA,,
322,1545,Triflusulfuron-methyl,>1000,LC50,Triflusulfurin-methyl 50WG,>500,1545_f,1545_f,1545_6,Eisenia foetida,Earthworm,336,Herbicide,,Acute,Water dispersible granule ,YES,NA,,
323,1526,Zeta-cypermethrin,0.00069,LC50,Fury 10 EW,0.0013,1526_a,1526_a,1526_1,Oncorhynchus mykiss,Rainbow trout ,96,Insecticide,,Acute,Oil in water emulsion,YES,NA,,
324,1526,Zeta-cypermethrin,0.000141,EC50,Fury 10 EW,0.000085,1526_b,1526_b,1526_2,Daphnia magna,Water flea,48,Insecticide,,Acute,Oil in water emulsion,YES,NA,,
325,1526,Zeta-cypermethrin,>1,EC50,Fury 10 EW,0.16,1526_c,1526_c,1526_3,Pseudokirchneriella subcapitata,,96,Insecticide,,Acute,Oil in water emulsion,YES,NA,,
326,1531,Chlorsulfuron,0.068,EC50,Chlorsulfuron 75 WG,0.066,1531_a,1531_a,1531_1,Selenastrum capricornutum,,72,Herbicide,,Acute,Water dispersible granule ,UNSURE,,,
327,1531,Chlorsulfuron,>130,LD50,Chlorsulfuron 75 WG,>101,1531_b,1531_b,1531_2,Apis mellifera,Honeybee,,Herbicide,,Acute,Water dispersible granule ,NO,YES,,
328,1531,Chlorsulfuron,>100,LD50,Chlorsulfuron 75 WG,>101,1531_c,1531_c,1531_3,Apis mellifera,Honeybee,,Herbicide,,Acute,Water dispersible granule ,NO,YES,,
329,1528,Metam-sodium,>0.175,LC50,Vapam,0.389,1528_a,1528_a,1528_1,Lepomis macrochirus,,96,All,,Acute,Soluble Concentrate,YES,NA,,
330,1532,Propaquizafop,0.19,LC50,Agil 100 EC,0.11,1532_a,1532_a,1532_1,Cyrpinus carpio,,96,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
331,1532,Propaquizafop,>0.9,EC50,Agil 100 EC,0.24,1532_b,1532_b,1532_2,Daphnia magna,Water flea,48,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
332,1532,Propaquizafop,>20,LD50,Agil 100 EC,>18.9,1532_c,1532_c,1532_3,Apis mellifera,Honeybee,,Herbicide,Oral,Acute,Emusifiable Concentrate,YES,NA,,
333,1532,Propaquizafop,>200,LD50,Agil 100 EC,>18.9,1532_d,1532_d,1532_4,Apis mellifera,Honeybee,,Herbicide,Contact,Acute,Emusifiable Concentrate,YES,NA,,
334,1532,Propaquizafop,>500,LC50,Agil 100 EC,27,1532_e,1532_e,1532_5,Eisenia foetida,Earthworm,336,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
335,1551,Quizalop-P-ethyl,1182,LD50,Targa Super,127.6,1551_a,1551_a,1551_1,,Rat,,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
336,1551,Quizalop-P-ethyl,0.069,EC50,Targa Super,0.06,1551_b,1551_b,1551_2,Pseudokirchneriella subcapitata,,72,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
337,1551,Quizalop-P-tefuryl,>1.9,EC50,Panarex,0.03,1551_c,1551_c,1551_3,Pseudokirchneriella subcapitata,,72,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
338,1551,Quizalop-P-ethyl,>100,LD50,Targa Super,10.4,1551_d,1551_d,1551_4,Apis mellifera,Honeybee,,Herbicide,Oral,Acute,Emusifiable Concentrate,YES,NA,,
339,1551,Quizalop-P-ethyl,>100,LD50,Quizalop-P-ethyl,>25,1551_e,1551_e,1551_5,Apis mellifera,Honeybee,,Herbicide,Contact,Acute,Emusifiable Concentrate,YES,NA,,
340,1551,Quizalop-P-tefuryl,>100,LD50,Quizalop-P-tefuryl,>40,1551_f,1551_f,1551_6,Apis mellifera,Honeybee,,Herbicide,Contact,Acute,Emusifiable Concentrate,YES,NA,,
341,1551,Quizalop-P-ethyl,>500,LC50,Quizalop-P-ethyl,18.5,1551_g,1551_g,1551_7,Eisenia foetida,Earthworm,336,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
342,1551,Quizalop-P-tefuryl,>500,LC50,Quizalop-P-tefuryl,16.95,1551_h,1551_h,1551_8,Eisenia foetida,Earthworm,336,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
343,1543,Etofenprox,0.0012,EC50,TREBON 30EC,0.00044,1543_a,1543_a,1543_1,Daphnia magna,Water flea,48,Insecticide,,Acute,Emusifiable Concentrate,UNSURE,,,
344,1543,Etofenprox,>0.150,EC50,TREBON 30EC,58,1543_b,1543_b,1543_2,Pseudokirchneriella subcapitata,,72,Insecticide,,Acute,Emusifiable Concentrate,UNSURE,,,
345,1543,Etofenprox,0.024,LD50,TREBON 30EC,0.37,1543_c,1543_c,1543_3,Apis mellifera,Honeybee,48,Insecticide,Oral,Acute,Emusifiable Concentrate,YES,NA,,
346,1543,Etofenprox,0.015,LD50,TREBON 30EC,0.04,1543_d,1543_d,1543_4,Apis mellifera,Honeybee,48,Insecticide,Contact,Acute,Emusifiable Concentrate,YES,NA,,
347,1543,Etofenprox,>23.6,LC50,TREBON 30EC,>51.35,1543_e,1543_e,1543_5,,Earthworm,,Insecticide,,Acute,Emusifiable Concentrate,YES,NA,,
348,1534,2-Phenylphenol,4,LC50,AGF/1-04,4.94,1534_a,1534_a,1534_1,Oncorhynchus mykiss,Rainbow trout ,96,Fungicide,,Acute,Emusifiable Concentrate,YES,NA,,
349,1534,2-Phenylphenol,2.7,EC50,AGF/1-04,2.42,1534_b,1534_b,1534_2,Daphnia magna,Water flea,48,Fungicide,,Acute,Emusifiable Concentrate,YES,NA,,
350,1534,Cyflufenamid,1.04,LC50,NF-149 EW,0.511,1548_a,1548_a,1548_1,Oncorhynchus mykiss,Rainbow trout ,96,Fungicide,,Acute,Oil in water emulsion,YES,NA,,
351,1534,Cyflufenamid,1.73,EC50,NF-149 EW,0.491,1548_b,1548_b,1548_2,Daphnia magna,Water flea,48,Fungicide,,Acute,Oil in water emulsion,YES,NA,,
352,1534,Cyflufenamid,>0.828,EC50,NF-149 EW,0.0844,1548_c,1548_c,1548_3,Pseudokirchneriella subcapitata,,72,Fungicide,,Acute,Oil in water emulsion,YES,NA,,
353,1534,Cyflufenamid,>100,LD50,NF-149 EW,>15.51,1548_d,1548_d,1548_4,Apis mellifera,Honeybee,,Fungicide,Oral,Acute,Oil in water emulsion,YES,NA,,
354,1534,Cyflufenamid,>100,LD50,NF-149 EW,>15.51,1548_e,1548_e,1548_5,Apis mellifera,Honeybee,,Fungicide,Contact,Acute,Oil in water emulsion,YES,NA,,
355,1534,Cyflufenamid,>500,LC50,NF-149 EW,>25,1548_f,1548_f,1548_6,,Earthworm,336,Fungicide,,Acute,Oil in water emulsion,YES,NA,,
356,1554,Clofentezine,>0.0146,LC50,Apollo 50 SC,>10,1554_a,1554_a,1554_1,Oncorhynchus mykiss,Rainbow trout ,96,Acaricide,,Acute,Suspension Concentrate,YES,NA,,
357,1554,Clofentezine,>0.25,LC50,Apollo 50 SC,>100,1554_b,1554_b,1554_2,Lepomis macrochirus,Bluegill sunfish,96,Acaricide,,Acute,Suspension Concentrate,YES,NA,,
358,1554,Clofentezine,>0.00084,EC50,Apollo 50 SC,>100,1554_c,1554_c,1554_3,Daphnia magna,Water flea,48,Acaricide,,Acute,Suspension Concentrate,YES,NA,,
359,1554,Clofentezine,>252.6,LD50,Apollo 50 SC,>293.7,1554_d,1554_d,1554_4,Apis mellifera,Honeybee,,Acaricide,Oral,Acute,Suspension Concentrate,NO,YES,,
360,1554,Clofentezine,>84.5,LD50,Apollo 50 SC,>98.25,1554_e,1554_e,1554_5,Apis mellifera,Honeybee,,Acaricide,Contact,Acute,Suspension Concentrate,NO,YES,,
361,1562,Captan,>100,LD50,Merpan,>169.3,1562_a,1562_a,1562_1,Apis mellifera,Honeybee,,Fungicide,Oral,Acute,Water dispersible granule ,YES,NA,,
362,1562,Captan,>100,LD50,Merpan,>200,1562_b,1562_b,1562_2,Apis mellifera,Honeybee,,Fungicide,Contact,Acute,Water dispersible granule ,YES,NA,,
363,1562,Captan,>259.7,LC50,Melvin,419.5,1562_c,1562_c,1562_3,,Earthworm,336,Fungicide,,Acute,Wettable Powder,YES,NA,,
364,1559,Folpet,>2000,LD50,Folpan 80 WDG,>2000,1559_a,1559_a,1559_1,,Rat,,Fungicide,,Acute,Water dispersible granule ,UNSURE,,,
365,1559,Folpet,>236,LD50,Folpan 80 WDG,>179,1559_b,1559_b,1559_2,Apis mellifera,Honeybee,,Fungicide,Oral,Acute,Water dispersible granule ,YES,NA,,
366,1559,Folpet,>200,LD50,Folpan 80 WDG,>160,1559_c,1559_c,1559_3,Apis mellifera,Honeybee,,Fungicide,Contact,Acute,Water dispersible granule ,YES,NA,,
367,1559,Folpet,>500,LC50,Folpan 80 WDG,>414,1559_d,1559_d,1559_4,,Earthworm,336,Fungicide,,Acute,Water dispersible granule ,YES,NA,,
368,1555,Myclobutanil,2,LC50,Systhane 20 EW,2.04,1555_a,1555_a,1555_1,Oncorhynchus mykiss,Rainbow trout ,96,Fungicide,,Acute,Oil in water emulsion,YES,NA,,
369,1555,Myclobutanil,17,EC50,Systhane 20 EW,1.41,1555_b,1555_b,1555_2,Daphnia magna,Water flea,48,Fungicide,,Acute,Oil in water emulsion,YES,NA,,
370,1552,Carbofuran,0.0094,EC50,Furadan 5G,0.00205,1552_a,1552_a,1552_1,Daphnia magna,Water flea,48,Insecticide,,Acute,Granule,YES,NA,,
371,1563,Pyriproxyfen,150,EC50,Pyriproxyfen 10 EC,110,1563_a,1563_a,1563_1,Pseudokirchneriella subcapitata,,72,Insecticide,,Acute,Emusifiable Concentrate,YES,NA,,
372,1558,Spirodiclofen,>0.06,EC50,Envidor SC 240,>4.62,1558_a,1558_a,1558_1,Pseudokirchneriella subcapitata,,96,Insecticide,,Acute,Suspension Concentrate,UNSURE,,,
373,1558,Spirodiclofen,>0.0508,EC50,Envidor SC 240,>100,1558_b,1558_b,1558_2,Daphnia magna,Water flea,48,Insecticide,,Acute,Suspension Concentrate,UNSURE,,,
374,1558,Spirodiclofen,>196,LD50,Envidor SC 240,>100,1558_c,1558_c,1558_3,Apis mellifera,Honeybee,,Insecticide,Oral,Acute,Suspension Concentrate,YES,NA,,
375,1558,Spirodiclofen,>200,LD50,Envidor SC 240,>100,1558_d,1558_d,1558_4,Apis mellifera,Honeybee,,Insecticide,Contact,Acute,Suspension Concentrate,YES,NA,,
376,1558,Spirodiclofen,>1000,LC50,Envidor SC 240,>226,1558_e,1558_e,1558_5,,Earthworm,,Insecticide,,Acute,Suspension Concentrate,YES,NA,,
377,1564,Penoxsulam,>5000,LD50,penoxsulam DE-638,>100,1564_a,1564_a,1564_1,,Rat,,Herbicide,,Acute,Oil dispersion,NO,YES,,
378,1564,Penoxsulam,>2000,LD50,penoxsulam DE-638,>54,1564_b,1564_b,1564_2,Anas platyrhynchos,Mallard duck,,Herbicide,,Acute,Oil dispersion,YES,NA,,
379,1564,Penoxsulam,>100,LC50,penoxsulam DE-638,>2.7,1564_c,1564_c,1564_3,Oncorhynchus mykiss,Rainbow trout ,96,Herbicide,,Acute,Oil dispersion,YES,NA,,
380,1564,Penoxsulam,>100,EC50,penoxsulam DE-638,10.9,1564_d,1564_d,1564_4,Daphnia magna,Water flea,48,Herbicide,,Acute,Oil dispersion,YES,NA,,
381,1564,Penoxsulam,>100,LD50,penoxsulam DE-638,>3.2,1564_e,1564_e,1564_5,Apis mellifera,Honeybee,,Herbicide,Oral,Acute,Oil dispersion,NO,YES,,
382,1564,Penoxsulam,>100,LD50,penoxsulam DE-638,>2,1564_f,1564_f,1564_6,Apis mellifera,Honeybee,,Herbicide,Contact,Acute,Oil dispersion,NO,YES,,
383,1564,Penoxsulam,>1000,LC50,penoxsulam DE-638,>200,1564_g,1564_g,1564_7,,Earthworm,336,Herbicide,,Acute,Oil dispersion,NO,YES,,
384,1574,Oxadiazon,0.00423,EC50,RONSTAR,0.00714,1574_a,1574_a,1574_1,Scenedesmus subspicatus,,72,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
385,1574,Oxadiazon,>110.5,LD50,RONSTAR,>51.5,1574_b,1574_b,1574_2,Apis mellifera,Honeybee,,Herbicide,Oral,Acute,Emusifiable Concentrate,UNSURE,,,
386,1574,Oxadiazon,>100,LD50,RONSTAR,>100,1574_c,1574_c,1574_3,Apis mellifera,Honeybee,,Herbicide,Contact,Acute,Emusifiable Concentrate,UNSURE,,,
387,1574,Oxadiazon,>500,LC50,RONSTAR,109,1574_d,1574_d,1574_4,Eisenia foetida,Earthworm,336,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
388,1579,Flonicamid,>100,LC50,Teppeki,>51,1579_a,1579_a,1579_1,Oncorhynchus mykiss,Rainbow trout ,96,Insecticide,,Acute,Water dispersible granule ,YES,NA,,
389,1579,Flonicamid,>100,EC50,Teppeki,>51,1579_b,1579_b,1579_2,Daphnia magna,Water flea,48,Insecticide,,Acute,Water dispersible granule ,YES,NA,,
390,1579,Flonicamid,>100,EC50,Teppeki,>51,1579_c,1579_c,1579_3,Pseudokirchneriella subcapitata,,72,Insecticide,,Acute,Water dispersible granule ,YES,NA,,
391,1589,Bispyribac-sodium,>2250,LD50,Nominee 400 SC,>727,1589_a,1589_a,1589_1,,Quail,,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
392,1589,Bispyribac-sodium,>95,LC50,Nominee 400 SC,>35.6,1589_b,1589_b,1589_2,Oncorhynchus mykiss,Rainbow trout ,96,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
393,1589,Bispyribac-sodium,>95,EC50,Nominee 400 SC,>35.6,1589_c,1589_c,1589_3,Daphnia magna,Water flea,48,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
394,1589,Bispyribac-sodium,2.08,EC50,Nominee 400 SC,3.82,1589_d,1589_d,1589_4,Pseudokirchneriella subcapitata,,72,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
395,1589,Bispyribac-sodium,0.0127,EC50,Nominee 400 SC,0.0167,1589_e,1589_e,1589_5,Lemna gibba,,118,Herbicide,,Chronic,Suspension Concentrate,YES,NA,,
396,1589,Bispyribac-sodium,>140.67,LD50,Nominee 400 SC,>106.72,1589_f,1589_f,1589_6,Apis mellifera,Honeybee,48,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
397,1589,Bispyribac-sodium,>200,LD50,Nominee 400 SC,>200,1589_g,1589_g,1589_7,Apis mellifera,Honeybee,48,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
398,1589,Bispyribac-sodium,>957,LC50,Nominee 400 SC,>340,1589_h,1589_h,1589_8,,Earthworm,,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
399,1591,6-benzyladenine,1584,LD50,Maxcel,>100,1591_a,1591_a,1591_1,,Rat,,Plant growth regulator,,Acute,Soluble Concentrate,NO,YES,,
400,1591,6-benzyladenine,17.75,EC50,Maxcel,0.32,1591_b,1591_b,1591_2,Daphnia magna,Water flea,48,Plant growth regulator,,Acute,Soluble Concentrate,YES,NA,,
401,1591,6-benzyladenine,45.1,EC50,Maxcel,0.19,1591_c,1591_c,1591_3,Pseudokirchneriella subcapitata,,72,Plant growth regulator,,Acute,Soluble Concentrate,YES,NA,,
402,1591,6-benzyladenine,0.31,EC50,Maxcel,0.57,1591_d,1591_d,1591_4,Lemna gibba,,118,Plant growth regulator,,Acute,Soluble Concentrate,YES,NA,,
403,1591,6-benzyladenine,>58.73,LD50,Maxcel,>7.3,1591_e,1591_e,1591_5,Apis mellifera,Honeybee,,Plant growth regulator,,Acute,Soluble Concentrate,YES,NA,,
404,1591,6-benzyladenine,>100,LD50,Maxcel,>7.3,1591_f,1591_f,1591_6,Apis mellifera,Honeybee,,Plant growth regulator,,Acute,Soluble Concentrate,YES,NA,,
405,1587,Diclofop-methyl,0.23,EC50,Illoxan 36 EC,0.16,1587_a,1587_a,1587_1,Daphnia magna,Water flea,48,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
406,1587,Diclofop-methyl,0.451,EC50,Illoxan 36 EC,0.16,1587_b,1587_b,1587_2,Pseudokirchneriella subcapitata,,72,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
407,1587,Diclofop-methyl,>131,LD50,Illoxan 36 EC,>167.2,1587_c,1587_c,1587_3,Apis mellifera,Honeybee,,Herbicide,Oral,Acute,Emusifiable Concentrate,YES,NA,,
408,1587,Diclofop-methyl,>100,LD50,Illoxan 36 EC,>100,1587_d,1587_d,1587_4,Apis mellifera,Honeybee,,Herbicide,Contact,Acute,Emusifiable Concentrate,YES,NA,,
409,1587,Diclofop-methyl,>1000,LC50,Illoxan 36 EC,265,1587_e,1587_e,1587_5,Eisenia foetida,Earthworm,336,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
410,1588,Spiroxamine,565,LD50,Hoggar EC500,477,1588_a,1588_a,1588_1,Colinus virginianus,Bobwhite quail ,,Fungicide,,Acute,Emusifiable Concentrate,YES,NA,,
411,1588,Spiroxamine,0.012,EC50,Hoggar EC500,0.0143,1588_b,1588_b,1588_2,Desmodesmus subspicatus,,72,Fungicide,,Acute,Emusifiable Concentrate,YES,NA,,
412,1588,Spiroxamine,>100,LD50,Hoggar EC500,>6.25,1588_c,1588_c,1588_3,Apis mellifera,Honeybee,,Fungicide,Oral,Acute,Emusifiable Concentrate,NO,YES,,
413,1588,Spiroxamine,4.2,LD50,Hoggar EC500,15,1588_d,1588_d,1588_4,Apis mellifera,Honeybee,,Fungicide,Contact,Acute,Emusifiable Concentrate,NO,YES,,
414,1583,Clethodim,>100,EC50,Select 240,5.1,1583_a,1583_a,1583_1,Daphnia magna,Water flea,48,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
415,1583,Clethodim,1.9,EC50,Select 240,69,1583_b,1583_b,1583_2,Lemna gibba,,118,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
416,1595,Fenoxycarb,425,LC50,Insegar 25 WG,>128,1595_a,1595_a,1595_1,,Earthworm,336,Insecticide,,Acute,Water dispersible granule ,YES,NA,,
417,1584,Pencycuron,>0.3,LC50,Monceren,>0.3,1584_a,1584_a,1584_1,Oncorhynchus mykiss,Rainbow trout ,96,Fungicide,,Acute,Dry seed treatment,YES,NA,,
418,1584,Pencycuron,>0.3,EC50,Monceren,15.7,1584_b,1584_b,1584_2,Scenedesmus subspicatus,,72,Fungicide,,Acute,Dry seed treatment,YES,NA,,
419,1586,Metaldehyde,283,LD50,Helarion,250,1586_a,1586_a,1586_1,,Rat,,Molluscicide,,Acute,Ready-to-use bait ,YES,NA,,
420,1594,Flurochloridone,4.3,EC50,Racer,37,1594_a,1594_a,1594_1,Daphnia magna,Water flea,48,Herbicide,,Acute,Capsule Suspension,YES,NA,,
421,1594,Flurochloridone,227,LC50,Racer,90,1574_b,1574_b,1594_2,,Earthworm,336,Herbicide,,Acute,Capsule Suspension,YES,NA,,
422,1593,Carbetamide,>2000,LD50,FSG01002H,>1200,1593_a,1593_a,1593_1,,Rat,,Herbicide,,Acute,Water dispersible granule ,YES,NA,,
423,1593,Carbetamide,>100,LC50,FSG01002H,3.4,1593_b,1593_b,1593_2,Oncorhynchus mykiss,Rainbow trout ,96,Herbicide,,Acute,Water dispersible granule ,YES,NA,,
424,1593,Carbetamide,81,EC50,FSG01002H,>59.1,1593_c,1593_c,1593_3,Daphnia magna,Water flea,48,Herbicide,,Acute,Water dispersible granule ,YES,NA,,
425,1593,Carbetamide,212,EC50,FSG01002H,64.8,1593_d,1593_d,1593_4,Navicula pelliculosa,,72,Herbicide,,Acute,Water dispersible granule ,YES,NA,,
426,1593,Carbetamide,660,LC50,FSG01002H,>591,1593_e,1593_e,1593_5,Eisenia foetida,,336,Herbicide,,Acute,Water dispersible granule ,YES,NA,,
427,1597,Difenoconazole,>1453,LD50,DIVIDEND,>3000,1597_a,1597_b,1597_1,,Rat,,Fungicide,,Acute,Flowable concentrate,UNSURE,,,
428,1597,Difenoconazole,>1453,LD50,SCORE,>3000,1597_a,1597_c,1597_2,,Rat,,Fungicide,,Acute,Emusifiable Concentrate,UNSURE,,,
429,1597,Difenoconazole,0.77,EC50,DIVIDEND,0.43,1597_d,1597_e,1597_3,Daphnia magna,Water flea,48,Fungicide,,Acute,Flowable concentrate,YES,NA,,
430,1597,Difenoconazole,0.77,EC50,SCORE,1,1597_d,1597_f,1597_4,Daphnia magna,Water flea,48,Fungicide,,Acute,Emusifiable Concentrate,YES,NA,,
431,1597,Difenoconazole,0.032,EC50,SCORE,0.29,1597_g,1597_g,1597_5,Scenedesmus subspicatus,,72,Fungicide,,Acute,Emusifiable Concentrate,YES,NA,,
432,1597,Difenoconazole,>610,LC50,SCORE,40,1597_h,1597_h,1597_6,Eisenia foetida,Earthworm,336,Fungicide,,Acute,Emusifiable Concentrate,YES,NA,,
433,1596,Terbuthylazine,1236,LD50,Terbuthylazine 500g/l SC,>909,1596_a,1596_a,1596_1,Colinus virginianus,Bobwhite quail ,,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
434,1596,Terbuthylazine,1295,LD50,Terbuthylazine 500g/l SC,>909,1596_b,1596_b,1596_2,,Rat,,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
435,1596,Terbuthylazine,2.2,LC50,Terbuthylazine 500g/l SC,6.6,1596_c,1596_c,1596_3,Oncorhynchus mykiss,Rainbow trout ,96,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
436,1596,Terbuthylazine,0.028,EC50,Terbuthylazine 500g/l SC,0.04,1596_d,1596_d,1596_4,Pseudokirchneriella subcapitata,,72,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
437,1596,Terbuthylazine,>22.6,LD50,Terbuthylazine 500g/l SC,>68.75,1596_e,1596_e,1596_5,Apis mellifera,Honeybee,,Herbicide,Oral,Acute,Suspension Concentrate,NO,YES,,
438,1596,Terbuthylazine,>32,LD50,Terbuthylazine 500g/l SC,>50,1596_f,1596_f,1596_6,Apis mellifera,Honeybee,,Herbicide,Contact,Acute,Suspension Concentrate,NO,YES,,
