AUTHORS,TITLE,YEAR,JOURNAL,VOLUME,LPAGES,UPAGES,DOI,ABSTRACT
Wernecke A.; Eckert J.H.; Forster R.; Kurlemann N.; Odemer R.,Inert agricultural spray adjuvants may increase the adverse effects of selected insecticides on honey bees (Apis mellifera L.) under laboratory conditions,2022,Journal of Plant Diseases and Protection,129,93,105,10.1007/s41348-021-00541-z,"Currently, more than 360 spray adjuvants are registered in Germany (September 2021). Unlike plant protection products (PPPs), adjuvants are not subjected to regulatory risk assessment. In practice, numerous combinations of PPPs and adjuvants are therefore possible. Thus, tank mixtures containing insecticides that are classified as non-hazardous to bees up to the highest approved application rate or concentration may raise pollinator safety concerns when mixed with efficacy increasing adjuvants and applied in bee-attractive crops. This study analyzes whether selected “PPP–adjuvant” combinations result in increased contact mortality and pose an elevated risk to honey bees. To answer this question, we chose six common spray adjuvants of different classes for laboratory screening. These were then tested in a total of 30 tank mixtures, each with a neonicotinoid (acetamiprid), pyrethroid (lambda-cyhalothrin), diamide (chlorantraniliprole), carbamate (pirimicarb), and butenolide (flupyradifurone) formulation. We adapted an acute contact test (OECD Test Guideline 214) to our needs, e.g., by using a professional spray chamber for more realistic exposures. Our results showed that, in total, 50% of all combinations significantly increased the mortality of caged honey bees in comparison with individual application of insecticides. In contrast, none of the adjuvants alone affected bee mortality (Cox proportional hazard model, p > 0.05). With four of the five insecticide formulations, the organosilicone surfactant Break-Thru® S 301 significantly increased bee mortality within 72 h (for all insecticides except chlorantraniliprole). Furthermore, acetamiprid yielded the highest and second highest mortality increases from a tank mixture with the crop oil surfactant LI 700® (hazard ratio = 28.84, p < 0.05) and the organosilicone Break-Thru® S 301 (hazard ratio = 14.66, p < 0.05), respectively. To assess risk in a more field-realistic setting, field trials should be performed to provide a more realistic exposure scenario under colony conditions. © 2021, The Author(s)."
Ho V.; Pelland-St-Pierre L.; Gravel S.; Bouchard M.F.; Verner M.-A.; Labrèche F.,Endocrine disruptors: Challenges and future directions in epidemiologic research,2022,Environmental Research,204,,,10.1016/j.envres.2021.111969,"Public concern about the impact of endocrine disrupting chemicals (EDCs) on both humans and the environment is growing steadily. Epidemiologic research provides key information towards our understanding of the relationship between environmental exposures like EDCs and human health outcomes. Intended for researchers in disciplines complementary to epidemiology, this paper highlights the importance and challenges of epidemiologic research in order to present the key elements pertaining to the design and interpretation of an epidemiologic study on EDCs. The conduct of observational studies on EDCs derives from a thoughtful research question, which will help determine the subsequent methodological choices surrounding the careful selection of the study population (including the comparison group), the adequate ascertainment of exposure(s) and outcome(s) of interest, and the application of methodological and statistical concepts more specific to epidemiology. The interpretation of epidemiologic results may be arduous due to the latency occurring between EDC exposure and certain outcome(s), the complexity in capturing EDC exposure(s), and traditional methodological and statistical issues that also deserve consideration (e.g., confounding, effect modification, non-monotonic responses). Moving forward, we strongly advocate for an integrative approach of expertise in the fields of epidemiology, exposure science, risk assessment and toxicology to adequately study the health risks associated with EDCs while tackling their challenges. © 2021"
Han X.; Wang Q.; Wu J.; Qiao Y.; Kong Y.; Lou Y.; Gao Y.; Shang S.; Song Z.; Li J.,Construction of Iron-Modified Lignin-Based Nanomicrocapsules for Enhancing the Functionality of Natural Product–Based Pesticides,2025,Small,21,,,10.1002/smll.202406733,"To address the issue of low pesticide utilization owing to poor dispersibility, low leaf surface adhesion, and poor transport within plants, this study exploits electrostatic interactions between sodium lignosulfonate (SL) and dodecyltrimethylammonium chloride (DTAC) to induce self-assembly, followed by iron ion (Fe3+) chelation and loading with a natural product–based pesticide, rosin–based triazole derivative (RTD), yielding RTD@SL–DTAC–Fe nanomicrocapsules (NMs). It is worth noting that the presence of Fe3+ enhances the dispersibility of the NMs. The water dispersibility and photostability of RTD are significantly improved after encapsulation, and a stimulus response to laccase is achieved. Leaf-washing experiments confirm the enhanced adhesion of RTD@SL–DTAC–Fe NMs to the surface of rice plant leaves compared to that of free RTD. Fluorescently labeled NMs exhibit bidirectional transport within rice plants, and RTD@SL–DTAC–Fe NMs demonstrates better transport performance than RTD. In vitro and in vivo antifungal tests indicate that encapsulation by NMs significantly enhanced pesticide activity. Field trials demonstrate that NMs exhibited prolonged efficacy compared to RTD. Finally, the safety evaluation confirms the environmental friendliness of the NMs. This study provides valuable insight for optimizing and improving the utilization efficiency and biosafety of natural product–based pesticides. © 2024 Wiley-VCH GmbH."
Lee J.-W.; Mwamula A.O.; Choi J.-H.; Lee H.-W.; Kim Y.S.; Kim J.-H.; Choi Y.-H.; Lee D.W.,"Comparative Bioactivity of Emamectin Benzoate Formulations against the Pine Wood Nematode, Bursaphelenchus xylophilus",2023,Plant Pathology Journal,39,75,87,10.5423/PPJ.OA.08.2022.0120,"The pine wood nematode (PWN), Bursaphelenchus xylophilus is a well-known devastating pathogen of economic importance in the Republic of Korea and other countries. In the Republic of Korea, trunk injection of nematicides is the preferred method of control. In this study, the efficacy of 16 locally produced formulations of emamectin benzoate against the PWN are compared through determining their sublethal toxicities and reproduction inhibition potentials. Nematodes were treated with varying concentrations of the tested chemicals in multi-well culture plates, and rates of paralysis and mortality were determined after 24 h. Reproduction inhibition potential was tested by inoculating pre-treated nematodes onto Botrytis cinerea, and in pine twig cuttings. Despite the uniformity in the concentration of the active ingredient, efficacy was contrastingly different among formulations. The formulations evidently conformed to three distinct groups based on similarities in sublethal activity (group 1: LC95 of 0.00768-0.01443 mg/ ml; group 2: LC95 of 0.03202-0.07236 mg/ml, and group 3: LC95 of as high as 0.30643-0.40811 mg/ml). Nematode paralysis generally occurred at the application dose of 0.0134-0.1075 μg/ml, and there were significant differences in nematode paralysis rates among the products. Nematode reproduction was only evident at lower doses both on B. cinerea and pine twigs, albeit the variations among formulations. Group 1 formulations significantly reduced nematode reproduction even at a lower dose of 0.001075 µg/ml. The variations in efficacy might be attributed to differences in inert ingredients. Therefore, there is need to analyze the potential antagonistic effects of the large number of additives used in formulations. © 2023, Korean Society of Plant Pathology. All rights reserved."
Riero M.; Pereira G.; Olsson D.; Lajmanovich R.; Maneyro R.,"GENOTOXICITY OF THE HERBICIDE PICLORAM (TORDON ® 24K) ON TADPOLES OF Boana pulchella (AMPHIBIA, ANURA, HYLIDAE); [Genotoxicidad del herbicida Picloram (TORDON ® 24K) en renacuajos de Boana pulchella (Amphibia, Anura, Hylidae)]",2024,Revista Internacional de Contaminacion Ambiental,40,533,542,10.20937/RICA.54984,"Picloram (PIC) is an herbicide widely used in Uruguay to control weeds, especially in forest crops. In the present study, we evaluate the acute toxicity and genotoxicity of formulated 24.9% PIC-based Tordon®24K on Boana pulchella tadpoles under standard laboratory conditions. In the acute toxicity test we use mortality as the endpoint and we obtained a 48-h LC50 of 16.5 mg/L, LOEC 14.5 mg/L, and NOEC 12.5 mg/L. We determined genotoxicity in GS36 tadpoles exposed to sublethal concentrations of 8.5 (NOEC/1.5) and 12.5 mg/L (NOEC) PIC using micronucleus frequency (MN) and oc-currence of nuclear abnormalities (AN) as endpoints. We noticed a significant increase in the frequency of MN and AN in all treatments tested at sublethal concentrations. Our findings demonstrate the genotoxic effects of this herbicide, which represent a danger to amphibians that inhabit agroecosystems. Based on the results obtained and considering that Boana pulchella is not a threatened species and has a wide distribution in the Uruguayan territory and the Pampa Biome, it could be considered a reference organism in environmental monitoring programs in the region. © 2024, Centro de Ciencias de la Atmosfera, UNAM. All rights reserved."
Anwar M.; Rimsha G.; Majeed M.I.; Alwadie N.; Nawaz H.; Majeed M.Z.; Rashid N.; Zafar F.; Kamran A.; Wasim M.; Mehmood N.; Shabbir I.; Imran M.,Rapid Identification and Quantification of Adulteration in Methyl Eugenol using Raman Spectroscopy Coupled with Multivariate Data Analysis,2023,ACS Omega,,,,10.1021/acsomega.3c06335,"Identification of adulterants in commercial samples of methyl eugenol is necessary because it is a botanical insecticide, a tephritid male attractant lure that is used to attract and kill invasive pests such as oriental fruit flies and melon flies on crops. In this study, Raman spectroscopy was used to qualitatively and quantitatively assess commercial methyl eugenol along with adulterants. For this purpose, commercial methyl eugenol was adulterated with different concentrations of xylene. The Raman spectral features of methyl eugenol and xylene in liquid formulations were examined, and Raman peaks were identified as associated with the methyl eugenol and adulterant. Principal component analysis (PCA) and partial least-squares regression analysis (PLSR) have been used to qualitatively and quantitatively analyze the Raman spectral features. PCA was applied to differentiate Raman spectral data for various concentrations of methyl eugenol and xylene. Additionally, PLSR has been used to develop a predictive model to observe a quantitative relationship between various concentrations of adulterated methyl eugenol and their Raman spectral data sets. The root-mean-square errors of calibration and prediction were calculated using this model, and the results were found to be 1.90 and 3.86, respectively. The goodness of fit of the PLSR model is found to be 0.99. The proposed approach showed excellent potential for the rapid, quantitative detection of adulterants in methyl eugenol, and it may be applied to the analysis of a range of pesticide products. © 2024 The Authors. Published by American Chemical Society."
Berlitz D.L.; Fiuza L.M.; Polanczyk R.A.; Ardisson-Araújo D.M.P.; Cassal M.C.; Capalbo D.M.F.,Biopesticides in sustainable agriculture: Current status and prospects,2021,"Bacillus thuringiensis: Cultivation, Applications in Agriculture and Environmental Safety",,1,43,,"Sustainable agriculture is on the rise in different countries of the world. On the other hand, there is an increase in the demand for food and the production of different cultures, which requires the reduction of agents that impact the environment, such as chemical inputs. This chapter will introduce biopesticides in this challenging scenario: the ones available, their market, and their interaction with chemical pesticides (as coexistence is demanded in the transition for a better production system). Furthermore, an overview will discuss the future research in prospecting for bioproducts, their production issues and potential market as effective protagonists of a sustainable agriculture in Brazil and in the world. © 2021 Nova Science Publishers, Inc."
Taffar A.; Yezli-Touiker S.; Bendjedid H.; Soltani N.,"Evaluation of azadirachtin, a biopesticides, on growth, development and cuticle secretion of Mediterranean flour moth, Ephestia kuehniella Zeller",2021,Journal of Entomological Research,45,436,443,10.5958/0974-4576.2021.00068.2,"The current study examined the lethal and sublethal effects of azadirachtin on pest of stored food Ephestia kuehniella Zeller (Lepidoptera: Pyralidae). Firstly, several doses were tested by topical application on newly molted pupae and the doses of inhibition (ID) of adult emergence were determined then, two doses, 0.42 µg/pupa and 1.06 µg/pupa, corresponding to ID25 and ID50, the doses required for 25 and 50% inhibition of adult emergence, respectively. They were tested on different development parameters and cuticular thicknesses during metamorphosis. Results showed that azadirachtin significantly increased the duration of pupal development and decreased pupal weight. In addition, treatment disrupted metamorphosis and several morphogenetic types have been observed (malformed adults, partial molt and blocked molt). Lastly, azadirachtin also affected cuticular secretion by reducing the thickness of the old and the new cuticle at different ages during metamorphosis. © 2021. All Rights Reserved."
Lin F.; Mao Y.; Zhao F.; Idris A.L.; Liu Q.; Zou S.; Guan X.; Huang T.,"Towards Sustainable Green Adjuvants for Microbial Pesticides: Recent Progress, Upcoming Challenges, and Future Perspectives",2023,Microorganisms,11,,,10.3390/microorganisms11020364,"Microbial pesticides can be significantly improved by adjuvants. At present, microbial pesticide formulations are mainly wettable powders and suspension concentrations, which are usually produced with adjuvants such as surfactants, carriers, protective agents, and nutritional adjuvants. Surfactants can improve the tension between liquid pesticides and crop surfaces, resulting in stronger permeability and wettability of the formulations. Carriers are inert components of loaded or diluted pesticides, which can control the release of active components at appropriate times. Protective agents are able to help microorganisms to resist in adverse environments. Nutritional adjuvants are used to provide nutrients for microorganisms in microbial pesticides. Most of the adjuvants used in microbial pesticides still refer to those of chemical pesticides. However, some adjuvants may have harmful effects on non-target organisms and ecological environments. Herein, in order to promote research and improvement of microbial pesticides, the types of microbial pesticide formulations were briefly reviewed, and research progress of adjuvants and their applications in microbial pesticides were highlighted, the challenges and the future perspectives towards sustainable green adjuvants of microbial pesticides were also discussed in this review. © 2023 by the authors."
Rezende E.C.N.; Carneiro F.M.; de Moraes J.B.; Wastowski I.J.,Trends in science on glyphosate toxicity: a scientometric study,2021,Environmental Science and Pollution Research,28,56432,56448,10.1007/s11356-021-14556-4,"As part of the most used herbicides, glyphosate is the most successful ingredient of agrochemical companies. The main objective of this study was to demonstrate research trends related to the glyphosate toxicity and its main effects on human and environmental health. For this purpose, 443 articles published, from 1995 to 2020, on the platform Web of Science™ Thomson Reuters were selected. The main toxicity results related in literature are genotoxicity, cytotoxicity, and endocrine disruption. The environmental effects come mostly from the contamination of groundwater and soils. Several studies have concluded that herbicide concentrations right below the official safety limits induced toxic effects. The results presented a highlighted harmful effect of glyphosate on both human and environmental health. It has been observed that countries where publish the most about the glyphosate toxicity are great investors in large-scale agriculture. It is important to ponder that these countries are in a route of ecosystem exploitation that includes not only fauna and flora, but also human beings. Unfortunately, science does not provide concise data for these pesticide disapproval in the global consumer market. It is necessary to search sustainable global interest alternatives to increase agriculture production based on peoples’ food sovereignty. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature."
Wang H.; Tang G.; Zhou Z.; Chen X.; Liu Y.; Yan G.; Zhang X.; Li X.; Huang Y.; Wang J.; Cao Y.,Stable Fluorescent Nanoparticles Based on Co-assembly of Acifluorfen and Poly(salicylic acid) for Enhancing Herbicidal Activity and Reducing Environmental Risks,2023,ACS Applied Materials and Interfaces,15,4303,4314,10.1021/acsami.2c18642,"Herbicides are widely used in modern agricultural production for their advantages of high efficiency, convenience, and speed. However, there have been many problems caused by herbicide formulations, such as volatilization, leaching, and rain-washing loss in the process of agricultural application. Self-assembled nanotechnology is a promising strategy to solve these existing problems due to the environmentally friendly preparation process and high delivery efficiency. In this study, the stable fluorescent nanoparticles (AP NPs) based on co-assembly of acifluorfen (ACI) and poly(salicylic acid) (PSA) are constructed by using non-covalent bond interactions. The results indicate that the obtained nanoparticles with a stable fluorescence characteristic show improved physiochemical properties, such as uniform morphology, good thermal stability, low surface tension, and high retention on plants. The co-assembly can produce singlet oxygen to enhance the herbicidal activity under irradiation of light and reduce the leaching property of ACI to minimize the adverse impact on the aquatic environment. The safety evaluation of soybean seedlings indicates that AP NPs have no damage to non-target plants. In summary, the co-assembled herbicidal nano-formulation composed of ACI and PSA has high bioactivity and low environmental risks, which can be widely used in agricultural production. © 2023 American Chemical Society."
Jankowska A.; Ejsmont A.; Galarda A.; Goscianska J.,The outcome of human exposure to environmental contaminants. Importance of water and air purification processes,2022,Sustainable Materials for Sensing and Remediation of Noxious Pollutants,,15,37,10.1016/B978-0-323-99425-5.00003-7,"The fast increase of the global population and the consequent economic development have an enormous influence on the environment. Vast amounts of wastewater containing hazardous substances (e.g., pesticides, dyes, heavy metals, and drugs) are produced via multiple industrial processes. A majority of them are discharged into water endangering human health. Hence, the main aim of this chapter was to highlight the threat that is carried by pesticides, dyes, heavy metals, and drugs and present diverse methods for their removal. Exposure to these pollutants can lead to severe illnesses such as various types of cancer (e.g., lung, bladder, colorectal, liver), tumors, central nervous system disorders, dysfunctions of organs (e.g., liver, kidneys), allergies, asthma, or irritation of skin and eyes. Moreover, some of these contaminants are known to exhibit genotoxic or mutagenic activity toward the human organism. Therefore, it is very important to effectively remove harmful compounds from the environment. Numerous methods including adsorption, advanced oxidation processes, immobilization techniques, ion exchange, membrane separation, coagulation, or flocculation are used for this purpose; however, adsorption is found to be the most beneficial. Thus, searching for novel adsorbents and developing the methods mentioned above can significantly improve the state of the environment and diminish the risk of dangerous human diseases. © 2022 Elsevier Inc. All rights reserved."
Anton B.J.; Oguchi Y.; White A.M.; Karasov W.H.; Dehnert G.K.,"The impacts of 2,4-D herbicide DMA® 4 IVM on reproductive health and gene expression along the hypothalamic-pituitary-gonad-liver [HPGL] axis in the fathead minnow (Pimephales promelas)",2025,Chemosphere,371,,,10.1016/j.chemosphere.2024.143994,"Aquatic herbicides are commonly used to control a variety of non-native plants. One common active ingredient used in commercial herbicide formulations globally is 2,4-dichlorophenoxyacetic acid (2,4-D). Though 2,4-D is used in aquatic ecosystems, no studies have investigated cellular, biochemical, and transcriptional effects or mechanisms of 2,4-D exposure on fathead minnows (Pimephales promelas) throughout juvenile development. Herein, we aim to evaluate the impacts of chronic ecologically relevant 2,4-D exposure on reproductive systems of fathead minnow. Juvenile fathead minnows were exposed to ecologically relevant concentrations of 2,4-D in DMA4 herbicide under laboratory conditions in a flow through system. Male plasma testosterone concentrations, testicular and ovarian histology, and differential gene expression along the HPGL axis in three tissue types (brain, liver, and gonad) were assessed after a chronic 120 day exposure period. We observed significantly decreased plasma testosterone concentration in male fish exposed to environmentally relevant concentrations (0.50, 2.00, and 4.00 mg/L) of 2,4-D. We observed a significant increase in ovarian severity grading and oocyte atresia in female fish exposed to 4.00 mg/L. Of differential expression analysis in fish exposed to 2.00 mg/L 2,4-D in DMA4, we identified significantly decreased expression of the steroid hormone receptors ESR1, ESR2b, and AR in males. Expression of male steroidogenic genes 3βHSD and 11βHSD2 along with expression of genes regulating steroid metabolism, SULT1st2 and CBR1l were increased. Altogether, these data suggest that 2,4-D could act as an endocrine disrupting chemical that alters expression of primary genes regulating hormone receptors, steroidogenesis, and steroid metabolism along the hypothalamic-pituitary-gonad-liver (HPGL) axis. The use of 2,4-D herbicides for weed control in aquatic ecosystems could present risks to the reproductive health of non-target aquatic species. © 2024 Elsevier Ltd"
Hanberry B.B.; DeBano S.J.; Kaye T.N.; Rowland M.M.; Hartway C.R.; Shorrock D.,"Pollinators of the Great Plains: Disturbances, Stressors, Management, and Research Needs",2021,Rangeland Ecology and Management,78,220,234,10.1016/j.rama.2020.08.006,"Recent global declines of pollinator populations have highlighted the importance of pollinators, which are undervalued despite essential contributions to ecosystem services. To identify critical knowledge gaps about pollinators, we describe the state of knowledge about responses of pollinators and their foraging and nesting resources to historical natural disturbances and new stressors in Great Plains grasslands and riparian ecosystems. In addition, we also provide information about pollinator management and research needs to guide efforts to sustain pollinators and by extension, flowering vegetation, and other ecosystem services of grasslands. Although pollinator responses varied, pollinator specialists of disturbance-sensitive plants tended to decline in response to disturbance. Management with grazing and fire overall may benefit pollinators of grasslands, depending on many factors; however, we recommend habitat and population monitoring to assess outcomes of these disturbances on small, isolated pollinator populations. The influences and interactions of drought and increasingly variable weather patterns, pesticides, and domesticated bees on pollinators are complex and understudied. Nonetheless, habitat management and restoration can reduce effects of stressors and augment floral and nesting resources for pollinators. Research needs include expanding information about 1) the distribution, abundance, trends, and intraregional variability of most pollinator species; 2) floral and nesting resources critical to support pollinators; 3) implications of different rangeland management approaches; 4) effects of missing and reestablished resources in altered and restored vegetation; and 5) disentangling the relative influence of interacting disturbances and stressors on pollinator declines. Despite limited research in the Great Plains on many of these topics, consideration of pollinator populations and their habitat needs in management plans is critical now to reduce future pollinator declines and promote recovery. © 2020"
Deng X.; Zheng W.; Zhan Q.; Deng Y.; Zhou Y.; Bai L.,New lead discovery of herbicide safener for metolachlor based on a scaffold-hopping strategy,2020,Molecules,25,,,10.3390/molecules25214986,"The use of herbicide safeners can significantly alleviate herbicide injury to protect crop plants and expand the application scope of the existing herbicides in the field. Sanshools, which are well known as spices, are N-alkyl substituted compounds extracted from the Zanthoxylum species and have several essential physiological and pharmacological functions. Sanshools display excellent safener activity for the herbicide metolachlor in rice seedlings. However, the high cost of sanshools extraction and difficulties in the synthesis of their complicated chemical structures limit their utilization in agricultural fields. Thus, the present study designed and synthesized various N-alkyl amide derivatives via the scaffold-hopping strategy to solve the challenge of complicated structures and find novel potential safeners for the herbicide metolachlor. In total, 33 N-alkyl amide derivatives (2a–k, 3a–k, and 4a–k) were synthesized using amines and saturated and unsaturated fatty acids as starting materials through acylation and condensation. The identity of all the target compounds was well confirmed by1H-NMR,13C-NMR, and high-resolution mass spectrometry (HRMS). The primary evaluation of safener activities for the compounds by the agar method indicated that most of the target compounds could protect rice seedlings from injury caused by metolachlor. Notably, compounds 2k and 4k displayed excellent herbicide safener activities on plant height and demonstrated relatively similar activities to the commercialized compound dichlormid. Moreover, we showed that compounds 2k and 4k had higher glutathione S-transferase (GST), superoxide dismutase (SOD), catalase (CAT), peroxidase (POD), and polyphenol oxidase (PPO) activities in rice seedlings, compared to the metolachlor treatment. In particular, 2k and 4k are safer for aquatic organisms than dichlormid. Results from the current work exhibit that compounds 2k and 4k have excellent crop safener activities toward rice and can, thus, be promising candidates for further structural optimization in rice protection. © 2020 by the authors. Licensee MDPI, Basel, Switzerland."
Romano R.M.; Oliveira J.M.D.; Oliveira V.M.D.; Oliveira I.M.D.; Torres Y.R.; Bargi-Souza P.; Martino Andrade A.J.; Romano M.A.,Could Glyphosate and Glyphosate-Based Herbicides Be Associated With Increased Thyroid Diseases Worldwide?,2021,Frontiers in Endocrinology,12,,,10.3389/fendo.2021.627167,"The increased incidence of thyroid diseases raises a series of questions about what the main predisposing factors are nowadays. If dietary restriction of iodine was once a major global health concern, today, the processes of industrialization of food and high exposure to a wide variety of environmental chemicals may be affecting, directly or indirectly, thyroid function. The homeostasis of hypothalamus–pituitary–thyroid (HPT) axis is finely regulated through the negative feedback mechanism exerted by thyroid hormones. Allostatic mechanisms are triggered to adjust the physiology of HPT axis in chronic conditions. Glyphosate and glyphosate-based herbicides are pesticides with controversial endocrine disrupting activities and only few studies have approached their effects on HPT axis and thyroid function. However, glyphosate has an electrophilic and nucleophilic zwitterion chemical structure that may affect the mechanisms involved in iodide oxidation and organification, as well as the oxidative phosphorylation in the ATP synthesis. Thus, in this review, we aimed to: (1) discuss the critical points in the regulation of HPT axis and thyroid hormones levels balance, which may be susceptible to the toxic action of glyphosate and glyphosate-based herbicides, correlating the molecular mechanisms involved in glyphosate toxicity described in the literature that may, directly or indirectly, be associated to the higher incidence of thyroid diseases; and (2) present the literature regarding glyphosate toxicity in HPT axis. © Copyright © 2021 Romano, Oliveira, Oliveira, Oliveira, Torres, Bargi-Souza, Martino Andrade and Romano."
Takahashi W.Y.; Galvão C.W.; Urrea-Valencia S.; Gonçalves D.R.P.; Hyeda D.; Caires E.F.; Etto R.M.,Impact of seed-applied fungicide and insecticide on Azospirillum brasilense survival and wheat growth-promoting ability,2022,Letters in Applied Microbiology,74,604,612,10.1111/lam.13645,"The use of Azospirillum brasilense as a crop inoculant has increased in recent years. Thus, the compatibility of the inoculation technology with seed treatments using pesticides needs to be evaluated. In this study, we evaluated the effect of an insecticide and fungicide formulation on A. brasilense strain FP2 population by culturing and culture-independent approaches. In addition, we evaluated the impact of these pesticides on the ability of A. brasilense to promote plant growth by monitoring biometric traits (root and shoot dry mass and length) of wheat grown in Greenhouse conditions. Seed pesticide dressings, mainly fungicide, led to a significant mortality of A. brasilense over time. The ability of A. brasilense to promote wheat growth also decreased due to pesticide treatments combined with sowing delay. Considering that pesticides confer fitness advantages to the wheat in field condition, our results suggest that sowing within the first 4 h after inoculation maintain the beneficial effects of A. brasilense on wheat growth promotion. Furthermore, we conclude that inoculation and treatment of seeds with pesticides may be compatible techniques when carried out immediately before sowing. © 2021 The Society for Applied Microbiology"
Jiang D.; Cheng Z.; Chen X.; Dong F.; Xu J.; Liu X.; Wu X.; Pan X.; An X.; Zheng Y.,Occurrences of eight common-used pesticide adjuvants in ten vegetable species and implications for dietary intake in North China,2021,Food Chemistry,347,,,10.1016/j.foodchem.2020.128984,"Pesticide adjuvants (PAs) are important components of pesticide products. However, limited information is available regarding their occurrences in foodstuffs. Herein, eight common-used PAs were investigated in vegetables in North China in 2014–2016. The residue levels of total PAs in vegetables from markets and farms were 500 and 661 μg/kg, respectively. The highest residues of total PAs were found in cauliflowers (average: 1.53 × 103 μg/kg, market vegetables) and spinaches (average: 3.72 × 103 μg/kg, farm vegetables), respectively. In addition, Tristyrylphenol ethoxylates (TPE) dominated the total 8 PAs concentrations in most vegetable species. Moreover, the risk assessment showed that the human health risks associated with TPE and nonylphenol (NP) exposure via vegetables for adults were acceptable, and the estimated daily intakes (EDIs) of other six PAs were in the range of <0.010–0.89 μg/kg bw/day, which were less likely to pose a threat to human health. © 2021 Elsevier Ltd"
Glenna L.; Bruce A.,"Suborning science for profit: Monsanto, glyphosate, and private science research misconduct",2021,Research Policy,50,,,10.1016/j.respol.2021.104290,"Using documents from a lawsuit filed against the agricultural chemical and biotechnology firm Monsanto (now Bayer), we document a private firm's efforts to distort the scientific peer-review process through ghostwriting, to orchestrate campaigns to retract journal articles, and to influence editorial decisions. The firm's apparent goal was to manipulate the regulatory process so that it could continue selling a product that the firm's own research indicated might be dangerous. The long-term impact has been to threaten the integrity of scientific peer review and public trust in science. The findings have implications for public-private research collaborations, the validity of private-science research, scientific journal policies on conflict-of-interest disclosures, and policies governing the role of private science in regulatory oversight. © 2021"
Cox C.; Zeiss M.,"Health, Pesticide Adjuvants, and Inert Ingredients: California Case Study Illustrates Need for Data Access",2022,Environmental Health Perspectives,130,,,10.1289/EHP10634,"BACKGROUND: Many pesticide products are mixtures of multiple chemicals. These include active ingredients intended to kill pests, and so-called inert ingredients intended to improve the physical characteristics of the product. In addition, shortly before applying a pesticide product, applicators often mix adjuvants into the sprayer tank. Adjuvants are products designed to improve the performance or physical properties of a pesticide spray mixture. Manufacturers may use a particular chemical compound both as an inert ingredient within pesticide products and as a component of adjuvant prod-ucts. Nonetheless, regulations dictate that data on use are publicly available only for the portion used in adjuvants. Adjuvants are exempt from federal registration, but are defined as pesticides in California. Based on that definition, California has identified α-(p-nonylphenyl)-ω-hydroxypoly(oxyethylene) (APNOHO) as the most widely used pesticide in the state, applied to more than 10 million acres annually. That quantified use includes only agricultural acres treated with adjuvants containing APNOHO. Total APNOHO use is likely higher because manufacturers also use the chemical as an inert ingredient within pesticide products, although data on such use are shielded by regulation. OBJECTIVES: We use APNOHO as a case study to demonstrate that the use of adjuvants and inert ingredients is difficult to track because relevant information is not publicly available. We synthesize information that suggests widespread agricultural use of alkylphenol ethoxylates, such as APNOHO, may pose significant human and environmental health risks. We then make recommendations for future research and policy. METHODS: We used information from California’s pesticide use reporting system and the U.S. Environmental Protection Agency (EPA) to estimate use of APNOHO. We used U.S. EPA and European databases, as well as published research, to identify human and environmental health hazards of APNOHO. We focused on research showing that APNOHO is an endocrine-disrupting chemical. DISCUSSION: Within California, APNOHO is applied in more than 150 adjuvant products. Nationwide, it is used as an inert ingredient in at least 650 pesticide products. Exposure to APNOHO is associated with endocrine disruption, birth defects, and aquatic toxicity. We suggest that the case of APNOHO illustrates the larger problem of a lack of publicly available data on use and toxicity of many adjuvants and pesticide inert ingredients. We recommend that researchers and regulators include adjuvants and inert ingredients when evaluating pesticide hazards, including endocrine disruption. We also recommend regulatory requirements to identify all ingredients on product labels. https://doi.org/10.1289/EHP10634. © 2022, Public Health Services, US Dept of Health and Human Services. All rights reserved."
Ergun H.; Cayir A.,Exposure to glyphosate and tetrachlorvinphos induces cytotoxicity and global DNA methylation in human cells,2021,Toxicology and Industrial Health,37,610,618,10.1177/07482337211033149,"Two organophosphate pesticides—glyphosate and tetrachlorvinphos—have been announced as carcinogens to humans by various authorities, including the European Chemical Agency and the Environmental Protection Agency. We aimed to investigate molecular mechanisms associated with carcinogenicity and to examine changes in global m5C DNA methylation and cytotoxic potential in A549 lung epithelial cells in response to glyphosate and tetrachlorvinphos, and differential gene expression of m5C DNA methyltransferase genes in Sprague Dawley rats to Roundup (commercial formulation of glyphosate). Global m5C level significantly increased after 1500 μM glyphosate exposure for 24 h. We determined that exposure to tetrachlorvinphos did not significantly increase the m5C level in A549 cells for 24 h. Additionally, we did not observe significant DNA methylation alteration for both pesticides after 12 h exposure. In the animal study, we observed that DNA methyltransferase genes (DNMT3b and DNMT3a) showed significantly higher expression in Roundup-exposed rats than the control group in the liver and kidney. We also observed that a significant cytotoxic effect was determined after the treatment of the cells with higher concentrations of glyphosate and tetrachlorvinphos. Our results revealed that DNA methylation could be modified by exposure to glyphosate and that exposure to Roundup was associated with the differential expression level of m5C DNA methylation methyltransferase. Finally, exposure to both pesticides increased cytotoxicity. © The Author(s) 2021."
