AUTHORS,TITLE,YEAR,JOURNAL,VOLUME,LPAGES,UPAGES,DOI,ABSTRACT
DesJardins N.S.; Macias J.; Soto Soto D.; Harrison J.F.; Smith B.H.,‘Inert’ co-formulants of a fungicide mediate acute effects on honey bee learning performance,2023,Scientific Reports,13,,,10.1038/s41598-023-46948-6,"Managed honey bees have experienced high rates of colony loss recently, with pesticide exposure as a major cause. While pesticides can be lethal at high doses, lower doses can produce sublethal effects, which may substantially weaken colonies. Impaired learning performance is a behavioral sublethal effect, and is often present in bees exposed to insecticides. However, the effects of other pesticides (such as fungicides) on honey bee learning are understudied, as are the effects of pesticide formulations versus active ingredients. Here, we investigated the effects of acute exposure to the fungicide formulation Pristine (active ingredients: 25.2% boscalid, 12.8% pyraclostrobin) on honey bee olfactory learning performance in the proboscis extension reflex (PER) assay. We also exposed a subset of bees to only the active ingredients to test which formulation component(s) were driving the learning effects. We found that the formulation produced negative effects on memory, but this effect was not present in bees fed only boscalid and pyraclostrobin. This suggests that the trade secret “other ingredients” in the formulation mediated the learning effects, either through exerting their own toxic effects or by increasing the toxicities of the active ingredients. These results show that pesticide co-formulants should not be assumed inert and should instead be included when assessing pesticide risks. © 2023, The Author(s)."
Pavan F.A.; Samojeden C.G.; Rutkoski C.F.; Folador A.; da Fré S.P.; Pompermaier A.; Müller C.; Hartmann P.A.; Hartmann M.,Morphological and cellular effects in Boana faber tadpoles (Anura: Hylidae) exposed to atrazine-based herbicide and glyphosate-based herbicide and their mixtures,2025,Environmental Science and Pollution Research,32,1176,1194,10.1007/s11356-024-35368-2,"Atrazine and glyphosate are considered some of the main pollutants for aquatic ecosystems, directly and indirectly affecting non-target organisms, such as amphibians. This study aimed to evaluate the sublethal effects of different concentrations of atrazine-based herbicide (ABH) and glyphosate-based herbicide (GBH) commercial formulations, both individually and in a mixture, through toxicity tests on the larval stage of Boana faber. Tadpoles were exposed to concentrations of ABH (2, 9.33, 10.40, 47.21, and 240 μg L−1) and GBH (65, 144, 280, 500, and 1000 μg L−1), as well as a mixture ABH + GBH, for 7 days. Although survival and swimming activity were not significantly affected by herbicide exposure, tadpoles in all treatments showed damage to the mouth and intestine, changes in size and mass, and an increase in the frequency of micronuclei and other nuclear abnormalities. Despite differences in some variables analyzed, it is not possible to definitively state that there is a difference in the toxicity of these two herbicides, as both caused morphological damage and were cyto-genotoxic. Our findings suggest that exposure to commercial formulations of these herbicides, whether alone or in mixture, can directly impact the quality of life of B. faber tadpoles. © The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2024."
de Palma Lopes L.F.; Rocha G.S.; de Medeiros J.F.; Montagner C.C.; Espíndola E.L.G.,"The acute effects of fipronil and 2,4-D, individually and in mixture: a threat to the freshwater Calanoida copepod Notodiaptomus iheringi",2023,Environmental Science and Pollution Research,30,80335,80348,10.1007/s11356-023-28066-y,"The magnitude of copepods’ responses to pesticides, individually and in mixture, is little understood. The aims of this study were to evaluate: (i) the effects of the pesticides fipronil and 2,4-D, individually and in mixture, on the freshwater copepod Notodiaptomus iheringi; and (ii) the survival and the feeding rate of copepods after the exposure. Acute toxicity tests using the commercial formulations of fipronil and 2,4-D, individually and in mixture, were performed. The LC10–48h, LC20–48h, and LC50–48h of fipronil to N. iheringi were 2.38 ± 0.48, 3.08 ± 1.14, and 4.97 ± 3.30 μg L−1, respectively. For 2,4-D the LC10–48h, LC20–48h, and LC50–48h were 371.18 ± 29.20, 406.93 ± 53.77, and 478.24 ± 107.77 mg L−1, respectively. Morphological damages on the copepods exposed to pesticides were observed at all concentrations. Fungal filaments covering dead organisms were presented at the treatment highest concentration (R5:7.43 ± 2.78 μg L−1 fipronil). The mixture of the pesticides presented synergistic effects on the mortality of N. iheringi. Post-exposure tests showed no difference between the treatments and the control on the mortality and on the feeding rate for 4 h. However, since delayed toxicity of pesticides can occur, longer post-exposure tests using N. iheringi should be tested. N. iheringi is a key species in the aquatic Brazilian ecosystem and showed sensitivity to fipronil and 2,4-D; thus, more studies with this species assessing other responses are recommended. © 2023, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature."
Cappa F.; Baracchi D.,"Bioinsecticides on honey bees: Exposure, sublethal effects, and risk assessment paradigms",2024,Current Opinion in Environmental Science and Health,41,,,10.1016/j.coesh.2024.100569,"As synthetic pesticides contribute to the global decline of pollinators, biopesticides have gained attention as more sustainable pest management alternatives in agriculture. Despite their perceived safety, there is increasing evidence that bioinsecticides can harm honey bees, which are crucial pollinators of many commercial crops and key ecotoxicological models. This short review aims to summarize key studies on exposure pathways and sublethal effects of bioinsecticides on honey bees, highlighting outdated risk assessment paradigms and critical evaluation issues. We discuss the need for novel approaches, such as molecular techniques and AI technologies, to better understand and mitigate the effects of bioinsecticides on honey bees. We also highlight the importance of long-term field studies and ethical considerations in ecotoxicology to protect honey bees and promote sustainable agricultural practices. © 2024 The Authors"
Ferreira C.S.S.; Venâncio C.; Kille P.; Oliveira M.,Are early and young life stages of fish affected by paroxetine? A case study with Danio rerio,2023,Science of the Total Environment,900,,,10.1016/j.scitotenv.2023.165706,"Paroxetine (PAR) is a selective serotonin reuptake inhibitor (SSRI) antidepressant increasingly detected in surface waters worldwide. Its environmental presence raises concerns about the potential detrimental effects on non-target organisms. Thus, this study aimed to increase knowledge on PAR's potential environmental impacts, assessing the effects of commercial formulation (PAR-c) and active ingredient (PAR-a) on fish. Therefore, the short-term exposure effects of PAR-c and PAR-a were assessed on zebrafish (Danio rerio) embryos/larvae to determine the most toxic formulation [through median lethal (LC50) and effective concentrations (EC50)]. PAR-c and PAR-a induced morphological abnormalities (scoliosis) in a dose-dependent manner from 96 hours post-fertilization onwards, suggesting the involvement of a fully functional biotransformation system. As PAR-c exhibited higher toxicity, it was selected to be tested in the subsequent stage (juvenile stage), which was more sensitive (lower LC50). PAR-c significantly decreased fish swimming activity and disrupted fish stress response. Overall, the results highlight the ability of PAR-c to adversely affect fish swimming performance, an effect that persisted even after exposure ceases (21-day depuration), suggesting that PAR-c may impair individual fitness. © 2023 The Authors"
Lackmann C.; Šimić A.; Ečimović S.; Mikuška A.; Seiler T.-B.; Hollert H.; Velki M.,Subcellular Responses and Avoidance Behavior in Earthworm Eisenia andrei Exposed to Pesticides in the Artificial Soil,2023,Agriculture (Switzerland),13,,,10.3390/agriculture13020271,"Earthworms are key organisms of the soil ecosystem and bioindicators for soil quality. While pesticides are used for the improvement of crop yields, they also present a burden for soil organisms. To understand the complex effects of pesticides on soil organisms, it is important to test these effects in soil exposures to include influences of the soil matrix on the toxicity. Therefore, the aim of this study was the assessment of the effects pesticides on earthworm Eisenia andrei. In an initial screening, active ingredients and commercial preparations were tested for comparison. Since the commercial preparations showed a higher toxicity, all further investigations (biomarkers, multixenobiotic resistance (MXR) activity, and avoidance behavior) were performed using the commercial pesticide formulations only: Sumialfa (esfenvalerate), Calypso (thiacloprid), Frontier (dimethenamid-p), and Filon (prosulfocarb). Significant differences in avoidance behavior were observed for Filon and Frontier. All pesticides inhibited the MXR activity and affected oxidative stress-related markers. Frontier was the only pesticide that did not affect enzymatic biomarkers related to neurotransmission. The results show the potential hazards associated with the usage of the tested pesticides and the importance of evaluating the effects of commercial pesticide preparations for a more realistic insight into the adverse effects on the environment. © 2023 by the authors."
Chen R.; Chen D.; Niu Q.; Fan L.; Sun M.; Yang Z.; Liu C.,Heterogeneous degradation kinetics of typical pyrimidine pesticides toward OH radicals,2024,Atmospheric Environment,337,,,10.1016/j.atmosenv.2024.120787,"Pirimiphos-methyl (PMM) and pirimicarb (PM) are two typical N,N-dialkyl substituted pyrimidine pesticides widely applied in agriculture. They are emitted into the atmosphere via spraying and post-application volatilization, but their heterogeneous degradation kinetics toward OH radicals has not been well characterized. Therefore, the degradation rates of particle-associated PMM and PM with OH radicals were studied under different conditions including particle type, relatively humidity (RH), and temperature. The experimental results indicated that the degradation rates of PMM and PM adsorbed on hydrophilic SiO2 particles were faster than those adsorbed on hydrophobic SiO2 particles, suggesting that heterogeneous kinetics was affected by surface properties of SiO2 particles. The degradation rates of PMM and PM adsorbed on these two kinds of SiO2 particles under experimental conditions ranged from (10.8 ± 0.7) × 10−12 and (6.1 ± 0.8) × 10−12 to (28.0 ± 1.7) × 10−12 and (13.5 ± 1.2) × 10−12 cm3 molecule−1 s−1, respectively. Additionally, these rate constants showed a negative relationship with increasing RH level (20−80%) while a positive relationship with elevating temperature (5−35 °C). Arrhenius expressions for their heterogeneous degradation and the corresponding activation energies were calculated. According to the obtained degradation rates, the atmospheric lifetimes of particle-associated PMM and PM toward OH radicals were in the ranges of 9.9–25.8 and 20.7−46.1 h, respectively, suggesting that OH-initiated heterogeneous degradation might be an important pathway during their atmospheric transformation processes. The experimental kinetic data obtained in this work are in favor of improving the understandings of atmospheric lifetimes of particle-associated PMM and PM, and also highlight that the environmental factors including particle type, RH, and temperature should be seriously taken into account for determining the atmospheric lifetimes of pesticides. © 2024 Elsevier Ltd"
Esimbekova E.N.; Kalyabina V.P.; Kopylova K.V.; Lonshakova-Mukina V.I.; Antashkevich A.A.; Torgashina I.G.; Lukyanenko K.A.; Nemtseva E.V.; Kratasyuk V.A.,Enzyme Inhibition-Based Assay to Estimate the Contribution of Formulants to the Effect of Commercial Pesticide Formulations,2023,International Journal of Molecular Sciences,24,,,10.3390/ijms24032268,"Pesticides can affect the health of individual organisms and the function of the entire ecosystem. Therefore, thorough assessment of the risks associated with the use of pesticides is a high-priority task. An enzyme inhibition-based assay is used in this study as a convenient and quick tool to study the effects of pesticides at the molecular level. The contribution of formulants to toxicological properties of the pesticide formulations has been studied by analyzing effects of 7 active ingredients of pesticides (AIas) and 10 commercial formulations based on them (AIfs) on the function of a wide range of enzyme assay systems differing in complexity (single-, coupled, and three-enzyme assay systems). Results have been compared with the effects of AIas and AIfs on bioluminescence of the luminous bacterium Photobacterium phosphoreum. Mostly, AIfs produce a considerably stronger inhibitory effect on the activity of enzyme assay systems and bioluminescence of the luminous bacterium than AIas, which confirms the contribution of formulants to toxicological properties of the pesticide formulation. Results of the current study demonstrate that “inert” ingredients are not ecotoxicologically safe and can considerably augment the inhibitory effect of pesticide formulations; therefore, their use should be controlled more strictly. Circular dichroism and fluorescence spectra of the enzymes used for assays do not show any changes in the protein structure in the presence of commercial pesticide formulations during the assay procedure. This finding suggests that pesticides produce the inhibitory effect on enzymes through other mechanisms. © 2023 by the authors."
Ahmad M.F.; Ahmad F.A.; Alsayegh A.A.; Zeyaullah M.; AlShahrani A.M.; Muzammil K.; Saati A.A.; Wahab S.; Elbendary E.Y.; Kambal N.; Abdelrahman M.H.; Hussain S.,Pesticides impacts on human health and the environment with their mechanisms of action and possible countermeasures,2024,Heliyon,10,,,10.1016/j.heliyon.2024.e29128,"Pesticides are chemical constituents used to prevent or control pests, including insects, rodents, fungi, weeds, and other unwanted organisms. Despite their advantages in crop production and disease management, the use of pesticides poses significant hazards to the environment and public health. Pesticide elements have now perpetually entered our atmosphere and subsequently contaminated water, food, and soil, leading to health threats ranging from acute to chronic toxicities. Pesticides can cause acute toxicity if a high dose is inhaled, ingested, or comes into contact with the skin or eyes, while prolonged or recurrent exposure to pesticides leads to chronic toxicity. Pesticides produce different types of toxicity, for instance, neurotoxicity, mutagenicity, carcinogenicity, teratogenicity, and endocrine disruption. The toxicity of a pesticide formulation may depend on the specific active ingredient and the presence of synergistic or inert compounds that can enhance or modify its toxicity. Safety concerns are the need of the hour to control contemporary pesticide-induced health hazards. The effectiveness and implementation of the current legislature in providing ample protection for human health and the environment are key concerns. This review explored a comprehensive summary of pesticides regarding their updated impacts on human health and advanced safety concerns with legislation. Implementing regulations, proper training, and education can help mitigate the negative impacts of pesticide use and promote safer and more sustainable agricultural practices. © 2024 The Authors"
Zhou Z.; Tang G.; Liu Y.; Huang Y.; Zhang X.; Yan G.; Hu G.; Yan W.; Li J.; Cao Y.,Carrier-free self-assembled nanoparticles based on prochloraz and fenhexamid for reducing toxicity to aquatic organism,2024,Science of the Total Environment,943,,,10.1016/j.scitotenv.2024.173821,"Nanoformulations of pesticides are an effective way to increase utilization efficiency and alleviate the adverse impacts on the environments caused by conventional pesticide formulations. However, the complex preparation process, high cost, and potential environmental risk of nanocarriers severely restricted practical applications of carrier-based pesticide nanoformulations in agriculture. Herein, carrier-free self-assembled nanoparticles (FHA-PRO NPs) based on fenhexamid (FHA) and prochloraz (PRO) were developed by a facile co-assembly strategy to improve utilization efficiency and reduce toxicity to aquatic organism of pesticides. The results showed that noncovalent interactions between negatively charged FHA and positively charged PRO led to core-shell structured nanoparticles arranged in an orderly manner dispersing in aqueous solution with a diameter of 256 nm. The prepared FHA-PRO NPs showed a typical pH-responsive release profile and exhibited excellent physicochemical properties including low surface tension and high max retention. The photostability of FHA-PRO NPs was improved 2.4 times compared with free PRO. The FHA-PRO NPs displayed superior fungicidal activity against Sclerotinia sclerotiorum and Botrytis cinerea and longer duration against Sclerotinia sclerotiorum on potted rapeseed plants. Additionally, the FHA-PRO NPs reduced the acute toxicity of PRO to zebrafish significantly. Therefore, this work provided a promising strategy to develop nanoformulations of pesticides with stimuli-responsive controlled release characteristics for precise pesticide delivery. © 2024 Elsevier B.V."
Zhou Z.; Tang G.; Liu Y.; Zhang X.; Huang Y.; Wang J.; Yan G.; Hu G.; Xiao J.; Yan W.; Cao Y.,Facile fabrication of pesticide nanocapsules using cinnamaldehyde derived imide polymer as wall material for pH-responsive and ultraviolet shielding properties,2024,Chemical Engineering Journal,489,,,10.1016/j.cej.2024.151430,"The low utilization efficiency of pesticides poses a significant challenge to the sustainable development of agriculture. The nanocapsule-based pesticide delivery systems combine the advantages of nanotechnology and advanced materials to achieve on-demand and accurately targeted release. Herein, a facile and universal strategy was used to fabricate photosensitive pesticide nanocapsules using a versatile imine polymer derived from cinnamaldehyde (CIN) and ε-poly-L-lysine (PLL). Characterization results demonstrated that the nanocapsules prepared under optimal conditions exhibited uniform sizes (200–400 nm) and high encapsulation efficiency (>90 %). Photodegradation experiments revealed a significant increase of half-lives (7.21–55.57 times) under UV irradiation for the different pesticide nanocapsules. Furthermore, the pesticide nanocapsules demonstrated a high biological activity and excellent physicochemical properties, including pH-responsive release, maximum retention, and rain erosion resistance. The results of the mechanistic studies on the increased biological activity indicated that the nanocapsules could be adsorbed on the surface of target pathogenic cells and then released CIN and PLL, destroying the integrity of the cell membrane, and synergistically and effectively eradicating the pathogen with pesticide. Additionally, nanocapsules exhibited lower toxicity to zebrafish and genetic toxicity to Vicia faba than pesticide technical. Therefore, stimuli-responsive nanocapsules based on imide polymer have broad application prospects in the field of pesticides. © 2024 Elsevier B.V."
Liu X.; Du Z.; Zhou T.; Li B.; Wang J.; Wang J.; Zhu L.,Evaluation of agricultural soil health after applying atrazine in maize-planted fields based on the response of soil microbes,2024,Applied Soil Ecology,193,,,10.1016/j.apsoil.2023.105157,"Soil health is closely linked to the sustainable development of agriculture, and soil microorganisms are the fundamental and pivotal components in maintaining soil health. Atrazine (ATZ) is a triazine herbicide widely used worldwide, and its ecotoxicity to soil microorganisms has been widely studied. However, previous studies have focused on investigating the ecotoxicity of ATZ active ingredients under laboratory conditions. The damage caused by ATZ formulations to soil health in the actual field environment cannot be ignored. Herein, the toxicity of ATZ formulations (1140 and 1710 g hm−2) in maize fields after 1, 28, and 72 d of exposure was investigated in terms of soil microbial abundance, community structure, soil enzyme activities, functional gene abundance, and ATZ residues. The results showed that ATZ disturbed the microbial functions that maintain soil health by disturbing soil nutrient and carbon cycling as well as enhancing pollution degradation. The promotion of both urease activity and AOB-amoA gene abundance indicated that ATZ accelerated the loss of nitrogen from soil, which was detrimental to soil nitrogen cycling. The abundances of the Pontibacter genus and the cbbLG gene were inhibited, indicating that the ability of soil carbon dioxide fixation was hindered. The abundance of Lysobacter, which helps to degrade pollutants, increased. The integrated biomarker response indicated that the comprehensive toxicity of ATZ to soil microorganisms increased with dose. Additionally, the DT50 of ATZ in agricultural soil was 5.4–5.7 d, and the residual level of ATZ in crop grains was in line with the maximum residue limit recommended by the European Union and China. The findings of the present study reflect the effects of ATZ formulation on soil microbes in the actual agricultural environment and provide insights into the mechanisms of soil health regulation mediated by microorganisms. © 2023 Elsevier B.V."
Shen Y.; Zhao E.; Zhang W.; Baccarelli A.A.; Gao F.,Predicting pesticide dissipation half-life intervals in plants with machine learning models,2022,Journal of Hazardous Materials,436,,,10.1016/j.jhazmat.2022.129177,"Pesticide dissipation half-life in plants is an important factor to assessing environmental fate of pesticides and establishing pre-harvest intervals critical to good agriculture practices. However, empirically measured pesticide dissipation half-lives are highly variable and the accurate prediction with models is challenging. This study utilized a dataset of pesticide dissipation half-lives containing 1363 datapoints, 311 pesticides, 10 plant types, and 4 plant component classes. Novel dissipation half-life intervals were proposed and predicted to account for high variations in empirical data. Four machine learning models (i.e., gradient boosting regression tree [GBRT], random forest [RF], supporting vector classifier [SVC], and logistic regression [LR]) were developed to predict dissipation half-life intervals using extended connectivity fingerprints (ECFP), temperature, plant type, and plant component class as model inputs. GBRT-ECFP had the best model performance with F1-microbinary score of 0.698 ± 0.010 for the binary classification compared with other machine learning models (e.g., LR-ECFP, F1-microbinary= 0.662 ± 0.009). Feature importance analysis of molecular structures in the binary classification identified aromatic rings, carbonyl group, organophosphate, =C-H, and N-containing heterocyclic groups as important substructures related to pesticide dissipation half-lives. This study suggests the utility of machine learning models in assessing the environmental fate of pesticides in agricultural crops. © 2022 Elsevier B.V."
Caba I.-C.; Ștreangă V.; Dobrin M.-E.; Jităreanu C.; Jităreanu A.; Profire B.-Ú.; Apotrosoaei M.; Focșa A.-V.; Caba B.; Agoroaei L.,Clinical Assessment of Acute Organophosphorus Pesticide Poisoning in Pediatric Patients Admitted to the Toxicology Emergency Department,2022,Toxics,10,,,10.3390/toxics10100582,"Pesticide poisoning in pediatric patients is still an important reason for presenting to the emergency department in Romania. In this context, the present study aims to raise awareness of the toxicological impact of pesticides on human health in pediatrics. For this purpose, the demographic characteristics, clinical assessment, and outcome of pediatric patients with acute pesticide poisoning admitted to the toxicology department of “Saint Mary” Emergency Children’s Hospital from Iasi, were analyzed. This retrospective study focused on the clinical and laboratory data of patients aged under 18 years diagnosed with acute pesticide poisoning between 2010–2020. The statistical analysis was performed using the Statistica 10 package. A total of 49 patients presented with manifestations of acute pesticide poisoning, and the most common pesticide involved was diazinon. The most frequent exposure route was accidentally ingesting pesticide products (95%). The primary clinical manifestations were toxic encephalopathy, coma, depressive disorder, gastric disorders, and respiratory failure. Changes in the glycemic status, liver, and kidney damage were also present. Treatment included decontamination, administration of antidote, supportive care, and recommendations to be closely monitored to avoid a new incident. These results highlight the toxic potential of pesticides on human health and their biological consequences, which require an increase in consciousness of the precautions imposed on their use, especially when children are nearby. © 2022 by the authors."
Sanches A.L.M.; da Silva Pinto T.J.; Daam M.A.; Teresa F.B.; Vieira B.H.; Reghini M.V.; de Almeida E.A.; Espíndola E.L.G.,Isolated and mixed effects of pure and formulated abamectin and difenoconazole on biochemical biomarkers of the gills of Danio rerio,2024,Aquatic Toxicology,273,,,10.1016/j.aquatox.2024.106978,"Pesticides are released into the environment daily, and their effects on nontarget species in aquatic ecosystems have been widely reported. To evaluate the adverse effects caused in adults of Danio rerio species exposed to the pesticides abamectin, difenoconazole, and their commercial formulations (Kraft 36EC® and Score 250EC®), both isolated and in mixtures, biochemical biomarkers were analyzed in the gills of organisms exposed to sublethal concentrations. To this end, the activities of the enzymes 7-ethoxyresorufin-O-deethylase (EROD), glucuronosyltransferase (UDPGT), glutathione-S-transferase (GST), catalase (CAT), glutathione peroxidase (GPx), glutathione reductase (GR), lipid hydroperoxide (LH), and malondialdehyde (MDA), which are indicative of oxidative stress, were measured after 48 h of exposure to the different pesticide treatments. The results showed a significant increase in EROD activity and MDA levels in the gills of fish exposed to the commercial formulation of abamectin. When the fish were exposed to difenoconazole and its commercial formulation, an increase in GST, GPx, and MDA levels and a decrease in GR activity were observed in the gills. Furthermore, the responses of the biomarkers were more pronounced in organisms exposed to mixtures of both active ingredients and commercial formulations. It is concluded that the commercial formulations Kraft 36EC® and Score 250EC® and their mixtures cause significant alterations in the detoxification metabolism of exposed organisms and induce oxidative stress in fish. © 2024"
Lee J.-W.; Mwamula A.O.; Choi J.-H.; Lee H.-W.; Kim Y.S.; Kim J.-H.; Lee D.W.,"The Potency of Abamectin Formulations against the Pine Wood Nematode, Bursaphelenchus xylophilus",2023,Plant Pathology Journal,39,290,302,10.5423/PPJ.OA.02.2023.0023,"Abamectin offers great protection against Bursaphelenchus xylophilus, a well-known devastating pathogen of pine tree stands. Trunk injection of nematicides is currently the most preferred method of control. This study aimed to evaluate the potency of the commonly used formulations of abamectin against B. xylophilus. Twenty-one formulations of abamectin were evaluated by comparing their sublethal toxicities and reproduction inhibition potentials against B. xylophilus. Nematodes were treated with diluted formulation concentrations in multi-well culture plates. And, populations preexposed to pre-determined concentrations of the formulations were inoculated onto Botrytis cinerea culture, and in pine twig cuttings. Potency was contrastingly different among formulations, with LC95 of 0.00285 and 0.39462 mg/ml for the most, and the least potent formulation, respectively. Paralysis generally occurred at an application dose of 0.06 μg/ ml or higher, and formulations with high sublethal toxicities caused significant paralysis levels at the tested doses, albeit the variations. Nematode reproduction was evident at lower doses of 0.00053-0.0006 μg/ml both on Botrytis cinerea and pine twigs, with significant variations among formulations. Thus, the study highlighted the inconsistencies in the potency of similar product formulations with the same active ingredient concentration against the target organism, and the need to analyze the potential antagonistic effects of the additives used in formulations. © The Korean Society of Plant Pathology."
Sultan M.B.; Anik A.H.; Rahman M.M.,Emerging contaminants and their potential impacts on estuarine ecosystems: Are we aware of it?,2024,Marine Pollution Bulletin,199,,,10.1016/j.marpolbul.2023.115982,"Emerging contaminants (ECs) are becoming more prevalent in estuaries and constitute a danger to both human health and ecosystems. These pollutants can infiltrate the ecosystem and spread throughout the food chain. Because of the diversified sources and extensive human activities, estuaries are particularly susceptible to increased pollution levels. A thorough review on recent ECs (platinum group elements, pharmaceuticals and personal care products, pesticides, siloxanes, liquid crystal monomers, cationic surfactant, antibiotic resistance genes, and microplastics) in estuaries, including their incidence, detection levels, and toxic effects, was performed. The inclusion of studies from different regions highlights the global nature of this issue, with each location having its unique set of contaminants. The diverse range of contaminants detected in estuary samples worldwide underscores the intricacy of ECs. A significant drawback is the scarcity of research on the toxic mechanisms of ECs on estuarine organisms, the prospect of unidentified ECs, warrant research scopes. © 2023 Elsevier Ltd"
Horak I.; Horn S.; Pieters R.,The benefit of using in vitro bioassays to screen agricultural samples for oxidative stress: South Africa’s case,2023,"Journal of Environmental Science and Health - Part B Pesticides, Food Contaminants, and Agricultural Wastes",58,689,710,10.1080/03601234.2023.2264739,"Applied pesticides end up in non-target environments as complex mixtures. When bioavailable, these chemicals pose a threat to living organisms and can induce oxidative stress (OS). In this article, attention is paid to OS and the physiological role of the antioxidant defense system. South African and international literature was reviewed to provide extensive evidence of pesticide-induced OS in non-target organisms, in vivo and in vitro. Although in vitro approaches are used internationally, South African studies have only used in vivo methods. Considering ethical implications, the authors support the use of in vitro bioassays to screen environmental matrices for their OS potential. Since OS responses are initiated and measurable at lower cellular concentrations compared to other toxicity endpoints, in vitro OS bioassays could be used as an early warning sign for the presence of chemical mixtures in non-target environments. Areas of concern in the country could be identified and prioritized without using animal models. The authors conclude that it will be worthwhile for South Africa to include in vitro OS bioassays as part of a battery of tests to screen environmental matrices for biological effects. This will facilitate the development and implementation of biomonitoring programs to safeguard the South African environment. © 2023 Taylor & Francis Group, LLC."
Laborde M.R.R.; Larramendy M.L.; Soloneski S.,Cytotoxic and genotoxic profiles of the pyrethroid insecticide lambda-cyhalothrin and its microformulation Karate® in CHO-K1 cells,2023,Mutation Research - Genetic Toxicology and Environmental Mutagenesis,891,,,10.1016/j.mrgentox.2023.503682,"Lambda-cyhalothrin (LCT) and its microformulation Karate® (25 % a.i.) were analysed for its genotoxicity and cytotoxicity on Chinese hamster ovary (CHO-K1) cells. Cytokinesis-block micronucleus cytome (CBMN-cyt) and alkaline single-cell gel electrophoresis (SCGE) bioassays were selected to test genotoxicity. Neutral red uptake (NRU), succinic dehydrogenase activity (MTT) and apoptogenic induction were employed for estimating cytotoxicity. Both compounds were analysed within a concentration range of 0.1–100 µg/mL. Only LCT produced a significant augment in the frequency of micronuclei (MNs) when the cultures were exposed to highest concentrations of 10 and 100 µg LCT/mL. A noticeable decrease in NDI was observed for cultures treated with LCT at 10 and 100 µg/mL. Karate® induced the inhibition of both the proportion of viable cells and succinic dehydrogenase activity and triggered apoptosis 24 h of exposition. Whilst an increased GDI in CHO-K1 cells was observed in the treatments with 1–100 µg Karate®/mL, the GDI was not modified in the treatments employing LCT at equivalent doses. SCGE showed that Karate® was more prone to induce genotoxic effects than LCT. Only 50 µg/mL of Karate® was able to increase apoptosis. Our results demonstrate the genomic instability and cytotoxic effects induced by this pyrethroid insecticide, confirming that LCT exposure can result in a severe drawback for the ecological equilibrium of the environment. © 2023 Elsevier B.V."
Queirós L.; Aguiar N.; Pereira P.; Gonçalves F.J.M.; Alves A.; Pereira J.L.,Recommended rates of azoxystrobin and tebuconazole seem to be environmentally safe but ineffective against target fungi,2023,Ecotoxicology,32,102,113,10.1007/s10646-023-02619-w,"The use of fungicides in agriculture has been playing a role in the enhancement of agricultural yields through the control of pathogens causing serious diseases in crops. Still, adverse environmental and human health effects resulting from its application have been reported. In this study, the possibility of readjusting the formulation of a commercial product combining azoxystrobin and tebuconazole (active ingredients – AIs; Custodia®) towards environmentally safer alternative(s) was investigated. Specifically, the sensitivity of non-target aquatic communities to each AI was first evaluated by applying the Species Sensitivity Distributions (SSDs) approach. Then, mixtures of these AIs were tested in a non-target organism (Raphidocelis subcapitata) denoting sensitivity to both AIs as assessed from SSDs. The resulting data supported the design of the last stage of this study, where mixtures of those AIs at equivalent vs. alternative ratios and rates as in the commercial formulation were tested against two target fungal species: Pyrenophora teres CBS 123929 and Rhynchosporium secalis CBS 110524. The comparison between the sensitivity of non-target aquatic species and the corresponding efficacy towards target fungi revealed that currently applied mixture and rates of these AIs are generally environmentally safe (antagonistic interaction; concentrations below the EC1 for R. subcapitata and generally below the HC5 for aquatic non-target communities), but ineffective against target organisms (maximum levels of inhibition of 70 and 50% in P. teres CBS 123929 and R. secalis CBS 110524, respectively). Results additionally suggest a potentiation of the effects of the AIs by the other formulants added to the commercial product at tested rates. Overall, this study corroborates that commercial products can be optimized during design stages based on a systematic ecotoxicological testing for ingredient interactions and actual efficacy against targets. This could be a valuable pathway to reduce environmental contamination during transition to a more sustainable agricultural production. © 2023, The Author(s)."
