STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,ABSTRACT,YEAR,VOLUME,LPAGES,UPAGES,DOI
coxref21,Guy,NO,"Walsh, LP; McCormick, C; Martin, C; Stocco, DM",Roundup inhibits steroidogenesis by disrupting steroidogenic acute regulatory (StAR) protein expression,ENVIRONMENTAL HEALTH PERSPECTIVES,"Recent reports demonstrate that many currently used pesticides have the capacity to disrupt reproductive function in animals. Although this reproductive dysfunction is typically characterized by alterations in serum steroid hormone levels, disruptions in spermatogenesis, and loss of fertility, the mechanisms involved in pesticide-induced infertility remain unclear. Because testicular Leydig cells play a crucial role in male reproductive function by producing testosterone, we used the mouse MA-10 Leydig tumor cell line to study che molecular events involved in pesticide-induced alterations in steroid hormone biosynthesis. We previously showed char, the organochlorine insecticide lindane and the organophosphate insecticide Dimethoate directly inhibit steroidogenesis in Leydig cells by disrupting expression of the steroidogenic acute regulatory (StAR) protein. StAR protein mediates the rate-limiting and acutely regulated step in steroidogenesis, the transfer of cholesterol from the outer to the inner mitochondrial membrane where the cytochrome P450 side chain cleavage (P450scc) enzyme initiates the synthesis of all steroid hormones. In the present study, we screened eight currently used pesticide formulations for their ability to inhibit steroidogenesis, concentrating on their effects on StAR expression in MA-10 cells. In addition, we determined the effects of these compounds on the levels and activities of the P450scc enzyme (which converts cholesterol to pregnenolone) and the 3 beta-hydroxysteroid dehydrogenase (3 beta-HSD) enzyme (which converts pregnenolone to progesterone). Of the pesticides screened, only the pesticide Roundup inhibited dibutyryl [(Bu)(2)]cAMP-stimulated progesterone production in MA-10 cells without causing cellular toxicity Roundup inhibited steroidogenesis by disrupting StAR protein expression, further demonstrating the susceptibility of StAR to environmental pollutants.",2000,108,769,776,10.1289/ehp.00108769
coxref22,Guy,YES,"Lin, N; Garry, VF","In vitro studies of cellular and molecular developmental toxicity of adjuvants herbicides, and fungicides commonly used in Red River Valley, Minnesota",JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A-CURRENT ISSUES,"Recent epidemiologic studies showed increased frequency of birth defects in pesticide applicators and general population of the Red River Valley, Minnesota. These studies further indicated that this crop growing area used more chlorophenoxy herbicides and fungicides than elsewhere in Minnesota. Based on frequency of use and known biology, certain herbicides, pesticide additives, fungicides, and mycoioxins are suspect agents. To define whether these agents affect developmental endpoints in vitro, 16 selected agrochemicals were examined using the MCF-7 breast cancer cell line. In the flow cytometric assay, cell proliferation in this estrogen-responsive cell line indicates xenobiotic-mediated estrogenic effects. Cell viability, morphology, ploidy, and apoptosis were incorporated in this assay. Data showed that the adjuvants X-77 and Activate Plus induced significant cell proliferation at 0.1 and 1 mu g/ml. The commercial-grade herbicides 2,4-D LV4 and 2,4-D amine induced cell proliferation at 1 and 10 mu g/ml. The reagent-grade 2,4-D products failed to induce proliferation over the same concentration range, suggesting that other ingredients in the commercial products, presumably adjuvants, could De a factor in these results. The fungicides triphenyltin and mancozeb induced apoptosis at concentrations of 4.1 mu g/ml (10(-5) M) and 50 mu g/ml, respectively. Triphenyltin also induced aneuploidy (G2/M arrest) at 0.41 mu g/ml (10(-6) M). Data provide a mechanistic step to understanding human reproductive and developmental effects in populations exposed to these agrochemicals, and initiative to focusing limited resources for future in vivo animal developmental toxicity studies.",2000,60,423,439,10.1080/00984100050033494
coxref23,Guy,YES,"Oakes, DJ; Pollak, JK","Effects of a herbicide formulation, Tordon 75D (R), and its individual components on the oxidative functions of mitochondria",TOXICOLOGY,"This investigation evaluates the toxicity of a herbicide formulation, as well as testing its active and other components (other components comprise all components of Tordon 75D(R) excluding the active components: i.e. the solvents, triisopropanolamine and diethyleneglycol monoethyl ether, a silicone defoamer and a proprietary surfactant, polyglycol 26-2). The results showed that Tordon 75D(R) (a mixture of the triisopropanolamine salts of 2,4-dichlorophenoxy acetic acid (2,4-D) and 4-amino-3,5,6-trichloropicolinic acid (picloram) and its other components) impaired the oxidative functions of submitochondrial particles (SMPs). The effective concentrations that caused 50% inhibition of SMP activity (EC(50)s) for Tordon 75D(R) were in the low micromolar range for 2,4-D and picloram in the presence of the other components, while in the absence of the other components exposure to 136 times higher concentrations of the triisopropanolamine forms of 2,4-D and picloram administered as a mixture were required to inhibit the oxidative functions of SMPs. Tordon 75D(R) also significantly decreased the respiratory control ratio of intact rat liver mitochondria. The results show that the toxic effects of Tordon 75D(R) on SMPs (at the EC50) and intact rat liver mitochondria were not due to any additive or synergistic actions of a mixture of its active and other components, but rather were caused solely by the proprietary surfactant. Since mitochondria are responsible for over 90% of the energy production in all eukaryotic organisms, the use of the SMP assay provides a convenient in vitro assay for evaluating cellular toxicity and can be regarded as an informative screening assay when designing chemical products which contain mixtures of chemicals. (C) 1999 Elsevier Science Ireland Ltd. All rights reserved.",1999,136,41,52,10.1016/S0300-483X(99)00055-4
coxref24,Guy,NO,"Kohmann, K",Side-effects of formulations of permethrin and fenvalerate insecticides on frost resistance and field performance of Picea abies seedlings,SCANDINAVIAN JOURNAL OF FOREST RESEARCH,"Side-effects of the permethrin formulations Gori 920 and Gori 920 L, the fenvalerate formulation Sumicidin 10 FW and the emulsifier of the Gori formulations were studied in seedlings of Norway spruce [Picea abies (L.) Karst.]. Whole plant treatment with the Gori formulations in early autumn resulted in a 5-10 degrees C poorer frost tolerance (TDI) later in the autumn. Moreover, this treatment increased mortality by 30% within 2 yrs of testing in field trials. In contrast. a basal part treatment with the Gori formulations and whole plant treatment with Sumicidin 10 FW containing 10% fenvalerate had no negative effects during 2 yrs of field testing. Late autumn treatment with Gori 920 and Gori 920 L, followed by cold storage for 6 months, revealed poorer frost tolerance (3-4 degrees C) in the spring than that in the control. These treatments also reduced leader shoot growth in the first year and increased the frequency of seedlings lacking a dominant leader after 2 yrs by 20-40%. The detrimental agent in Gori 920 L was found to be the emulsifier, ethoxylated nonylphenol, alone and in combination with the dispersal agent, linseed oil. The linseed oil had no significant additional negative effect on frost resistance and growth after the cold storage during the winter. The investigation demonstrates the necessity of testing for possible side-effects before practical use of any commercial pesticide formulation.",1999,14,355,360,10.1080/02827589950152674
coxref25,Guy,NO,"Baynes, RE; Riviere, JE",Influence of inert ingredients in pesticide formulations on dermal absorption of carbaryl,AMERICAN JOURNAL OF VETERINARY RESEARCH,"Objectives-To assess the influence of solvent plus various mixtures on percutaneous absorption and disposition of the carbamate insecticide, carbaryl (CA). Animals-Skin was obtained from the dorsum of 14 female weanling specific-pathogen-free Yorkshire pigs, Procedure-In this 8-hour in vitro flow-through diffusion study, porcine skin sections were dosed with 40 mu g of CA/cm(2) of surface area, different amounts of solvents (40 or 80% acetone or dimethyl sulfoxide [DMSO]), different amounts of a surfactant (0, 1, or 5% sodium lauryl sulfate [SLS]), an insect repellent (0 or 15% diethyl-m-toluamide [DEET]), an insecticide synergist (0 or 2% piperonyl butoxide [PB]), and a CA metabolite (40 mu g/cm(2) 1-naphthol [1-NA]). Results-In general, CA absorption was greater from acetone than from DMSO mixtures, and CA penetration into skin and stratum corneum was greater from DMSO at 8 hours. This is consistent with the flux-time profiles, which depicted initial peak flux within 2 to 3 hours for most acetone mixtures, but a slow increase in flux for DMSO mixtures. Irrespective of the solvent, increasing water content in pesticide dosing mixtures significantly increased CA absorption from SLS mixtures only, The SLS also enhanced CA absorption, especially at low solvent concentrations. The DEET significantly reduced CA absorption from acetone, but not from DMSO mixtures, and 1-NA enhanced CA absorption from acetone, but not from DMSO mixtures. Piperonyl butoxide significantly enhanced CA absorption from acetone and DMSO mixtures, However, addition of PB or PB plus SLS did not significantly increase CA flux above that observed from solvent plus surfactant mixtures. Conclusions-Inert ingredients can modulate percutaneous absorption of toxicologically important pesticides and their effect or activity on CA disposition is dependent on solvent specificity and solvent concentration, Whereas SLS, PB, and 1-NA can enhance pesticide absorption, DEET can reduce absorption.",1998,59,168,175,
coxref26,Guy,NO,"Dick, IP; Blain, PG; Williams, FM",The percutaneous absorption and skin distribution of lindane in man. I. In vivo studies,HUMAN & EXPERIMENTAL TOXICOLOGY,"1 The absorption and distribution of lindane through skin was examined using human volunteers. Two different preparations were employed, one with acetone as the vehicle and the other, a commercial product, consisting primarily of white spirit as the solvent base. 2 The mean peak plasma concentrations of lindane following exposure to the acetone and white-spirit based applications were 0.91 and 0.47 ng/ml, respectively. The similarity between these levels did not reflect the 40-fold higher dose of lindane in the acetone vehicle. White spirit enhanced the penetration of Lindane with respect to the acetone vehicle, highlighting the influence of vehicle upon percutaneous absorption. Low levels of trichlorophenol glucuronide metabolites, but no lindane, were detected in the urine. 3 The exposure site was washed at 6 h to mimic a decontamination procedure at the end of a working day. The proportion of the applied dose unabsorbed by 6 h was 80% and 10% for the acetone and the white spirit-based formulation, respectively. Small areas of the exposed site were tape stripped at 6 and 24 h to assess any lindane that may be associated with the stratum corneum. High levels were observed in the stratum corneum at 6 h exposure (up to 30% of the applied dose for the white spirit based formulation). However, this level had decreased by 24 h (by at least 90% of the amount found at 6 h). A gauze or gauze/shirt combination covering the application site between 6 and 24 h did account for some of this loss of lindane hem the stratum corneum attributed to friction and removal of exfoliated cells. The unaccounted proportion was presumed to have been absorbed through the skin into the systemic circulation. This demonstrates the absorption of chemicals can occur from a depot in the stratum corneum even following a wash procedure.",1997,16,645,651,10.1177/096032719701601103
coxref27,Guy,NO,"Dick, IP; Blain, PG; Williams, FM",The percutaneous absorption and skin distribution of lindane in man. II. In vitro studies,HUMAN & EXPERIMENTAL TOXICOLOGY,"1 The absorption of lindane through human skin was assessed in vitro using static diffusion cells with 50% aqueous ethanol as the receptor fluid. Four formulations of lindane were applied, three of which were commercial preparations. The dermal distribution of lindane within the skin was also examined, focusing particularly on any association of lindane to the stratum corneum, The results were then compared with a parellel in vivo study. 2 Two of the formulations contained white spirit as the predominant solvent, and lindane absorption was greatest from these preparations in terms of the percentage of the applied dose (15-25% by 24 h). Absorption was less from an aqueous spray dilution (3% by 24 h), with absorption from acetone being the least (<1% by 24 h). Similar amounts of lindane penetrated by 24 h for the acetone and white spirit-based applications (approx. 8 mu g). This supported the in vivo observation that similar plasma lindane levels were recorded following exposure to the acetone solution and the white spirit-based formulation A, although the lindane concentration in acetone was 40-fold higher. 3 For the acetone and water-based preparations, a soap/water swab of the skin surface at 6 h contained the majority of the applied dose (around 75%). Substantial amounts of lindane were recovered in tape-strippings taken at 6 h (representative of stratum corneum content) which were significantly greater than lindane in the remainder of the skin, for the acetone solution and formulation A. This provided a strong indication that lindane had accumulated in the stratum corneum, a property that has been linked with other lipophilic chemicals.",1997,16,652,657,10.1177/096032719701601104
coxref28,Guy,YES,"Koyama, K; Koyama, K; Goto, K",Cardiovascular effects of a herbicide containing glufosinate and a surfactant: In vitro and in vivo analyses in rats,TOXICOLOGY AND APPLIED PHARMACOLOGY,"A herbicide, Basta (BASTA), containing glufosinate ammonium (GLA) as the main component and an anionic surfactant, sodium polyoxyethylene alkylether sulfate (AES), causes hemodynamic changes characterized by a decrease in total vascular resistance with an increase or a decrease in cardiac output in human acute oral poisoning. With a motivation based on these clinical observations, we tried to elucidate the exact component and its mode of action that is mostly responsible for the direct cardiovascular effects of this herbicide formulation, investigating the effects of BASTA, GLA, and AES independently on the cardiovascular system in rats in vitro and in vivo. In isolated right atria beating spontaneously in Krebs-Ringer's solution, BASTA and AES produced negative chronotropic responses in a concentration-dependent manner. In electrically driven isolated left atria, BASTA and AES produced positive inotropic responses concentration dependently but negative inotropic responses at extremely high concentrations. In aortic ring segments, BASTA and AES produced no vasoconstrictive effects but exerted significant vasodilative effects when the aortic ring was precontracted with phenylephrine. These in vitro responses caused by BASTA and AES occurred to a similar degree. On the other hand, the main component, GLA, produced no effects in isolated atria and aortas. In anesthetized rats, relatively low doses of BASTA and AES produced a decrease in blood pressure followed by a slight increase in heart rate, which was presumably due to baroreflex caused by the decrease in blood pressure. At an extremely high dose, BASTA and AES produced a decrease in blood pressure with a marked decrease in heart rate. These in vivo responses to BASTA and AES also occurred to a similar degree. In contrast, the main component, GLA, did not produce any effects on heart rate and blood pressure in anesthetized rats. From these results, we concluded that the effects of BASTA in our in vivo experiments were not caused by the main component, GLA, but was mostly caused by AES through its vasodilative effects plus cardiostimulatory effects at low doses and cardiosuppressive effects at high doses. (C) 1997 Academic Press.",1997,145,409,414,10.1006/taap.1997.8196
coxref29,Guy,YES,"Bolognesi, C; Bonatti, S; Degan, P; Gallerani, E; Peluso, M; Rabboni, R; Roggieri, P; Abbondandolo, A",Genotoxic activity of glyphosate and its technical formulation roundup,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,"Glyphosate (N-phosphonomethylglycine) is an effective herbicide acting on the synthesis of aromatic amino acids in plants. The genotoxic potential of this herbicide has been studied: the results available in the open literature reveal a weak activity of the technical formulation. In this study, the formulated commercial product, Roundup, and its active agent, glyphosate, were tested in the same battery of assays for the induction of DNA damage and chromosomal effects in vivo and in vitro. Swiss CD1 mice were treated intraperitoneally with test substances, and the DNA damage was evaluated by alkaline elution technique and 8-hydroxydeoxyguanosine (8-OHdG) quantification in liver and kidney. The chromosomal damage of the two pesticide preparations was also evaluated in vivo in bone marrow of mice as micronuclei frequency and in vitro in human lymphocyte culture as SCE frequency. A DNA-damaging activity as DNA single-strand breaks and 8-OHdG and a significant increase in chromosomal alterations were observed with both substances in vivo and in vitro. A weak increment of the genotoxic activity was evident using the technical formulation.",1997,45,1957,1962,10.1021/jf9606518
coxref30,Guy,NO,"Lyznicki, JM; Kennedy, WR; Young, DC; Skelton, WD; Howe, JP; Davis, RM; Genel, M; Karlan, MS; Numann, PJ; Riggs, JA; Slanetz, PJ; Spillman, MA; Williams, M; Allen, JR; Rinaldi, RC",Educational and informational strategies to reduce pesticide risks,PREVENTIVE MEDICINE,"Background In 1993, the American Medical Association (AMA) requested its Council on Scientific Affairs to investigate issues and concerns related to (1) improving public notification of pesticide applications and (2) improving educational programs for commercial and farm pesticide applicators and increasing enforcement of licensing examination requirements. This report was presented at the 1994 Interim Meeting of the AMA House of Delegates as Report 4 of the Council on Scientific Affairs. Methods. Information for the report was derived from published literature and from personal communications with state and federal regulatory officials, physicians, and representatives of pest control, lawn care, and farm organizations. Some information about state certification and training programs was obtained from telephone conversations with pesticide applicator training program coordinators from California, Florida, Illinois, Iowa, Michigan, Missouri, Nebraska, New Jersey, New York, Texas, Washington, and Wisconsin. These states were selected because they contain large agricultural or urban populations that are likely to require the services of trained professional pesticide applicators. Results. Current surveillance systems are inadequate to characterize potential exposure problems related either to pesticide usage or to pesticide-related illnesses. The effectiveness of applicator certification and training programs and public notification programs could not be determined because of a lack of federal and state survey data for making useful assessments. Conclusions. Considering current data gaps, it is prudent for homeowners, farmers, and workers to limit pesticide exposures to themselves and others. (C) 1997 Academic Press.",1997,26,191,200,10.1006/pmed.1996.0122
coxref31,Guy,NO,"Sundaram, KMS","Effect of additives in the neem formulations on deposition, volatilization and persistence of azadirachtin in spruce foliage",JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES,"Foliar deposits, volatilization and persistence of azadirachtin-A (AZ-A) were investigated after application of four spray mixes prepared from a wettable powder (WP) and three emulsifiable concentrate (EC) formulations of neem. They were applied at the dosage rate of 50 g Al in 4 L/ha onto potted spruce seedlings in a laboratory spray chamber. Droplet-size spectra and deposits were assessed using Kromekote(R) card/glass plate collection units. Foliar residues [dislodgeable residues (DR), penetrated residues (PR) and total residues (TR)] of AZ-A and their volatilization were measured by HPLC at different intervals of time up to 60 h after treatment. Differences in the droplet-size spectra and deposit levels were observed among the lour spray mixes due to the influence of additives present in them. Dissipation half-lives (DT50) of the DR, PR and TR in the foliage were low (range, 19.5 to 38.9 h) and varied according to the residue type and the spray mix used. The DT50 values of the DR were consistently lower (range, 19.5 to 31.9 h) than those of the PR (range, 30.5 to 38.9 h) due to preferential loss of the surface residues. The low DT50 values observed for the DR and TR in the foliage sprayed with the WP spray mix were attributed to the particulate nature of the deposit. AZ-A volatilized appreciably from the DR rather than from the PR. The variations found in the amounts of AZ-A volatilized (42 to 58%) and unaccountable (38 to 46%) from the initial TR values in spruce foliage, after 60 h, were attributed to the physical form of the deposits on the target surface and the influences of additives present in the different spray mixes.",1997,32,523,544,10.1080/03601239709373101
coxref32,Guy,NO,"Tang, CS; Song, LW","Spontaneous N,N'-dibutylurea (DBU) formation in benlate DF(R) formulation under elevated temperatures",ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,"Thermal degradation of benomyl in the fungicide Benlate DF(R) at temperatures higher than 55 degrees C leads to the formation of N,N'-dibutylurea (DBU). External moisture is not required, since starch, an ''inert'' ingredient in the formulation, serves as a source of water. Enhanced phytotoxicity of the heat-treated, DBU-rich Benlate DF(R) was demonstrated by lettuce seedling bioassay. Temperatures higher than 70 degrees C were recorded in a metal shipping container in June 1995 in Hawaii. Accumulation of DBU was observed in Benlate DF(R) sealed in ampules and stored in this container. It is concluded that DBU formation is an intrinsic characteristic of Benlate DF(R) at the temperatures tested. High temperature and high humidity in tropical regions provide ideal conditions for DBU formation in Benlate DF(R).",1996,30,403,406,
coxref33,Guy,YES,"Swann, JM; Schultz, TW; Kennedy, JR",The effects of the organophosphorous insecticides Dursban(TM) and Lorsban(TM) on the ciliated epithelium of the frog palate in vitro,ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,"The ciliotoxic potential of the organophosphorous insecticides Dursban(TM) and Lorsban(TM), their active ingredient, chlorpyrifos, and their carrier ingredients (Blanks) were assessed. Since chlorpyrifos inhibits acetylcholinesterase, the acetylcholine-innervated ciliated epithelial cultures of frog palate were used as the model. All compounds caused a decrease in frequency of ciliary beat over time. EC(50) values followed the same order as the time to inhibition. The orders were Lorsban > Dursban > chlorpyrifos, and Lorsban > Dursban similar to Lorsban Blank > Dursban Blank. Stimulation of ciliary beating occurred immediately after exposure to all compounds, followed by inhibition. Dursban, Lorsban, and both Blanks elicited stimulatory effects in the presence of atropine. Atropine only blocked the initial stimulatory response with chlorpyrifos. In addition to chlorpyrifos, some component(s) of the inert ingredients were initially stimulatory but ultimately inhibitory to ciliary beating in the frog palate model. All compounds caused mitochondrial damage, including swelling, disruption of cristae, and loss of matrix.",1996,30,188,194,
coxref34,Guy,NO,"WILSON, PC; WHITWELL, T; RILEY, MB",EFFECTS OF GROUND COVER AND FORMULATION ON HERBICIDES IN RUNOFF WATER FROM MINIATURE NURSERY SITES,WEED SCIENCE,"Granules of isoxaben plus trifluralin and liquid applications of isoxaben plus oryzalin were applied to miniature nursery plots covered with plastic, woven landscape fabric, or gravel with no cover. Herbicide concentrations were monitored in runoff water over a 30 d period. Runoff losses of isoxaben from the sprayable formulation applied to gravel were 5% greater than from plastic and 4% greater than losses from fabric in 1992. Similarly, oryzalin losses from the sprayable formulation applied to gravel were 7% greater than losses from plastic and 4% greater than losses from the fabric ground cover. In contrast, loss of isoxaben from the granular formulation applied to plastic was 7% greater than loss from gravel in 1993. Isoxaben losses from the granular formulation applied to fabric were intermediate. Trifluralin losses from the granular formulation applied to plastic and fabric were both 3% greater than losses from gravel. In addition, isoxaben losses from the granular formulation were 11 and 10% greater than loss from the sprayable formulation applied to the plastic and fabric-covered plots, respectively. Isoxaben losses from the sprayable formulation applied to gravel were 11% greater than losses from the granular formulation. In an experiment to determine herbicide release patterns and the effect of light on residues from the granular formulation of isoxaben and trifluralin in irrigation effluent, water was monitored for 36 d. Approximately 20% of the applied isoxaben and 7% of the applied trifluralin was detected in irrigation water during the 36 d period. These studies indicate that runoff losses and the ultimate fate of isoxaben, oryzalin, and trifluralin applied in nursery settings depend on factors including ground cover composition, herbicide formulation, and photochemical degradation.",1995,43,671,677,10.1017/S0043174500081819
coxref35,Guy,NO,"LAUGHLIN, J; NEWBURN, K; GOLD, RE",PYRETHROID INSECTICIDES AND FORMULATIONS AS FACTORS IN RESIDUES REMAINING IN APPAREL FABRICS AFTER LAUNDERING,BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,,1991,47,355,361,10.1007/BF01702194
coxref36,Guy,NO,"HARVILLE, J; HEE, SSQ","PERMEATION OF A 2,4-D ISOOCTYL ESTER FORMULATION THROUGH NEOPRENE, NITRILE, AND TYVEK PROTECTION MATERIALS",AMERICAN INDUSTRIAL HYGIENE ASSOCIATION JOURNAL,,1989,50,438,446,10.1080/15298668991374949
