STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,VOLUME,LPAGES,UPAGES,DOI,YEAR,ABSTRACT
nagycited21,Guy,NO,"Shi, Liyin; Yan, Weiyao; Sun, Li; Hou, Chaoqun; Wei, Nuo; Chen, Zhiyang; Feng, Jianguo",Preparation and characterization of emamectin benzoate nanocapsules based on the dual role of polydopamine,PEST MANAGEMENT SCIENCE,78,4407,4416,10.1002/ps.7061,2022,"Background Developing pesticide-controlled release formulations with foliage adhesion has become the focus of current research in the field of crop protection. In this study, an excellent adhesive nanocapsule loaded with emamectin benzoate (Eb@PDA) was prepared via emulsion interfacial polymerization based on the self-polymerization ability and adhesion properties of polydopamine (PDA). Results The physicochemical properties of the Eb@PDA were characterized by scanning electron microscopy, transmission electron microscopy, particle size statistics, Fourier transform infrared spectroscopy and X-ray diffraction. The Eb@PDA presented a regular spherical shape, with an average particle size of 163.8 nm. Compared with conventional formulations, it had higher pesticide-loading content (34%) and excellent adhesion onto corn leaf. In addition, Eb@PDA showed sustained-release characteristics, facilitating the release of Eb at low pH and high temperature. Eb@PDA could effectively protect Eb against photodegradation and had a longer effective period for controlling Spodoptera frugiperda and Spodoptera exigua. Furthermore, acute toxicity tests showed that the 50% lethal concentration (LC50) was 80.91 and 57.91 mg kg(-1) at 7 and 14 days, respectively, indicating a lower toxicity of the Eb@PDA to earthworms. The cells (L02) treated with Eb@PDA showed a higher cell viability but a lower apoptosis rate (only 5.75%), demonstrating the lower cytotoxicity of the Eb@PDA. Conclusion The self-prepared Eb@PDA could be used as a formulation with the advantages of slow release, UV shielding, strong leaf adhesion, superior insecticidal properties, sustained effectiveness and biosafety. It will also facilitate the development of an efficient and safe pesticide delivery system. (c) 2022 Society of Chemical Industry."
nagycited22,Guy,NO,"Maldonado-Reina, Antonio Jesus; Lopez-Ruiz, Rosalia; Romero-Gonzalez, Roberto; Vidal, Jose Luis Martinez; Garrido-Frenich, Antonia",Assessment of Co-Formulants in Marketed Plant Protection Products by LC-Q-Orbitrap-MS: Application of a Hybrid Data Treatment Strategy Combining Suspect Screening and Unknown Analysis,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,70,7302,7313,10.1021/acs.jafc.2c01152,2022,"The aim of this study was the determination of co-formulants in 15 different chlorantraniliprole- and difenoconazole-based plant protection products (PPPs) belonging to different formulations. Samples were analyzed by ultrahigh-performance liquid chromatography coupled to Q-Orbitrap high-resolution mass accuracy spectrometry (UHPLC-Q-Orbitrap-MS), operating in full-scan MS and data-dependent acquisition (ddMS(2)) modes. A total of 78 co-formulants were tentatively identified by a combination of suspect screening and unknown analysis. Nine of them were later confirmed by analytical standards. Finally, the analytical method was successfully validated and co-formulants were quantified. Linear alkyl ethoxylates (LAS) were the most common type of co-formulant, followed by sodium alkylbenzene sulfonates. Moreover, sodium dodecyl benzene sulfonate had the highest concentration of any co-formulant (up to 32.33 g/L). In all, an innovative identification of co-formulants in a large number of PPPs is presented, which will give room for future studies delving into the composition of PPPs or determining these co-formulants in environmental or agricultural samples."
nagycited23,Guy,NO,"Moser, Virginia C.; Morris-Schaffer, Keith; Richardson, Jason R.; Li, Abby A.",Glyphosate and neurological outcomes: A systematic literature review of animal studies,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,25,162,209,10.1080/10937404.2022.2083739,2022,"Studies of nervous system effects of glyphosate, a widely used herbicide, have not been critically examined. The aim of this paper was to systematically review glyphosate-induced neurotoxicity literature to determine its usefulness in regulatory decision-making. The review was restricted to mammalian studies of behavior, neuropathology, and neuropharmacology; in vitro and other biochemical studies were considered supplementary information. Glyphosate formulation studies were also considered, despite uncertainties regarding toxicities of the formulated products; no studies used a formulation vehicle as the control. Inclusion criteria were developed a priori to ensure consistent evaluation of studies, and in vivo investigations were also ranked using ToxRTool software to determine reliability. There were 27 in vivo studies (open literature and available regulatory reports), but 11 studies were considered unreliable (mostly due to critical methodological deficiencies). There were only seven acceptable investigations on glyphosate alone. Studies differed in terms of dosing scenarios, experimental designs, test species, and commercial product. Limitations included using only one dose and/or one test time, small sample sizes, limited data presentation, and/or overtly toxic doses. While motor activity was the most consistently affected endpoint (10 of 12 studies), there were considerable differences in outcomes. In six investigations, there were no marked neuropathological changes in the central or peripheral nervous system. Other neurological effects were less consistent, and some outcomes were less convincing due to influences including high variability and small effect sizes. Taken together, these studies do not demonstrate a consistent impact of glyphosate on the structure or function of the mammalian nervous system."
nagycited24,Guy,NO,"Shen, Yike; Zhao, Ercheng; Zhang, Wei; Baccarelli, Andrea A.; Gao, Feng",Predicting pesticide dissipation half-life intervals in plants with machine learning models,JOURNAL OF HAZARDOUS MATERIALS,436,NA,NA,10.1016/j.jhazmat.2022.129177,2022,"Pesticide dissipation half-life in plants is an important factor to assessing environmental fate of pesticides and establishing pre-harvest intervals critical to good agriculture practices. However, empirically measured pesticide dissipation half-lives are highly variable and the accurate prediction with models is challenging. This study utilized a dataset of pesticide dissipation half-lives containing 1363 datapoints, 311 pesticides, 10 plant types, and 4 plant component classes. Novel dissipation half-life intervals were proposed and predicted to account for high variations in empirical data. Four machine learning models (i.e., gradient boosting regression tree [GBRT], random forest [RF], supporting vector classifier [SVC], and logistic regression [LR]) were developed to predict dissipation half-life intervals using extended connectivity fingerprints (ECFP), temperature, plant type, and plant component class as model inputs. GBRT-ECFP had the best model performance with F1-microbinary score of 0.698 +/- 0.010 for the binary classification compared with other machine learning models (e.g., LR-ECFP, F1-micro binary= 0.662 +/- 0.009). Feature importance analysis of molecular structures in the binary classification identified aromatic rings, carbonyl group, organophosphate, =C-H, and N-containing heterocyclic groups as important substructures related to pesticide dissipation half-lives. This study suggests the utility of machine learning models in assessing the environmental fate of pesticides in agricultural crops."
nagycited25,Guy,YES,"Bordin, Eduarda Roberta; Munhoz, Renan Cesar; Panicio, Paloma Pucholobeck; de Freitas, Adriane Martins; Ramsdorf, Wanessa Algarte","Effects of environmentally relevant concentrations of atrazine and glyphosate herbicides, isolated and in mixture, on two generation of the freshwater microcrustacean Daphnia magna",ECOTOXICOLOGY,31,884,896,10.1007/s10646-022-02554-2,2022,"The herbicides atrazine and glyphosate are used worldwide and their excessive usage results in the frequent presence of these pesticides in environmental compartments. We evaluated the effects of environmentally relevant concentrations of analytical standards and commercial formulations of atrazine (2 mu g L-1) and glyphosate (65 mu g L-1), isolated and in mixture (2 + 65 mu g L-1) on the microcrustacean Daphnia magna. Through chronic exposure (21 days) of two generations, we observed effects on survival, reproductive capacity and responses of the antioxidant defense system (catalase) and biotransformation system (glutathione S-transferase). The survival of organisms was affected in the second generation (F1) with a mortality of 17% in the mixture of commercial formulations treatments. In the evaluation of the first generation (F0) we observed only effects on sexual maturation of organisms, while in the F1, changes were observed in all parameters evaluated. A statistical difference (p < 0.05) was also observed between the analytical standards and the commercial formulations for all parameters evaluated, indicating that other components present in the formulations can change the toxicity of products. We suggest that atrazine can modulate toxicity when mixed with glyphosate, as the standard analytical atrazine and mixture of analytical standards results were similar in most parameters. Given the difficulty in estimating effects of mixtures and considering that various stressors are found in the environment, our results support the need to carry out long-term studies and, above all, to verify what are the impacts across generations, so that the toxicity of products is not underestimated.[GRAPHICS]."
nagycited26,Guy,NO,"Ngoc Tuan Nguyen; Van Tam Vo; The Hong Phong Nguyen; Kiefer, Rudolf",Isolation and optimization of a glyphosate-degrading Rhodococcus soli G41 for bioremediation,ARCHIVES OF MICROBIOLOGY,204,NA,NA,10.1007/s00203-022-02875-0,2022,"A widely used herbicide for controlling weeds, glyphosate, is causing environmental pollution. It is necessary to remove it from environment using a cost-effective and eco-friendly method. The aims of this study were to isolate glyphosate-degrading bacteria and to optimize their degradative conditions required for bioremediation. Sixteen bacterial strains were isolated through enrichment and one strain, Rhodococcus soli G41, demonstrated a high removal rate of glyphosate than other strains. Response surface methodology was employed to optimize distinct environmental factors on glyphosate degradation of G41 strain. The optimal conditions for the maximum glyphosate degradation were found to have the NH4Cl concentration of 0.663% and glyphosate concentration of 0.115%, resulting in a maximum degradation of 42.7% after 7 days. Bioremediation analysis showed 47.1% and 40% of glyphosate in unsterile soil and sterile soil was removed by G41 strain after 14 days, respectively. The presence of soxB gene in G41 strain indicates that the glyphosate is degraded via the eco-friendly sarcosine pathway. The results indicated that G41 strain has the potential to serve as an in-situ candidate for bioremediation of glyphosate polluted environments."
nagycited27,Guy,NO,"da Silva Martins, Dayse Carvalho; Resende, Iasmin Tavares; Rocha da Silva, Bruno Jose",Degradation features of pesticides: a review on (metallo)porphyrin-mediated catalytic processes,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,29,42384,42403,10.1007/s11356-022-19737-3,2022,"Pesticides have been used to kill pests such as insects, fungi, rodents, and unwanted plants. Since these compounds are potentially toxic to the target organisms, they could also be harmful to human health and the environment. Several chronic adverse effects have been identified even after months or years of exposure. A few pesticide degradation processes have been studied including adsorption, homogeneous and heterogeneous (photo)catalytic oxidation, and biological methods. Although these methods have been playing a significant part in the pesticide's degradation, there are still gaps in many aspects. Here, we review the catalytic degradation of these pollutants by (metallo)porphyrins. To evaluate the P450 cytochrome's biomimetic behavior of these catalysts, various synthesized porphyrins have been used since 1999 and their activities were summarized in this manuscript. The porphyrins appear to act as good catalysts for the degradation of pesticides; in fact, they also have been shown as a useful tool for the elucidation of their degradation products. Achieving pesticide mineralization without intermediate products is still challenging, although the ability of this kind of catalysts to conduct the formation of some lower toxic products comparing their precursors has been verified."
nagycited28,Guy,NO,"Babu, Arun; Rodriguez-Saona, Cesar; Sial, Ashfaq A.",Comparative Adult Mortality and Relative Attractiveness of Spotted-Wing Drosophila (Diptera: Drosophilidae) to Novel Attract-and-Kill (ACTTRA SWD) Formulations Mixed With Different Insecticides,FRONTIERS IN ECOLOGY AND EVOLUTION,10,NA,NA,10.3389/fevo.2022.846169,2022,"Since its first appearance in California in 2008 and subsequent spread across the continental United States, the spotted-wing drosophila, Drosophila suzukii Matsumura, has become an economically damaging pest of multiple stone and soft-skinned fruits in the United States. The adjuvant ACTTRA SWD, when mixed with a suitable insecticide, constitutes an innovative attract-and-kill tactic that can be applied as a sprayable bait to manage D. suzukii. As an adjuvant, growers can mix ACTTRA SWD with any insecticide recommended for D. suzukii management in a specific crop; however, to achieve this, the efficacy of this adjuvant incorporated with various insecticides needs testing. This research aims to test the suitability of nine insecticides added to two ACTTRA SWD formulations (named OR1 and TD) to maintain the formulation's attractiveness to D. suzukii adults and in resulting mortality. We conducted a series of two-choice bioassays to test the relative attraction of D. suzukii to ACTTRA SWD formulations prepared with and without a specific insecticide. Additionally, we tested the efficacy of ACTTRA SWD formulations mixed with insecticides in managing D. suzukii by using no-choice efficacy bioassays. Adding Mustang Maxx (zeta-cypermethrin) to ACTTRA SWD OR1 significantly improved D. suzukii adult attraction to the formulation, while Azera (azadirachtin + pyrethrins) significantly reduced attraction to both ACTTRA SWD formulations. Among the insecticides tested, we identified Danitol (fenpropathrin), Exirel (cyantraniliprole), Malathion (malathion), Mustang Maxx, and Entrust (spinosad) as suitable insecticide additives for both ACTTRA SWD formulations. The results from this study will assist growers in selecting proper insecticide components when preparing attract-and-kill formulations of the new adjuvant ACTTRA SWD."
nagycited29,Guy,NO,"Liu, Qi; Wang, Zixuan; Mukhamadiev, Abdughaffor; Feng, Jianguo; Gao, Yuan; Zhuansun, Xiangxun; Han, Rui; Chong, Yang; Jafari, Seid Mahdi",Formulation optimization and characterization of carvacrol-loaded nanoemulsions: In vitro antibacterial activity/mechanism and safety evaluation,INDUSTRIAL CROPS AND PRODUCTS,181,NA,NA,10.1016/j.indcrop.2022.114816,2022,"Practical application of carvacrol in different fields including foods and biopesticides is limited because of its instability and water insolubility. To overcome these problems, carvacrol can be loaded into nanoemulsions. In this study, carvacrol-loaded nanoemulsions (CNs) were formulated and characterized, and the most suitable emulsifier was selected. The optimized formula of CNs by Box-Behnken design was: carvacrol 5%, emulsifier (Tween-80) at 8% and the shearing time of 7 min. The antibacterial activity of this optimum formulation of CNs was evaluated by the measurement of inhibition zone diameter, minimum inhibitory concentration, and mini-mum bactericidal concentration. The antibacterial mechanism of CNs was also studied by scanning electron microscopy, reactive oxygen species, malondialdehyde, and intracellular lysate leakage. CNs damaged the structure of bacterial cells and the permeability of bacterial cell membrane, resulting in the leakage of cellular contents from bacteria. Also, at the same concentration, CNs had a higher cell survival rate and less apoptosis compared with commercial carvacrol aqueous solution; therefore, CNs had a higher biological safety. The final formulation solved the volatility and instability of carvacrol during use, along with providing a new technology for preparing CNs with a long-term stability and good antibacterial activity."
nagycited30,Guy,NO,"Da Silva, Ana Paula; Morais, Elizete Rodrigues; Oliveira, Elton Celton; Ghisi, Nedia de Castilhos","Does exposure to environmental 2,4-dichlorophenoxyacetic acid concentrations increase mortality rate in animals? A meta-analytic review",ENVIRONMENTAL POLLUTION,303,NA,NA,10.1016/j.envpol.2022.119179,2022,"The 2,4-dichlorophenoxyacetic acid (2,4-D) is an auxinic herbicide widely used in agriculture that is effective in controlling weeds. It is directly applied to the soil, to ponds or sprayed onto crops; thus, it can progressively accumulate in environmental compartments and affect non-target organisms. The aim of the present meta-analytic review is to investigate the toxic effects of 2,4-D, based on a compilation of results from different studies, which were synthesized to form a statistically reliable conclusion about the lethal effect of potentially ecological concentrations of 2,4-D in several animal species. The search was carried out in the Web of Science and Scopus databases. After the selection process was over, 87 datasets were generated and analyzed. The overall effect has indicated significant increase in the mortality rate recorded for animals exposed to environmental concentrations of 2,4-D compared to the control in the experiment (unexposed animals). The segregation of animals into taxonomic categories has shown that fish and birds presented higher mortality rates after exposure to the investigated substance. The present meta-analysis indicated larval and adult animals were susceptible among the ontogenetic development stages. Juvenile individuals exposed to different 2,4-D concentrations did not show significant difference in comparison to the control. Organisms exposed to 2,4-D immersion were the most impacted compared to those exposed by oral, spray and contact. Animals subjected to commercial formulation presented higher mortality rate than the analytical standard. Thus, 2,4-D can, in fact, increase mortality rate in animals, but it depends on species sensitivity, life stage and exposure route. This is the first meta-analytical study evaluating the mortality rate after 2,4-D exposure in several animal species."
nagycited31,Guy,NO,"Boiral, Olivier; Brotherton, Marie-Christine; Talbot, David; Guillaumie, Laurence",Managing sustainability-related stigmatization through neutralization techniques: The case of a public hearing on pesticide use,JOURNAL OF CLEANER PRODUCTION,347,NA,NA,10.1016/j.jclepro.2022.131315,2022,"The objective of this article is to analyze the neutralization techniques that organizations involved in the pro-motion and use of pesticides use in order to respond to the sustainability-related stigma they face. This study is based on a qualitative content analysis of 77 briefs submitted to a public hearing organized by the National Assembly of Quebec (Canada) on pesticide use, which led to 30 testimonies from stakeholders that either oppose or defend the use of pesticides. This study highlights the sustainability-related stigma faced by organizations vilified because of the environmental, health and ethical issues raised at the hearing. The results also show the impression management strategies and neutralization techniques used by these organizations to respond to the stigma. These techniques are essentially based on neutralizing the stigma (denial, claims of victimhood, defense of social justice and rural traditions) and on the exemplification of existing practices (sustainability stewardship, promotion of science and progress, fight against common enemies). The article contributes to the literature on organizational stigma and on neutralization techniques by proposing an integrative model illustrating the main strategies used by companies to defend the legitimacy of controversial activities. The practical implications of the study and avenues for future research are also discussed."
nagycited32,Guy,NO,"Straw, Edward A. A.; Thompson, Linzi J. J.; Leadbeater, Ellouise; Brown, Mark J. F.","'Inert' ingredients are understudied, potentially dangerous to bees and deserve more research attention",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,289,NA,NA,10.1098/rspb.2021.2353,2022,"Agrochemical formulations are composed of two broad groups of chemicals: active ingredients, which confer pest control action, and 'inert' ingredients, which facilitate the action of the active ingredient. Most research into the effects of agrochemicals focusses on the effects of active ingredients. This reflects the assumption that 'inert' ingredients are non-toxic. A review of relevant research shows that for bees, this assumption is without empirical foundation. After conducting a systematic literature search, we found just 19 studies that tested the effects of 'inert' ingredients on bee health. In these studies, 'inert' ingredients were found to cause mortality in bees through multiple exposure routes, act synergistically with other stressors and cause colony level effects. This lack of research is compounded by a lack of diversity in study organism used. We argue that 'inert' ingredients have distinct, and poorly understood, ecological persistency profiles and toxicities, making research into their individual effects necessary. We highlight the lack of mitigation in place to protect bees from 'inert' ingredients and argue that research efforts should be redistributed to address the knowledge gap identified here. If so-called 'inert' ingredients are, in fact, detrimental to bee health, their potential role in widespread bee declines needs urgent assessment."
nagycited33,Guy,NO,"Krimsky, Sheldon",Glyphosate-Based Herbicides and Public Health: Making Sense of the Science,JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS,35,NA,NA,10.1007/s10806-021-09874-z,2022,"The controversy over glyphosate-based herbicides (GBHs), where there is extreme divergences in health and environmental assessments, is rooted in several methodological and normative factors. Foremost among them are the differences found in testing pure glyphosate compared to the testing of glyphosate formulations. The adjuvant chemicals found in formulations can be more toxic than the so-called active ingredient. Other factors can also account for why scientists reach different conclusions on the toxicological effects of GBH including the preconceptions and methodological choices they bring into the study. Lack of consensus on the science can be problematic for policymakers. The paper argues that the toxicological science behind the GBH assessments is embedded in a normative substratum, which must be considered in policy decisions."
nagycited34,Guy,NO,"Boiral, Olivier; Brotherton, Marie-Christine; Talbot, David; Guillaumie, Laurence",Legitimizing unsustainable practices: The institutional logics of pro-pesticide organizations,BUSINESS STRATEGY AND THE ENVIRONMENT,31,2284,2298,10.1002/bse.3021,2022,"The objective of this study is to analyze the institutional logics underlying pesticide use and the resistance displayed by organizations in this sector against social pressures to reduce the use of these substances. This in-depth study of a public hearing on pesticides set up by the National Assembly of Quebec (Canada) in 2019 shows the often very strong positions held by the relevant stakeholders and how they legitimize their positions. The qualitative content analysis of 77 briefs and 30 testimonies highlights five main institutional logics that contribute to the institutionalization of pesticide use despite the strong opposition it generates: the economic and strategic logic, the regulatory and administrative logic, the tailored advice and support logic, the research and innovation logic, and the traditional, rural and pragmatic logic. These logics show how the objectives, belief systems, and practices shared by pro-pesticide organizations can hold sway, including over public bodies that are a priori independent but tend to play a buffering and facilitating role in the use of these controversial products. This article contributes to the literature on institutional logics and corporate sustainability by showing how some of these logics can contribute to the continuation of unsustainable practices over time. The article also contributes to the often highly technical literature on the use and impacts of pesticides by proposing an institutional approach that provides an overall picture of the positions of several interdependent organizations and how their underlying belief systems influence practices. Practical implications and avenues for future research are also discussed."
nagycited35,Guy,NO,"Singh, Gurwinder; Ramadass, Kavitha; Sooriyakumar, Prasanthi; Hettithanthri, Oshadi; Vithange, Meththika; Bolan, Nanthi; Tavakkoli, Ehsan; Van Zwieten, Lukas; Vinu, Ajayan",Nanoporous materials for pesticide formulation and delivery in the agricultural sector,JOURNAL OF CONTROLLED RELEASE,343,187,206,10.1016/j.jconrel.2022.01.036,2022,"One of the key focuses of the agricultural industry for preventing the decline in crop yields due to pests is to develop effective, safe, green, and sustainable pesticide formulation. A key objective of industry is to deliver active ingredients (AIs) that have minimal off site migration and non-target activity. Nanoporous materials have received significant attention internationally for the efficient loading and controlled, targeted delivery of pesticides. This is largely made possible due to their textural features including high surface area, large pore-volume, and tunable pore size. Additionally, the easier manipulation of their surface chemistry and stability in different environments are added advantages. The unique features of these materials allow them to address the solubility of the active ingredients, their efficient loading onto the porous channels, and slow and controlled delivery over time. One of their major advantages is the wide range of materials that could be suitably designed via different approaches to either adsorb, encapsulate, or entrap the active ingredient. This review is a timely presentation of recent progress made in nanoporous materials and discusses critical aspects of pesticide formulation and delivery."
nagycited36,Guy,NO,"Farkas, Anna; Somogyvari, David; Kovacs, Attila W.; Mortl, Maria; Szekacs, Andras; Gyori, Janos",Physiological and metabolic alterations induced by commercial neonicotinoid formulations in Daphnia magna,ECOTOXICOLOGY,31,415,424,10.1007/s10646-022-02520-y,2022,"Neonicotinoid insecticides are widely used agents in agriculture to control a broad range of insect pests. Although use of neonicotinoid pesticides has resulted in the widespread contamination of surface waters, sublethal toxicity data of these products in relation to non-target aquatic biota are still poor. Therefore, the objective of this study was to assess the effects of two neonicotinoid pesticides with widespread use on the basic physiological functions: the thoracic limb activity and heart rate of Daphnia magna, and to screen for their potential to affect the cytochrome P450 monooxygenase system (ECOD activity) of daphnids. The considered pesticides were the acetamiprid- and thiacloprid based products Mospilan 20 SG and Calypso 480 SC, respectively. The dose-dependent variation in the three biological endpoints considered were assessed following 24 h exposures. The two neonicotinoid formulations elicited significant depression on the thoracic limb activity and heart rate of daphnids at doses close to the immobility thresholds of formulations (48h-EC50: Mospilan 20 SG = 190 mg L-1; Calypso 480 SC = 120 mg L-1), an effect mainly attributable to the overall drop in the general health status of the organisms. The alterations in the physiological traits were significant at exposures to 190 mg L-1 for Mospilan 20 SG and 48 mg L-1 for Calypso 480 SC. The dose related variation in the ECOD activity of daphnids exposed to the selected neonicotinoid formulations followed a biphasic pattern, with starting effective doses for Mospilan 20 SG of 6.3 mg L-1 (=1/20 of 48h-EC50 for Daphnia neonates), and for Calypso 480 SC of 0.034 mg L-1 (=1/4000 of 48h-EC50). Maximal ECOD activity (2.2 fold increase vs. controls) was induced by Mospilan 20 SG in daphnids exposed to 114 mg L-1 product (=48 h-EC20), and by Calypso 480 SC (1.8 fold increase) at 5.2 mg L-1 dose (=1/20 of 48 h-EC50). Our results outlined significant alterations in the physiological traits and ECOD activity in exposed daphnids at concentrations below the immobility thresholds (48 h-EC50) of the products used as benchmarks to rate their toxicity risks to aquatic biota. Therefore, we think our findings might deserve consideration in the environmental risk evaluation of these products."
nagycited37,Guy,NO,"Jablonski, Camilo Alexandre; Brandao Pereira, Talita Carneiro; Teodoro, Lilian De Souza; Altenhofen, Stefani; Rubensam, Gabriel; Bonan, Carla Denise; Bogo, Mauricio Reis",Acute toxicity of methomyl commercial formulation induces morphological and behavioral changes in larval zebrafish (Danio rerio),NEUROTOXICOLOGY AND TERATOLOGY,89,NA,NA,10.1016/j.ntt.2021.107058,2022,"The use of pesticides has continue grown over recent years, leading to several environmental and health concerns, such as the contamination of surface and groundwater resources and associated biota, potentially affecting populations that are not primary targets of these complex chemical mixtures. In this work, we investigate lethal and sublethal effects of acute exposure of methomyl commercial formulation in zebrafish embryo and larvae. Methomyl is a broad-spectrum carbamate insecticide and acaricide that acts primarily in acetylcholinesterase inhibition (AChE). Methomyl formulation 96 h-LC50 was determined through the Fish Embryo Acute Toxicity Test (FET) and resulted in 1.2 g/L +/- 0.04. Sublethal 6-day exposure was performed in six methomyl formulation concentrations (0.5; 1.0; 2.2; 4.8; 10.6; 23.3 mg/L) to evaluate developmental, physiological, morphological, behavioral, biochemical, and molecular endpoints of zebrafish early-development. Methomyl affected embryo hatching and larva morphology and behavior, especially in higher concentrations; resulting in smaller body and eyes size, failure in swimming bladder inflation, hypolocomotor activity, and concentration-dependent reduction of AChE activity; demonstrating methomyl strong acute toxicity and neurotoxic effect."
nagycited38,Guy,NO,"Yang, Fangwei; Cui, Yiwen; Yu, Hang; Guo, Yahui; Cheng, Yuliang; Yao, Weirong; Xie, Yunfei",Identifying potential thyroid hormone disrupting effects among diphenyl ether structure pesticides and their metabolites in silico,CHEMOSPHERE,288,NA,NA,10.1016/j.chemosphere.2021.132575,2022,"The environmental and dietary pesticide exposures can cause thyroid hormones (THs) disorders, which are associated with the high incidence of thyroid diseases worldwide. The structures of diphenyl ether pesticides and their metabolites are very similar to the structure of THs. Based on this, in silico molecular simulation approaches were used to predict, screen, evaluate and identify the binding interactions of 98 diphenyl ether structure pesticides and their metabolites (DEPMs) with 10 THs related proteins in the study. The research results indicated that these DEPMs such as fluoroglycofen (FOG), rafoxanide, diclofop, ethoxyfen and difenopenten were considered to have the greater potentials to interfere with the related proteins of THs biosynthesis, blood transport, receptor binding and metabolism. And FOG can interact with thyroid hormone receptor beta (TR beta) to form non-bond interactions. Furthermore, the results of molecular dynamics simulations showed that there were strong and stable interactions between FOG and TR beta. These results suggested that the herbicide FOG was likely to disturb THs nuclear receptor. And benzene rings and hydrophobic groups might be the characteristic chemical functional groups for DEPMs to disrupt TR beta. The relevant results of this study can be used to provide references for environmental toxicology evaluation, food safety risk assessment, and formulation and revision of pesticides and their metabolites residue limits in agricultural products and food."
nagycited39,Guy,NO,"Mosallanejad, Hadi; Broomand, Asghar","Residual effects of Spray Adjuvant, Scorch (R), on efficacy of Methoxyfenozide (SC 24%) and Spinosad (SC 24%) against the European Grapevine Moth, Lobesia botrana",Pesticide Research Journal,33,111,119,10.5958/2249-524X.2021.00045.7,2021,"The results of field trials conducted to evaluate the influence of an adjuvant, Scorch (R), on the field efficacy of methoxyfenozide (SC24%) and spinosad (SC24%) against Lobesia botrana in Iran, are reported. Efficacy was evaluated 1 d after treatment (DAT) and then at 7d interval until 21 DAT. Scorch (R) was able to improve the efficacy of both the insecticides against L. botrana at all DAT intervals. The higher efficacy was supported by the lower values of the surface tension and the contact angle parameters of the spray solutions. By reducing the insecticides application rates by 20 per cent and adding adjuvant in the spraying liquid, the control efficiency was very similar to that of the treatment with the recommended rates. The results underscore the importance of adjuvants to improve the field efficacy of insecticides against L. botrana."
nagycited40,Guy,NO,"Masri, Shahir; Miller, Claudia S.; Palmer, Raymond F.; Ashford, Nicholas","Toxicant-induced loss of tolerance for chemicals, foods, and drugs: assessing patterns of exposure behind a global phenomenon",ENVIRONMENTAL SCIENCES EUROPE,33,NA,NA,10.1186/s12302-021-00504-z,2021,"Background Despite 15-36% of the U.S. population reporting Chemical Intolerances (CI) or sensitivity, the condition has been overlooked in medicine and public health. CI is characterized by multisystem symptoms and new-onset intolerances that develop in a subset of individuals following a major chemical exposure event or repeated low-level exposures. While Toxicant-Induced Loss of Tolerance (TILT) is a two-stage disease mechanism proposed to explain CI, less is known about the exposures that initiate the disease, than about the intolerances that have been documented. Methods We reviewed eight major exposure events that preceded onset of chemical intolerance in groups of individuals sharing the same exposure. Our goal was to identify the chemicals and/or groups of chemicals that were most pervasive during each exposure event as well as identify the concentrations of key chemicals involved in each exposure event and the proportions of exposed individuals who ultimately developed TILT following exposure. Case studies we selected for review included (1) workers at U.S. Environmental Protection Agency (EPA) headquarters during renovations; (2) Gulf War veterans; (3) pesticide exposure among casino workers; (4) exposure to aircraft oil fumes; (5) the World Trade Center tragedy; (6) surgical implants; (7) moldy environments; and (8) tunnel workers exposed to solvents. Results Mixed volatile and semi-volatile organic compounds (VOCs and SVOCs), followed by pesticides and combustion products were most prevalent across TILT initiation events. As a broader category, synthetic organic chemicals and their combustion products were the primary exposures associated with chemical intolerance. Such chemicals included pesticides, peroxides, nerve agents, anti-nerve agent drugs, lubricants and additives, xylene, benzene, and acetone. Conclusion A select group of exposures were predominant in several major initiating events, suggesting their potential role in TILT initiation. Such insights are useful to public health scientists, physicians, and policymakers seeking to minimize harmful exposures and prevent future disease."
