STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,VOLUME,LPAGES,UPAGES,DOI,YEAR,ABSTRACT
coxcited89,Guy,NO,"Lugowska, Katarzyna",The effects of Roundup on gametes and early development of common carp (Cyprinus carpio L),FISH PHYSIOLOGY AND BIOCHEMISTRY,44,1109,1117,10.1007/s10695-018-0498-9,2018,"To determine the effects of Roundup, a commercial formulation of glyphosate, gametes, and embryos of common carp (Cyprinus carpio L) was exposed to wide range of herbicide concentrations (0.0, 0.1, 0.5, 2.0, 5.0, 10.0, 20.0, and 50.0 mg/l). The obtained results showed different effects of Roundup on common carp gametes. Herbicide reduced swelling of eggs (but the effect was not concentration-related), while sperm showed low sensitivity to Roundup (time of spermatozoa motility was reduced in a significant way only at 20 mg/l, and at remaining concentrations, only a slight tendency was observed). During the embryonic development, Roundup caused a decrease of common carp embryonic survival (and the effect was concentration-related); however, it had no effect on development rate. During the embryogenesis, three types of embryo body malformation were observed: yolk sac edema, spine curvature, and shortening of body, but their frequencies were not associated with the presence or concentration of herbicide. However, Roundup affected quality of newly hatched larvae of common carp by increasing their mortality. No effect of herbicide on percentage of deformed larvae was observed but larvae hatched in water with Roundup tended to show more complex anomalies compared to those from the control. Obtained data showed that even low concentrations of this herbicide in waters can significantly reduce egg swelling, survival of embryos, and quality of fish larvae."
coxcited90,Guy,YES,"Zeljezic, Davor; Zunec, Suzana; Bjelis, Marija; Benkovic, Vesna; Mladinic, Marin; Tariba, Blanka Lovakovic; Pavicic, Ivan; Cermak, Ana Marija Marjanovic; Kasuba, Vilena; Milic, Mirta; Pizent, Alica; Vrdoljak, Ana Lucic; Kopjar, Nevenka",Effects of the chloro-s-triazine herbicide terbuthylazine on DNA integrity in human and mouse cells,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,25,19065,19081,10.1007/s11356-018-2046-7,2018,"Terbuthylazine belongs to the chloro-s-triazine group of herbicides and acts primarily as a photosynthesis inhibitor. The mechanisms of action related to its exposure, relevant both in animals and humans, are still insufficiently investigated. This comprehensive study focused on the outcomes of terbuthylazine exposure at cell level in vitro, and a mice model in vivo. Experiments in vitro were conducted on whole human peripheral blood, isolated lymphocytes, and HepG2 cells exposed for 4 h to terbuthylazine at 8.00, 0.80, and 0.58 ng/mL, which is comparable with current reference values set by the European Commission in 2011. Terbuthylazine cytotoxicity was evaluated using dual fluorescent staining with ethidium bromide and acridine orange on lymphocytes, and CCK-8 colorimetric assay on HepG2 cells. The levels of DNA damage were measured using alkaline and hOGG1-modified comet assays. The potency of terbuthlyazine regarding induction of oxidative stress in vitro was studied using a battery of standard oxidative stress biomarkers. The in vivo experiment was conducted on Swiss albino mice exposed to terbuthlyazine in the form of an active substance and its formulated commercial product Radazin TZ-50 at a daily dose of 0.0035 mg/kg bw for 14 days. Following exposure, the DNA damage levels in leukocytes, bone marrow, liver, and kidney cells of the treated mice were measured using an alkaline comet assay. In vitro results suggested low terbuthylazine cytotoxicity in non-target cells. The highest tested concentration (8.00 ng/mL) reduced lymphocyte viability by 15%, mostly due to apoptosis, while cytotoxic effects in HepG2 cells at the same concentration were negligible. Acute in vitro exposure of human lymphocytes and HepG2 cells to terbuthylazine resulted in low-level DNA instability, as detected by the alkaline comet assay. Further characterization of the mechanisms behind the DNA damage obtained using the hOGG1-modified comet assay indicated that oxidative DNA damage did not prevail in the overall damage. This was further confirmed by the measured levels of oxidative stress markers, which were mostly comparable to control. Results obtained in mice indicate that both the active substance and formulated commercial product of terbuthylazine produced DNA instability in all of the studied cell types. We found that DNA in liver and kidney cells was more prone to direct toxic effects of the parent compound and its metabolites than DNA in leukocytes and bone marrow cells. The overall findings suggest the formation of reactive terbuthylazine metabolites capable of inducing DNA cross-links, which hinder DNA migration. These effects were most pronounced in liver cells in vivo and HepG2 cells in vitro. To provide a more accurate explanation of the observed effects, additional research is needed. Nevertheless, the present study provides evidence that terbuthylazine at concentrations comparable with current reference values possesses toxicological risk because it caused low-level DNA instability, both at cellular and animal organism level, which should be further established in forthcoming studies."
coxcited91,Guy,NO,"Beloti, V. H.; Alves, G. R.; Moral, R. A.; Demetrio, C. G. B.; Yamamoto, P. T.",Acute Toxicity of Fresh and Aged Residues of Pesticides to the Parasitoid Tamarixia radiata and to the HLB-Bacteria Vector Diaphorina citri,NEOTROPICAL ENTOMOLOGY,47,403,411,10.1007/s13744-017-0575-2,2018,"One method for controlling the Asian citrus psyllid (ACP) Diaphorina citri Kuwayama, the vector of the putative causal agent of Huanglongbing, uses the parasitoid Tamarixia radiata (Waterston). However, the general intensive use of insecticides has reduced the numbers of this parasitoid. This study evaluated the effect of the residual action of 24 insecticides on T. radiata and also determined the differential toxicity of insecticides to D. citri and T. radiata, using three bioassays. In the first, when adults of the parasitoid were exposed to residues of the 24 insecticides, ten were considered short-life (class 1), six slightly persistent (class 2), five moderately persistent (class 3), and three insecticides were considered persistent (class 4), under the IOBC/WPRS classification system. The second bioassay evaluated the sublethal concentrations of the persistent insecticides (formetanate, dimethoate, spinosad). Increasing the concentrations of the insecticides increased the number that were classified as persistent. In the third bioassay, evaluation of the differential toxicity of eight insecticides to the ACP and the parasitoid showed that chlorpyrifos and bifenthrin were more harmful to T. radiata. Therefore, these two insecticides are not recommended for application at the time of parasitoid release. Cypermethrin, imidacloprid, and dimethoate caused higher mortality of D. citri and are most often recommended in IPM programs. The choice of an insecticide for the control of citrus pests must be made with care, aiming to preserve the natural enemies in the ecosystem, and thereby contribute to the success of biological control."
coxcited92,Guy,YES,"van de Merwe, Jason P.; Neale, Peta A.; Melvin, Steven D.; Leusch, Frederic D. L.",In vitro bioassays reveal that additives are significant contributors to the toxicity of commercial household pesticides,AQUATIC TOXICOLOGY,199,263,268,10.1016/j.aquatox.2018.03.033,2018,"Pesticides commonly used around households can contain additives of unknown concentrations and toxicity. Given the likelihood of these chemicals washing into urban waterways, it is important to understand the effects that these additives may have on aquatic organisms. The aim of this study was to compare the toxicity of commercially available household pesticides to that of the active ingredient(s) alone. The toxicity of five household pesticides (three herbicides and two insecticides) was investigated using a bacterial cytotoxicity bioassay and an algal photosynthesis bioassay. The commercial products were up to an order of magnitude more toxic than the active ingredient(s) alone. In addition, two commercial products with the same listed active ingredients in the same ratio had a 600 x difference in potency. These results clearly demonstrate that additives in commercial formulations are significant contributors to the toxicity of household pesticides. The toxicity of pesticides in aquatic systems is therefore likely underestimated by conventional chemical monitoring and risk assessment when only the active ingredients are considered. Regulators and customers should require more clarity from pesticide manufacturers about the nature and concentrations of not only the active ingredients, but also additives used in commercial formulations. In addition, monitoring programmes and chemical risk assessments schemes should develop a structured approach to assessing the toxic effects of commercial formulations, including additives, rather than simply those of the listed active ingredients."
coxcited93,Guy,NO,"de Arcaute, C. Ruiz; Soloneski, S.; Larramendy, M. L.","Synergism of mixtures of dicamba and 2,4-dichlorophenoxyacetic acid herbicide formulations on the neotropical fish &ITCnesterodon decemmaculatus&IT (Pisces, Poeciliidae)",ENVIRONMENTAL POLLUTION,236,33,39,10.1016/j.envpol.2018.01.049,2018,"Dicamba (DIC) and 2,4-dichlorophenoxyacetic acid (2,4-D) are two of the most applied auxinic herbicides worldwide, both individually and as part of a mixture. However, the toxicity and interactions achieved when applied as a mixture have not yet been characterised. The equitoxic and non-equitoxic acute toxicity exerted by binary mixtures of Banvel (R) (57.71% DIC) and DMA (R) (58.4% 2,4-D) on the Neotropical fish Cnesterodon decemmaculatus were evaluated. Results revealed mean values of 1.02 (range, 0.96-1.08) for the toxic unit (TO) that induced 50% mortality (TU50 (96h)) to the fish exposed to binary equitoxic mixtures of the commercial formulations Banvel (R)-DMA (R). These results suggest that the mixture is nearly concentration additive. Furthermore, results demonstrated the occurrence of synergistic interaction when non-equitoxic combinations of Banvel (R)-or DMA (R)-formulated herbicides were assayed. In this context and regardless of their concentrations, either Banvel (R) - or DMA (R)-induced toxicity were synergised by the presence of the counterpart within mixtures. The present study represents the first evidence of the lethality exerted by mixtures of two auxinic herbicides-namely, DIC and 2,4-D-reported to date for fish and other biotic matrices. When C. decemmaculatus is used as the target organism, a synergistic pattern is observed following exposure to a mixture of both herbicides. (C) 2018 Elsevier Ltd. All rights reserved."
coxcited94,Guy,YES,"Mansano, Adrislaine S.; Moreira, Raquel A.; Dornfeld, Hugo C.; Diniz, Lia G. R.; Vieira, Eny M.; Daam, Michiel A.; Rocha, Odete; Seleghim, Mirna H. R.",Acute and chronic toxicity of diuron and carbofuran to the neotropical cladoceran Ceriodaphnia silvestrii,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,25,13335,13346,10.1007/s11356-016-8274-9,2018,"In order to contribute to the increase of the body of knowledge on the sensitivity of tropical indigenous species to pesticides, acute and chronic toxicity tests were conducted with the neotropical cladoceran Ceriodaphnia silvestrii. Tests were carried out with the active ingredients diuron and carbofuran and one of their commercial formulations, the Dittman Nortox (R) 500 SC and the Furadan (R) 350 SC, respectively. For carbofuran, the active ingredient was more toxic than the commercial product, whereas for diuron, the commercial product appeared more toxic. In addition, hormetic effects on fertility were recorded for intermediate diuron concentrations. Acute and chronic toxicity data indicated that C. silvestrii was among the most sensitive invertebrate species for both test compounds. Based on concentrations measured in Brazilian water bodies, these compounds represent ecological risks for causing direct and indirect toxic effects on C. silvestrii and other aquatic organisms. Our results support previous claims on the advantages of using native species to better tune ecological risk assessment of chemicals in tropical ecosystems."
coxcited95,Guy,NO,"Allgeier, Stefanie; Frombold, Bianca; Mingo, Valentin; Bruehl, Carsten A.",European common frog Rana temporaria (Anura: Ranidae) larvae show subcellular responses under field-relevant Bacillus thuringiensis var. israelensis (Bti) exposure levels,ENVIRONMENTAL RESEARCH,162,271,279,10.1016/j.envres.2018.01.010,2018,"Bacillus thuringiensis var. israelensis (Bti) is presumed to be an environmental friendly agent for the use in either health-related mosquito control or the reduction of nuisance associated with mosquitoes from seasonal wetlands. Amphibians inhabiting these valuable wetlands may be exposed to Bti products several times during their breeding season. Up until now, information regarding effects on the non-targeted group of amphibians has to be considered rather inconsistent. On this account, we evaluated how three repeated exposures to frequently used Bti formulations (VectoBac(center dot)12AS, VectoBac(center dot)WG) in field-relevant rates affect European common frog (Rana temporaria) larvae. In a laboratory approach, we assessed potential effects with regard to enzymatic biomarkers (glutathione-S-transferase (GST), glutathione reductase (GR), acetylcholine esterase (AChE)), development, body condition and survival until the end of metamorphosis. Although survival and time to metamorphosis were not significantly affected, larval development tended to be shortened in the Bti treated water phase. Furthermore, exposure to Bti induced significant increases of GST (37-550%), GR (5-140%) and AChE (38-137%) irrespectively of the applied formulation, indicating detoxification, antioxidant responses as well as an alteration of neuronal activity. GST activity increased twice as much after two repeatedly executed Bti applications within a time period of 6 days. The examination of several biochemical markers is needed to fully evaluate the ecotoxicological risk of Bti for amphibian populations, especially in the context of worldwide amphibian declines. Nevertheless, following the precautionary principle, it may be advisable to implement certain thresholds for application numbers and intervals in order to ensure environmentally friendly mosquito control programs, especially in areas designated for nature conservation."
coxcited96,Guy,NO,"Shu, Benshui; Zhang, Jingjing; Cui, Gaofeng; Sun, Ranran; Yi, Xin; Zhong, Guohua",Azadirachtin Affects the Growth of Spodoptera litura Fabricius by Inducing Apoptosis in Larval Midgut,FRONTIERS IN PHYSIOLOGY,9,,,10.3389/fphys.2018.00137,2018,"Azadirachtin, the environmentally friendly botanical pesticide, has been used as an antifeedant and pest growth regulator in integrated pest management for decades. It has shown strong biological activity against Spodoptera litura, but the mechanism of toxicity remains unclear. The present study showed that azadirachtin inhibited the growth of S. litura larvae, which was resulted by structure destroy and size inhibition of the midgut. Digital gene expression (DGE) analysis of midgut suggested that azadirachtin regulated the transcriptional level of multiple unigenes involved in mitogen-activated protein kinase (MAPK) and calcium apoptotic signaling pathways. Simultaneously, the expression patterns of some differentially expressed unigenes were verified by quantitative real time-PCR (qRT-PCR). In addition, the enhanced terminal deoxynucleotidyl transferase biotin-dUTP nick end labeling (TUNEL) staining, the increased expression of caspase family members and apoptosis-binding motif 1 (IBM1) on both gene and protein level and the release of cytochrome c from mitochondria to cytoplasm were induced in midgut after azadirachtin treatment. These results demonstrated that azadirachtin induced structural alteration in S. litura larval midgut by apoptosis activation. These alterations may affect the digestion and absorption of nutrients and eventually lead to the growth inhibition of larvae."
coxcited97,Guy,YES,"Zahn, E.; Wolfrum, J.; Knebel, C.; Heise, T.; Weiss, F.; Poetz, O.; Marx-Stoelting, P.; Rieke, S.",Mixture effects of two plant protection products in liver cell lines,FOOD AND CHEMICAL TOXICOLOGY,112,299,309,10.1016/j.fct.2017.12.067,2018,"Pesticide products contain one or more active substances as well as adjuvants, which are added for example as solvents or antioxidants. Nevertheless, only the active substances are evaluated with a comprehensive battery of mammalian toxicity tests. However, in some cases mixture effects of active substances and adjuvants may occur, leading to increased toxicity of the products.To address this issue, we investigated effects of active substances with known hepatotoxicity and two commonly used fungicides: Priori Xtra (R) and Adexar (R). For this purpose, respective active substances individually and in combination as well as the products were applied to two human hepatoma cell lines (HepaRG and HepG2) in a broad dose range. The results of cytotoxicity analysis, nuclear receptor transactivation (AhR, CAR, PXR), mRNA and protein expression of xenobiotic metabolizing enzymes (CYP1A1, CYP2B6 and CYP3A4) allow the conclusion that active substances and plant protection products differ in terms of their in vitro toxicity. The products activate AhR, while the individual active substances as well as the combination of the active substances have no or only minor effects.The present results support the hypothesis that plant protection products may have a modified toxicity as compared to active substances alone, consequently requiring more comprehensive testing."
coxcited98,Guy,NO,"Mesnage, Robin; Antoniou, Michael N.",Ignoring Adjuvant Toxicity Falsifies the Safety Profile of Commercial Pesticides,FRONTIERS IN PUBLIC HEALTH,5,,,10.3389/fpubh.2017.00361,2018,"Commercial formulations of pesticides are invariably not single ingredients. Instead they are cocktails of chemicals, composed of a designated pesticidal active principle and other ingredients, with the latter collectively also known as adjuvants. These include surfactants, antifoaming agents, dyes, etc. Some adjuvants are added to influence the absorption and stability of the active principle and thus promote its pesticidal action. Currently, the health risk assessment of pesticides in the European Union and in the United States focuses almost exclusively on the stated active principle. Nonetheless, adjuvants can also be toxic in their own right with numerous negative health effects having been reported in humans and on the environment. Despite the known toxicity of adjuvants, they are regulated differently from active principles, with their toxic effects being generally ignored. Adjuvants are not subject to an acceptable daily intake, and they are not included in the health risk assessment of dietary exposures to pesticide residues. Here, we illustrate this gap in risk assessment by reference to glyphosate, the most used pesticide active ingredient. We also investigate the case of neonicotinoid insecticides, which are strongly suspected to be involved in bee and bumblebee colony collapse disorder. Authors of studies sometimes use the name of the active principle (for example glyphosate) when they are testing a commercial formulation containing multiple (active principle plus adjuvant) ingredients. This results in confusion in the scientific literature and within regulatory circles and leads to a misrepresentation of the safety profile of commercial pesticides. Urgent action is needed to lift the veil on the presence of adjuvants in food and human bodily fluids, as well as in the environment (such as in air, water, and soil) and to characterize their toxicological properties. This must be accompanied by regulatory precautionary measures to protect the environment and general human population from some toxic adjuvants that are currently missing from risk assessments."
coxcited99,Guy,NO,"Jusaitis, Manfred",Herbicidal control of bridal creeper (Asparagus asparagoides) in an ecologically sensitive environment,PACIFIC CONSERVATION BIOLOGY,24,3,11,10.1071/PC17010,2018,"Asparagus asparagoides (bridal creeper) is a highly invasive noxious environmental weed in southern Australia. It poses a severe threat to biodiversity and conservation in temperate natural ecosystems. Pterostylis arenicola, a threatened terrestrial orchid endemic to South Australia, is directly imperilled by this weed in most of its remnant populations. The coincident growth phenologies of orchid and weed make for an ecologically sensitive environment when considering methods of weed control or eradication. To minimise impact on the orchid and its ecosystem, this paper examines the efficacy of herbicide application for A. asparagoides control using the weed wiping technique, comparing it to the conventional spray application method. The most prolonged control of A. asparagoides was achieved after a single wipe-application of 1.5 g a.i. (active ingredient) L-1 metsulfuron methyl, either alone or in combination with 120 g a.i. L-1 glyphosate, both treatments giving significantly better weed control five years after treatment than comparable spray applications. An investigation of the effect of glyphosate on cultures of the mycorrhizal fungus isolated from P. arenicola indicated a significant decline in mycelial growth with increasing herbicide concentration over the range 0.5-3.0 kg a.i. ha(-1). These results provide further incentive for the use of ecologically sensitive herbicide application techniques, such as weed wiping, in areas of high conservation concern."
coxcited100,Guy,YES,"Defarge, N.; de Vendomois, J. Spiroux; Seralini, G. E.",Toxicity of formulants and heavy metals in glyphosate-based herbicides and other pesticides,TOXICOLOGY REPORTS,5,156,163,10.1016/j.toxrep.2017.12.025,2018,"The major pesticides of the world are glyphosate-based herbicides (GBH), and their toxicity is highly debated. To understand their mode of action, the comparative herbicidal and toxicological effects of glyphosate (G) alone and 14 of its formulations were studied in this work, as a model for pesticides. GBH are mixtures of water, with commonly 36-48% G claimed as the active principle. As with other pesticides, 10-20% of GBH consist of chemical formulants. We previously identified these by mass spectrometry and found them to be mainly families of petroleum-based oxidized molecules, such as POEA, and other contaminants. We exposed plants and human cells to the components of formulations, both mixed and separately, and measured toxicity and human cellular endocrine disruption below the direct toxicity experimentally measured threshold. G was only slightly toxic on plants at the recommended dilutions in agriculture, in contrast with the general belief. In the short term, the strong herbicidal and toxic properties of its formulations were exerted by the POEA formulant family alone. The toxic effects and endocrine disrupting properties of the formulations were mostly due to the formulants and not to G. In this work, we also identified by mass spectrometry the heavy metals arsenic, chromium, cobalt, lead and nickel, which are known to be toxic and endocrine disruptors, as contaminants in 22 pesticides, including 11 G-based ones. This could also explain some of the adverse effects of the pesticides. In in vivo chronic regulatory experiments that are used to establish the acceptable daily intakes of pesticides, G or other declared active ingredients in pesticides are assessed alone, without the formulants. Considering these new data, this assessment method appears insufficient to ensure safety. These results, taken together, shed a new light on the toxicity of these major herbicides and of pesticides in general."
coxcited101,Guy,NO,"Zhang, Minghua; Ackerman, Jonathan; Grieneisen, Michael L.; DeMars, Christopher",Potential Pesticide Use Risks to Honeybees during Almond Pollination in California,"MANAGING AND ANALYZING PESTICIDE USE DATA FOR PEST MANAGEMENT, ENVIRONMENTAL MONITORING, PUBLIC HEALTH, AND PUBLIC POLICY",1283,379,404,,2018,"Insect pollinators are essential for almond production, and in California commercial production relies on honeybees. However, pesticide use during almond flowering season may potentially harm honeybees. This chapter analyzes pesticide use in and adjacent to California almond landscapes using the pesticide use report database. For selected pesticides, listed by US EPA as acutely toxic to honeybees, the results indicate that total amount of use has declined, while the total multiples of LD50 fluctuated and increased from 1991 to 2013. Alfalfa used the highest amount of pesticides when compared to all other bee-attractive crops both in the total amount of use and the lethal doses during this period, with a decreasing trend in both measures. Almond fields received very little to none of the listed pesticides during the flowering period. Spatially, the usage within 1.5 km or 8 km of almond orchards are similar."
coxcited102,Guy,NO,"Wroblicky, Gregory; Graham, Lucia S.; Schneider, Emilie M.; Pabla, Jasmeen; Bryson, Emily; Driggers, Pamela E.; Zeiss, Michael R.",Pesticide Use Data and the Distribution of Acute Illness Episodes: The Promise and Challenges of Geoinformatics,"MANAGING AND ANALYZING PESTICIDE USE DATA FOR PEST MANAGEMENT, ENVIRONMENTAL MONITORING, PUBLIC HEALTH, AND PUBLIC POLICY",1283,431,462,,2018,"Identifying patterns in the geographic distribution of pesticide-related illness could improve interventions to pesticide users. We analyzed ten years of data (2005-2014) on pesticide use for agricultural production in California. We also analyzed episodes of acute illness reported to California's Pesticide Illness Surveillance Program during those same years. Pesticides applied more often had higher numbers of associated illness episodes reported. For several pesticides, we utilized GIS to visualize and analyze illness and pesticide distribution and clustering. Pesticide-related illnesses were more common in areas with more agricultural applications. We discuss our results and the benefits of using GIS, and provide recommendations for expanding this type of analysis."
coxcited103,Guy,NO,"Sanchez Alarcon, Juana; Perez-Sanchez, Monica; Luis Gomez-Olivares, Jose; Maria Lopez-Duran, Rosa; Rigoberto Montiel-Gonzalez, Jose Mariano; Alexander Valencia-Sanchez, Rafael; Munoz-Nava, Hipolito; Perez Flores, Guillermo Alejandro; Valencia-Quintana, Rafael",INDUCTION OF MICRONUCLETS IN MERISTEMATIC CELLS OF THE ROOT OF Vicia faba TREATED WITH DIFFERENT CONCENTRATIONS OF MARVEL (R),REVISTA INTERNACIONAL DE CONTAMINACION AMBIENTAL,34,95,106,10.20937/RICA.2018.34.esp01.07,2018,"The use of pesticides has been increasing over time. Despite the benefits provided by agrochemicals in agriculture as well as in domestic uses, many of them may pose potential health and environmental hazards. There is now increasing interest in the determination of biomarkers that allow the measurement and estimation of an active and / or passive exposure to environmental pollutants with toxic capacity, such as pesticides. This study analyzes the DNA damage caused by Marvel (R) a commercial herbicide through the micronucleus (MN) assay, in meristematic cells of the root of Vicia faba. Roots between 2-3 cm were exposed for 4 hours with 18 and 44 hours of recovery time at different concentrations of Marvel (R), equivalent to the following combinations of atrazine / dicamba: 62.5/31.25; 125/62.5; 250/125; 1000/500; 2000/1000; 3000/1500 and 4000/2000, mg of active ingredient / L of distilled water. Cells were exposed to distilled water as a negative control and potassium dichromate (0.05%) as a positive control under the same experimental conditions. With the exception of the lowest concentration [62.5/31.25 mg of active ingredient / L of distilled water], all concentrations tested showed significant damage (p < 0.05), with respect to the negative control, the damage was greater at 18 hours of recovery, and at 44 hours the damage was decreased at all concentrations tested. The mitotic index (MI) also was affected showing a smaller division depending on concentration and recovery times. The concentrations of 2000/1000; 3000/1500 and 4000/2000, mg of active ingredient / L of distilled water produced greater damage than that found in the positive control. This leads to the conclusion that the commercial herbicide Marvel (R) causes DNA damage and is cytotoxic in Vicia faba."
coxcited104,Guy,YES,"Tison, Lea; Holtz, Sophie; Adeoye, Amy; Kalkan, Onder; Irmisch, Nina S.; Lehmann, Nadja; Menzel, Randolf",Effects of sublethal doses of thiacloprid and its formulation Calypso (R) on the learning and memory performance of honey bees,JOURNAL OF EXPERIMENTAL BIOLOGY,220,3695,3705,10.1242/jeb.154518,2017,"Learning and memory play a central role in the behavior and communication of foraging bees. We have previously shown that chronic uptake of the neonicotinoid thiacloprid affects the behavior of honey bees in the field. Foraging behavior, homing success, navigation performance and social communication were impaired. Thiacloprid collected at a feeding site at low doses accumulates in foragers over time. Here, we applied a laboratory standard procedure (the proboscis-extension response conditioning) in order to assess which processes, acquisition, memory consolidation and/or memory retrieval were compromised after bees were fed either with thiacloprid or the formulation of thiacloprid named Calypso (R) at different sublethal doses. Extinction and generalization tests allowed us to investigate whether bees respond to a learned stimulus, and how selectively. We showed that thiacloprid, as active substance and as formulation, poses a substantial risk to honey bees by disrupting learning and memory functions. These data support and specify the data collected in the field."
coxcited105,Guy,NO,"Fine, Julia D.; Mullin, Christopher A.",Metabolism of N-Methyl-2-Pyrrolidone in Honey Bee Adults and Larvae: Exploring Age Related Differences in Toxic Effects,ENVIRONMENTAL SCIENCE & TECHNOLOGY,51,11412,11422,10.1021/acs.est.7b03291,2017,"In chronic feeding assays, the common agrochemical inert formulant N-methyl-2-pyrrolidone (NMP) is at least 20 times more toxic to honey bee larvae than to adults, but the underlying cause of this difference is unknown. In other taxa, NMP is primarily detoxified via a cytochrome P450 mediated pathway. Using a LC-MS method, putative cytochrome P450 metabolites of NMP were identified and quantified in adults and larvae following chronic exposure to NMP. Major differences in the identities and quantities of the generated metabolites were observed between adults and larvae. One major difference was the higher percentage of the administered NMP recovered as the parent compound in larvae compared to adults. To further explore the apparent difference in metabolic capacity, a spectro-fluorometric method was used to compare general cytochrome P450 enzyme activity by monitoring the transformation of a 7-ethoxycoumarin substrate. Higher microsomal levels of 7-ethoxycoumarin-O-deethylase activity in adult fat bodies suggests that the higher percentage of unmetabolized NMP in larvae relative to adults may be due to lower cytochrome P450 enzyme activity in fat bodies. Taken together, these results suggest that larvae may be less able to detoxify xenobiotics encountered in diet than adults, and these findings will help inform future risk assessment."
coxcited106,Guy,NO,"Hasenbein, Simone; Lawler, Sharon P.; Connon, Richard E.",AN ASSESSMENT OF DIRECT AND INDIRECT EFFECTS OF TWO HERBICIDES ON AQUATIC COMMUNITIES,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,36,2234,2244,10.1002/etc.3740,2017,"Herbicides are often detected in watersheds at concentrations that are toxic to phytoplankton, potentially causing indirect effects on higher trophic organisms. The long-term effects of 5 applications over 30 d of binary mixtures of the herbicides diuron and hexazinone were assessed at low and high concentrations typically found in the environment, using mesocosms. Sixteen of 95 phytoplankton taxa, 3 of 18 zooplankton taxa, and 6 of 14 macroinvertebrate taxa responded negatively to contaminant exposures. Herbicide applications altered the phytoplankton community structure. Relative abundance of Cyanophyceae decreased following 5 applications from 52.1% in the control to 37.3% in the low treatment and to 25.9% in the high treatment, while Chlorophyceae increased to 50.6% in the low treatment and to 61.7% in the high treatment compared with the control (39.7%). Chlorophyceae had the greatest number of affected species ( 8), whereas 1 species within the Cyanophyceae was negatively affected on more than 1 sampling day. Further, chlorophyll a was reduced on 4 and 5 d out of the 8 total sampling days in the low and high treatments, respectively, compared with the control. These results highlight that integrating multiple taxa and contaminants with long-term exposures in ecological risk assessments of herbicides can facilitate the ability to make predictive and mechanistic generalizations about the role of herbicides in shaping patterns of species abundance in natural systems. (C) 2017 SETAC."
coxcited107,Guy,NO,"Hook, Sharon E.; Kroon, Frederieke J.; Greenfield, Paul A.; Warne, Michael St J.; Smith, Rachael A.; Turner, Ryan D.","Hepatic transcriptomic profiles from barramundi, Lates calcarifer, as a means of assessing organism health and identifying stressors in rivers in northern Queensland",MARINE ENVIRONMENTAL RESEARCH,129,166,179,10.1016/j.marenvres.2017.05.006,2017,"Resource managers need to differentiate between sites with and without contaminants and those where contaminants cause impacts. Potentially, transcriptomes could be used to evaluate sites where contaminant-induced effects may occur, to identify causative stressors of effects and potential adverse outcomes. To test this hypothesis, the hepatic transcriptomes in Barramundi, a perciforme teleost fish, (Lates calcarifer) from two reference sites, two agriculturally impacted sites sampled during the dry season, and an impacted site sampled during the wet season were compared. The hepatic transcriptome was profiled using RNA-Seq. Multivariate analysis showed that transcriptomes were clustered based on site and by inference water quality, but not sampling time. The largest differences in transcriptomic profile were between reference sites and a site sampled during high run-off, showing that impacted sites can be identified via RNA-Seq. Transcripts with altered abundance were linked to xenobiotic metabolism, peroxisome proliferation and stress responses, indicating putative stressors with the potential for adverse outcomes in barramundi. (C) 2017 Published by Elsevier Ltd."
coxcited108,Guy,NO,"Tarazona, Jose V.; Court-Marques, Daniele; Tiramani, Manuela; Reich, Hermine; Pfeil, Rudolf; Istace, Frederique; Crivellente, Federica",Glyphosate toxicity and carcinogenicity: a review of the scientific basis of the European Union assessment and its differences with IARC,ARCHIVES OF TOXICOLOGY,91,2723,2743,10.1007/s00204-017-1962-5,2017,"Glyphosate is the most widely used herbicide worldwide. It is a broad spectrum herbicide and its agricultural uses increased considerably after the development of glyphosate-resistant genetically modified (GM) varieties. Since glyphosate was introduced in 1974, all regulatory assessments have established that glyphosate has low hazard potential to mammals, however, the International Agency for Research on Cancer (IARC) concluded in March 2015 that it is probably carcinogenic. The IARC conclusion was not confirmed by the EU assessment or the recent joint WHO/FAO evaluation, both using additional evidence. Glyphosate is not the first topic of disagreement between IARC and regulatory evaluations, but has received greater attention. This review presents the scientific basis of the glyphosate health assessment conducted within the European Union (EU) renewal process, and explains the differences in the carcinogenicity assessment with IARC. Use of different data sets, particularly on long-term toxicity/carcinogenicity in rodents, could partially explain the divergent views; but methodological differences in the evaluation of the available evidence have been identified. The EU assessment did not identify a carcinogenicity hazard, revised the toxicological profile proposing new toxicological reference values, and conducted a risk assessment for some representatives uses. Two complementary exposure assessments, human-biomonitoring and food-residues-monitoring, suggests that actual exposure levels are below these reference values and do not represent a public concern."
