DOI,yes_count,no_count,total,TITLE,STUDY_ID,AUTHORS,YEAR,ABSTRACT,JOURNAL,VOLUME,LPAGES,UPAGES,TYPE
10.1016/j.scitotenv.2024.177254,1,0,1,Implications of inhalation bioaccessibility for the exposure assessment of drifting airborne pesticides caused by field spraying,1099,Meng T.; Fang K.; Li T.; Qi W.; Zhang L.; Hu Y.; Liu Y.; Shi Y.; Cao H.; Xiao J.,2024,"Pesticide contamination in ambient air due to spray drifting has received extensive attention. Quantifying the associated health risk highlights the importance of incorporating bioaccessibility into inhalation exposure assessments rather than using the total inhaled concentration of airborne pesticides. In this study, we measured the inhalation unit exposure (UE) of three typical pesticides (lambda-cyhalothrin, phoxim, and acetamiprid) during application and post-application drift at the recommended application dosage. The UE values were found to be 1.74–424.37 ng/m3 and 0.07–1.40 ng/m3, respectively, with marked variation between different spraying nozzles and formulations. For the inhalation exposure assessment, an in vitro method was developed to determine the inhalation bioaccessibility of lambda-cyhalothrin, phoxim, and acetamiprid and its applicability was validated based on in vivo-in vitro correlations (IVIVC) analysis. Their conservative inhalation bioaccessibility values estimates were 46.09 %, 67.12 %, and 40.31 %, respectively. The calculated average daily dose values of the analyzed pesticides in both single and mixed formulations ranged from 8.03 × 10−8 to 4.35 × 10−5 mg/kg·day based on the bioaccessible UE, corresponding to 22.99–67.11 % of the total exposure. Collectively, these findings are of guiding significance for improving risk management in pesticide application. © 2024 Elsevier B.V.",Science of the Total Environment,956,NA,NA,Normal
10.1016/j.tiv.2024.105984,2,0,2,"Effects of 2,4-dichlorophenoxyacetic acid (2,4-D), isolated and in a formulated product, on the functional parameters of isolated rat liver mitochondria",55,Polido L.R.F.; Miranda C.A.; França D.A.; Mingatto F.E.; Pereira L.C.,2025,"2,4-Dichlorophenoxyacetic acid (2,4-D) is a widely used herbicide with known implications for environmental and biological systems. Previous studies indicate its potential to interact with cellular structures, potentially impacting cellular energy and metabolism. This study aimed to investigate the toxicological effects of this molecule on isolated rat liver mitochondria, evaluating both isolated and formulated 2,4-D to comprehend the differential impacts on mitochondrial function. Our investigations did not reveal significant induction of oxidative stress, mitochondrial swelling or impacts on mitochondrial respiration; however, exposure to both forms of 2,4-D affected mitochondrial membrane integrity and function in a concentration-dependent manner, notably impacting mitochondrial ATP levels and membrane potential. Comparatively, the formulated product showed toxicity at lower concentrations regarding interaction with membranes and ATP levels (from 0.4 μM on) and isolated 2,4-D showed toxicity at lower concentrations regarding membrane potential dissipation (from 10 μM on). Notably, the effects on ATP levels and membrane fluidity suggest interactions within the mitochondrial lipid bilayer. The findings highlight that excipients in the commercial formulation of 2,4-D potentially alter its effects, underlining the importance of evaluating not only active ingredients but also formulations. © 2024 Elsevier Ltd",Toxicology in Vitro,104,NA,NA,Normal
10.1016/j.vetpar.2023.109918,1,1,2,Acaricides containing zein nanoparticles: A tool for a lower impact control of the cattle tick Rhipicephalus microplus,651,"Figueiredo, A; Anholeto, LA; Cola, DF; Fantatto, RR; Gainza, YA; dos Santos, IB; Vi�ozzi, GP; Avila, DS; Fraceto, LF; Chagas, ACD",2023,"Nanoformulations containing zein nanoparticles (ZN) can promote the stability and protection of molecules with acaricidal activity. The present study sought to develop nanoformulations with ZN associated with cypermethrin (CYPE) + chlorpyrifos (CHLO) + a plant compound (citral, menthol or limonene), characterize them, and verify their efficacy against Rhipicephalus microplus ticks. Additionally, we aimed to assess its safety in nontarget nematodes found in soil at a site subjected to contamination by acaricides. The nanoformulations were char-acterized by dynamic light scattering and nanoparticle tracking analysis. Nanoformulations 1 (ZN+CYPE+-CHLO+citral), 2 (ZN+CYPE+CHLO+menthol), and 3 (ZN+CYPE+CHLO+limonene) were measured for diameter, polydispersion, zeta potential, concentration, and encapsulation efficiency. Nanoformulations 1, 2, and 3 were evaluated in a range from 0.004 to 0.466 mg/mL on R. microplus larvae and caused mortality > 80% at concentrations above 0.029 mg/mL. The commercial acaricide Colosso (R) (CYPE 15 g + CHLO 25 g + citronellal 1 g) was evaluated also from 0.004 to 0.512 mg/mL and resulted in 71.9% larval mortality at 0.064 mg/mL. Formulations 1, 2, and 3 at 0.466 mg/mL showed acaricidal efficacy of 50.2%, 40.5%, and 60.1% on engorged females, respectively, while Colosso (R) at 0.512 mg/mL obtained only 39.4%. The nanoformulations exhibited long residual period of activity and lower toxicity to nontarget nematodes. ZN was able to protect the active compounds against degradation during the storage period. Thus, ZN can be an alternative for the development of new acaricidal formulations using lower concentrations of active compounds.",VETERINARY PARASITOLOGY,318,NA,NA,Nano
10.1016/j.yrtph.2023.105400,2,0,2,Toxicokinetic and toxicodynamic mixture effects of plant protection products: A case study,506,Karaca M.; Willenbockel C.T.; Tralau T.; Bloch D.; Marx-Stoelting P.,2023,"Authorisation of ready to use plant protection products (PPPs) usually relies on the testing of acute and local toxicity only. This is in stark contrast to the situation for active substances where the mandatory data set comprises a most comprehensive set of studies. While the combination of certain active ingredients and co-formulants may nevertheless result in increased toxicity of the final product such combinations have never been evaluated systematically for complex and long-term toxicological endpoints. We therefore investigated the effect of three frequently used co-formulants on the toxicokinetic and toxicodynamic of the representative active substance combination of tebuconazol (Teb) and prothioconazol (Pro) or of cypermethrin (Cpm) and piperonyl butoxide (Pip), respectively. With all four active substances being potential liver steatogens, cytotoxicity and triglyceride accumulation in HepaRG were used as primary endpoints. Concomitantly transcriptomics and biochemical studies were applied to interrogate for effects on gene expression or inhibition of CYP3A4 as key enzyme for functionalization. Some of the tested combinations clearly showed more than additive effects, partly due to CYP3A4 enzyme inhibition. Other effects comprised the modulation of the expression and activity of steatosis-related nuclear key receptors. Altogether, the findings highlight the need for a more systematic consideration of toxicodynamic and toxicokinetic mixture effects during assessment of PPPs. © 2023 The Authors",Regulatory Toxicology and Pharmacology,141,NA,NA,Normal
10.1017/wet.2023.86,2,0,2,"Response of soybean, cotton, and tobacco to volatility of 2,4-D and dicamba formulations in humidome",749,"Polli, EG; Gannon, TW; LeCompte, M; Rogers, RR; Beran, DD",2023,"Dicamba and 2,4-D are postemergence herbicides widely used to control broadleaf weed species in crop and non-crop areas in the United States. Currently, multiple formulations of 2,4-D and dicamba are available on the market. Even though the active ingredient is the same, the chemical formulation may vary, which can influence the volatility potential of these herbicides. Therefore, the objective of this study was to evaluate the response of soybean, cotton, and tobacco plants exposed to vapors of 2,4-D and dicamba formulations alone or mixed in humidomes for 24 h. Humidome studies were conducted in an open pavilion at the Lake Wheeler Turfgrass Field Lab of the North Carolina State University in Raleigh, NC. Dicamba and mixture treatments injured and caused a reduction in the height of soybean. Injury varied from 55% to 70%, and average plant height was 8.8 cm shorter compared with untreated control plants. Treatments with 2,4-D caused the least injury to soybean (<= 21%), and differences among formulations were identified (dimethylamine > choline > dimethylamine-monomethylamine). However, soybean height was not affected by 2,4-D treatments. No differences between treatments were observed when herbicides were applied to cotton. The greatest injury to tobacco (23.3%) was caused by dicamba dimethylamine. Overall, the effect of 2,4-D and dicamba vapor was species-specific and formulation-dependent. Additionally, environmental conditions in the humidomes may have played a major role on the outcome of this study.",WEED TECHNOLOGY,38,NA,NA,Normal
10.1021/acs.jafc.4c04624,1,1,2,Advances in Understanding the Toxicity of 4-Hydroxyphenylpyruvate Dioxygenase-Inhibiting Herbicides,1042,Ndikuryayo F.; Gong X.-Y.; Yang W.-C.,2024,"4-Hydroxyphenylpyruvate dioxygenase inhibiting herbicides (HIHs) represent a recent class (HRAC group 27) of herbicides that offer many advantages, such as broad-spectrum activity, crop selectivity, and low resistance rates. However, emerging studies have highlighted the potential toxicity of HIHs in the environment. This review aims to provide a comprehensive summary of the toxicity of HIHs toward nontarget organisms, including plants, microorganisms, animals, and humans. Furthermore, the present work discusses the ecological roles of these organisms in the environment and their significance in agriculture. By shedding light on the toxicity of HIHs, this study seeks to raise awareness among end users, including environmentalists, researchers, and farmers, regarding the potential ecological implications of these herbicides. Hopefully, this knowledge can contribute to informed decision-making and sustainable practices in green agriculture and environmental management. © 2024 American Chemical Society.",Journal of Agricultural and Food Chemistry,72,17762,17770,Review
10.1021/acsami.4c02936,1,1,2,Size-dependent Effect on Foliar Utilization and Biocontrol Efficacy of Emamectin Benzoate Delivery Systems,202,Ding X.; Gao F.; Chen L.; Zeng Z.; Zhao X.; Wang Y.; Cui H.; Cui B.,2024,"The development of nanopesticides provides new avenues for pesticide reduction and efficiency improvement. However, the size effect of nanopesticides remains unclear, and its underlying mechanisms of influence have become a major obstacle in the design and application of pesticide nanoformulations. In this research, the noncarrier-coated emamectin benzoate (EB) solid dispersions (Micro-EB and Nano-EB) were produced under a constant surfactant-to-active ingredient ratio by a self-emulsifying-carrier solidification technique. The particle size of Micro-EB was 162 times that of spherical Nano-EB. The small size and large specific surface area of Nano-EB facilitated the adsorption of surfactants on the surface of the particles, thereby improving its dispersibility, suspensibility, and stability. The pinning effect of nanoparticles significantly suppressed droplet retraction and rebounding. Moreover, Nano-EB exhibited a 25% higher retention of the active ingredient on cabbage leaves and a 70% higher washing resistance than Micro-EB, and both were significantly different. The improvement of abilities in wetting, spreading, and retention of Nano-EB on crop leaves contributed to the increase in foliar utilization, which further resulted in a 1.6-fold enhancement of bioactivity against target Spodoptera exigua compared to Micro-EB. Especially, Nano-EB did not exacerbate the safety risk to the nontarget organism zebrafish with no significant difference. This study elaborates the size effect on the effectiveness and safety of pesticide formulations and lays a theoretical foundation for the development and rational utilization of efficient and environmentally friendly nanopesticides. © 2024 American Chemical Society.",ACS Applied Materials and Interfaces,16,22558,22570,Nano
10.1021/acsnano.3c08854,2,0,2,Design and Synthesis of a Water-Based Nanodelivery Pesticide System for Improved Efficacy and Safety,1087,An C.; Huang B.; Jiang J.; Wang X.; Li N.; Liu H.; Shen Y.; Sun C.; Zhan S.; Li X.; Wang C.; Zeng Z.; Cui H.; Wu Q.; Zhang Y.; Guo Z.; Zhang P.; Lynch I.; Gao J.-M.; Wang Y.,2024,"Developing an environmentally friendly and safe nanodelivery system is crucial to improve the efficacy of pesticides and minimize environmental and health risks. However, preparing a completely water-based nanopesticide without using harmful solvents is a technical challenge. In this study, a water-based nanodelivery pesticide system was constructed to improve the efficacy and safety of Emamectin Benzoate (EB). A specific surfactant, 29-(4-(5-hydroxynonan-5-yl)phenoxy)-3,6,9,12,15,18,21,24,27-nonaoxanonacosan-1-ol (SurEB) was designed and synthesized to form a water-based nanodelivery system (EBWNS) with EB. Molecular dynamics simulations revealed the self-assembly and interaction forces between SurEB and EB in water, providing insights into the formation mechanism of EBWNS nanoparticles. The nanodelivery system showed the prolonged effectivity of EB with reduced degradation and demonstrated a good control efficacy for multiple target pests, such as red spider mite, beet armyworm larvae (Lepidoptera: Noctuidae), and rice stem borers (Chilo suppressalis). Toxicology tests on various objects demonstrated that the EBWNS has low toxicity for seeds, HaCaT cells, zebrafish, earthworm, and E. coli. This study provides a distinctive perspective for developing environmentally friendly nanopesticide formulations, which clarified a water-based treatment method for specific lipid-soluble pesticides. The water-based nanodelivery pesticide system has the potential to improve the efficacy and safety of pesticides in the process of field applications. © 2023 American Chemical Society.",ACS Nano,18,662,679,Nano
10.1021/acsnano.3c11621,2,0,2,"Multi-Stimuli-Responsive, Topology-Regulated, and Lignin-Based Nano/Microcapsules from Pickering Emulsion Templates for Bidirectional Delivery of Pesticides",996,Yu B.; Cheng J.; Fang Y.; Xie Z.; Xiong Q.; Zhang H.; Shang W.; Wurm F.R.; Liang W.; Wei F.; Zhao J.,2024,"The increasing demand for improving pesticide utilization efficiency has prompted the development of sustainable, targeted, and stimuli-responsive delivery systems. Herein, a multi-stimuli-responsive nano/microcapsule bidirectional delivery system loaded with pyraclostrobin (Pyr) is prepared through interfacial cross-linking from a lignin-based Pickering emulsion template. During this process, methacrylated alkali lignin nanoparticles (LNPs) are utilized as stabilizers for the tunable oil-water (O/W) Pickering emulsion. Subsequently, a thiol-ene radical reaction occurs with the acid-labile cross-linkers at the oil-water interface, leading to the formation of lignin nano/microcapsules (LNCs) with various topological shapes. Through the investigation of the polymerization process and the structure of LNC, it was found that the amphiphilicity-driven diffusion and distribution of cyclohexanone impact the topology of LNC. The obtained Pyr@LNC exhibits high encapsulation efficiency, tunable size, and excellent UV shielding to Pyr. Additionally, the flexible topology of the Pyr@LNC shell enhances the retention and adhesion of the foliar surface. Furthermore, Pyr@LNC exhibits pH/laccase-responsive targeting against Botrytis disease, enabling the intelligent release of Pyr. The in vivo fungicidal activity shows that efficacy of Pyr@LNC is 53% ± 2% at 14 days postspraying, whereas the effectiveness of Pyr suspension concentrate is only 29% ± 4%, and the acute toxicity of Pyr@LNC to zebrafish is reduced by more than 9-fold compared with that of Pyr technical. Moreover, confocal laser scanning microscopy shows that the LNCs can be bidirectionally translocated in plants. Therefore, the topology-regulated bidirectional delivery system LNC has great practical potential for sustainable agriculture. © 2024 American Chemical Society.",ACS Nano,18,10031,10044,Nano
10.1021/acsnano.4c12707,2,0,2,Green Carbon Dots/CaCO3/Abamectin Colloidal Pesticide Formulation for Safer and More Effective Pest Management,938,"Chen, C; Teng, GP; Shen, WC; Lu, YJ; Jin, YW; Yuan, X; Chen, K; Yuan, Y; Wu, ZY; Zhang, J",2024,"An ideal green leaf-deposited pesticide formulation should offer advantages such as good water dispersibility, strong foliar affinity, sustained or controlled release of active ingredients, photostability and rain-fastness, minimal nontarget toxicity, use of nontoxic organic solvents, and degradable adjuvants. In line with this objective, we present green preparation of a colloidal pesticide formulation using optimized lysine-derived carbon dots (LysCDs)-modified CaCO3 (LysCDs/CaCO3) particles as the carrier and abamectin (Abm) as the active ingredient. The loading capacity of abamectin in this colloidal pesticide (LysCDs/CaCO3/Abm) is 1.7 to 2.1 times higher than that of its counterpart (CaCO3/Abm) prepared without LysCDs, which is attributed to the increased specific surface area and pore volume of LysCDs/CaCO3 particles. Due to the acid-induced degradation of CaCO3, the release of abamectin for LysCDs/CaCO3/Abm is accelerated under weakly acidic conditions, which is accompanied by the release of Ca2+ ions and the fluorescence changes of LysCDs. The incorporation of LysCDs enhances the photostability and foliar adhesiveness of this colloidal pesticide, resulting in the highest degree of foliar retention when exposed to ultraviolet (UV) light or rainfall, compared to free-form abamectin and CaCO3/Abm. This results in the best performance of pest control on Plutella xylostella for LysCDs/CaCO3/Abm in both indoor and outdoor tests. Nontarget biocompatibility evaluations show that LysCDs/CaCO3/Abm exhibits lower acute toxicity to zebrafish and earthworms than free-form abamectin. In addition, this colloidal pesticide is favored by the minimal residue of the adjuvant material after abamectin release, which is converted into harmless Ca2+ ions, CO2, and LysCDs. Therefore, this work designs a safer and more effective colloidal pesticide formulation to deliver abamectin with minimal adjuvant residue, realizing its trajectory as basically ""circular and green"".",ACS NANO,19,1007,1025,Nano
10.1038/s41598-023-41818-7,2,0,2,Effects of pesticide-adjuvant combinations used in almond orchards on olfactory responses to social signals in honey bees (Apis mellifera),1049,Wu W.-Y.; Liao L.-H.; Lin C.-H.; Johnson R.M.; Berenbaum M.R.,2023,"Exposure to agrochemical sprays containing pesticides and tank-mix adjuvants has been implicated in post-bloom mortality, particularly of brood, in honey bee colonies brought into California almond orchards for pollination. Although adjuvants are generally considered to be biologically inert, some adjuvants have exhibited toxicity and sublethal effects, including decreasing survival rates of next-generation queens. Honey bees have a highly developed olfactory system to detect and discriminate among social signals. To investigate the impact of pesticide-adjuvant combinations on honey bee signal perception, we performed electroantennography assays to assess alterations in their olfactory responsiveness to the brood ester pheromone (BEP), the volatile larval pheromone β-ocimene, and the alarm pheromone 2-heptanone. These assays aimed to uncover potential mechanisms underlying changes in social behaviors and reduced brood survival after pesticide exposure. We found that combining the adjuvant Dyne-Amic with the fungicide Tilt (propiconazole) and the insecticide Altacor (chlorantraniliprole) synergistically enhanced olfactory responses to three concentrations of BEP and as well exerted dampening and compensatory effects on responses to 2-heptanone and β-ocimene, respectively. In contrast, exposure to adjuvant alone or the combination of fungicide and insecticide had no effect on olfactory responses to BEP at most concentrations but altered responses to β-ocimene and 2-heptanone. Exposure to Dyne-Amic, Altacor, and Tilt increased BEP signal amplitude, indicating potential changes in olfactory receptor sensitivity or sensilla permeability to odorants. Given that, in a previous study, next-generation queens raised by nurses exposed to the same treated pollen experienced reduced survival, these new findings highlight the potential disruption of social signaling in honey bees and its implications for colony reproductive success. © 2023, Springer Nature Limited.",Scientific Reports,13,NA,NA,Normal
10.1038/s41598-023-46948-6,6,0,6,‘Inert’ co-formulants of a fungicide mediate acute effects on honey bee learning performance,441,DesJardins N.S.; Macias J.; Soto Soto D.; Harrison J.F.; Smith B.H.,2023,"Managed honey bees have experienced high rates of colony loss recently, with pesticide exposure as a major cause. While pesticides can be lethal at high doses, lower doses can produce sublethal effects, which may substantially weaken colonies. Impaired learning performance is a behavioral sublethal effect, and is often present in bees exposed to insecticides. However, the effects of other pesticides (such as fungicides) on honey bee learning are understudied, as are the effects of pesticide formulations versus active ingredients. Here, we investigated the effects of acute exposure to the fungicide formulation Pristine (active ingredients: 25.2% boscalid, 12.8% pyraclostrobin) on honey bee olfactory learning performance in the proboscis extension reflex (PER) assay. We also exposed a subset of bees to only the active ingredients to test which formulation component(s) were driving the learning effects. We found that the formulation produced negative effects on memory, but this effect was not present in bees fed only boscalid and pyraclostrobin. This suggests that the trade secret “other ingredients” in the formulation mediated the learning effects, either through exerting their own toxic effects or by increasing the toxicities of the active ingredients. These results show that pesticide co-formulants should not be assumed inert and should instead be included when assessing pesticide risks. © 2023, The Author(s).",Scientific Reports,13,NA,NA,Normal
10.1039/9781837672004-00143,1,0,1,Mortality Induced by Mixtures of Pesticides in Tadpoles from the Pampas Region of Argentina,1179,"Ruiz De Arcaute, Celeste; Laborde, Milagros; Soloneski, Sonia",2024,NA,AMPHIBIAN SPECIES IN ENVIRONMENTAL RISK ASSESSMENT STRATEGIES,46,143,163,Normal
10.1039/d3en00673e,4,0,4,Effects of three tebuconazole nanopesticides on the survival of Daphnia magna,298,Eghbalinejad M.; López-Cabeza R.; Kotouček J.; Grillo R.; Koutný M.; Bílková Z.; Hofman J.,2024,"The growing pressure to reduce excessive pesticide use has led to exploring novel formulation methods, including nanoparticle carriers for active substances. However, these emerging nanopesticides need a thorough evaluation compared to current formulations to determine whether their “nano” properties intensify toxicity for non-target organisms. This study assessed the lethal toxicity of three nanopesticides on Daphnia magna. The nanopesticides tested were tebuconazole loaded onto poly-ϵ-caprolactone, nanostructured lipid carriers, and poly(3-hydroxybutyrate) nanoparticles. Additionally, the study evaluated the toxicity of nanocarriers without loaded tebuconazole, a commercial tebuconazole formulation, and tebuconazole (pure). Effects were studied across a series of dilutions to examine the impacts on tebuconazole chemistry (total and free concentrations) and particle physics (size, heterogeneity, and density). D. magna exhibited varied responses to polymeric and lipid nanoformulations of tebuconazole and unloaded nanocarriers. The observed toxicity levels, from highest to lowest, were as follows: pure tebuconazole > tebuconazole-loaded on nanostructured lipid carriers > commercial tebuconazole > tebuconazole-loaded on poly(3-hydroxybutyrate) nanoparticles > tebuconazole-loaded on poly-ϵ-caprolactone. The mechanisms underlying the observed toxicity can generally be attributed to chemical factors (tebuconazole's free concentration and particle composition) and physical aspects (particle size and concentration). The study also revealed that dilution series can influence particle size and homogeneity, affecting the loaded substance's chemistry. This implies that the toxicity testing of nanopesticides is complex and not as straightforward as traditional dose-response modeling. Research like this is crucial to understanding the ecological impacts of nanopesticides, ensuring that new nanoformulations are beneficial rather than detrimental for plant protection. © 2024 The Royal Society of Chemistry",Environmental Science: Nano,11,1044,1059,Normal/Nano
10.1039/d4an01309c,1,1,2,Visualizing active fungicide formulation mobility in tomato leaves with desorption electrospray ionisation mass spectrometry imaging,145,Ajith A.; Jones E.; Prince E.; Trivedi D.K.; Johnson G.N.; Milnes P.J.; Lockyer N.P.,2024,"Newer and safer agrochemicals are always in demand to meet the increasing needs of a growing population for affordable food. Spatial chemical monitoring of the active mobility of an agrochemical is essential to this agrochemical development process and mass spectrometry imaging (MSI) is proposed as a safer, easier alternative to the existing standard of autoradiography for the same. With desorption electrospray ionisation mass spectrometry imaging (DESI MSI) using leaf imprints, we were able to visualize the active agrochemical mobility of a commercial fungicide formulation with the active ingredient Azoxystrobin in whole tomato leaves. The leaf-imprinting method was optimized with precise control over the pressure conditions and time of imprinting to yield highly consistent samples for imaging. The reproducibility of this method was tested with the Azoxystrobin formulation applied to tomato leaves and was compared to the mobility of the unformulated Azoxystrobin standard in similar application conditions. The xylem mobility and the lateral-leaf lamina spreading of the fungicide were visualized with mass spectrometry imaging and validated using complementary LC-MS studies. The necessity and importance of the agrochemical application as a formulation were re-iterated by the limited mobility observed in Azoxystrobin standard studies compared to the Azoxystrobin formulation. This mass spectrometry imprint-imaging method could be translated for the visualization of any xenobiotic in further foliar systems particularly with soft leaves. © 2024 The Royal Society of Chemistry.",Analyst,149,5904,5913,Normal
10.1080/03601234.2023.2241322,4,0,4,Evaluation of the cytotoxicity and genotoxicity of glufosinate-ammonium at technical and commercial grades in HepG2 cells,574,Gallardo-Valle E.D.; Carbajal-Nogueda D.; Moreno-Godínez M.E.; Flores-Alfaro E.; Parra-Rojas I.; Huerta-Beristain G.; Domínguez-Reyes T.; Ramírez-Vargas M.A.,2023,"Exposure to genotoxic agents is associated with the development of cancer and related diseases. For this reason, assessing the genotoxicity of chemical compounds is necessary. In this line, information about the genotoxic effect of glufosinate-ammonium (GLA) has been reported only for the technical grade. However, humans are frequently exposed to commercial formulations of pesticides. Commercial formulations are characterized by using inner agents that increase toxicity compared to pesticides in technical grade. This study aimed to determine the cytotoxic and genotoxic effects of GLA on HepG2 cells. MTT and comet assays were performed to evaluate cell viability and DNA damage, respectively. HepG2 cells were exposed for 24 h to different concentrations of GLA (at 0.01 µg/mL; 0.04 µg/mL; 0.1 µg/mL; 0.24 µg/mL; 0.52 µg/mL; 1.25 µg/mL; 2.62 µg/mL and 13.12 µg/mL) in commercial- (Finale Ultra®) or technical-grade (GLAT). The results indicated that only Finale Ultra® induced a reduction in cell viability at 13.12 µg/mL. Furthermore, exposure to Finale Ultra® or GLAT was associated with increased DNA damage at concentrations from 0.52–13.12- µg/mL. This study shows the genotoxic effect of GLA on HepG2 cells. © 2023 Taylor & Francis Group, LLC.","Journal of Environmental Science and Health - Part B Pesticides, Food Contaminants, and Agricultural Wastes",58,577,582,Normal
10.1080/03601234.2024.2361595,1,3,4,The effect of formulation composition and adjuvant type on difenoconazole dislodgeable foliar residue,360,Badawy M.H.; Murnane D.; Lewis K.A.; Morgan N.,2024,"Rigorous risk assessments for those exposed to pesticides are carried out to satisfy crop protection regulatory requirements. Non-dietary risk assessments involve estimating the amount of residue which can be transferred from plant foliage to the skin or clothes, known as dislodgeable foliar residues (DFRs). DFR data are less available than crop residue data as studies are costly and limited by seasonality. European regulatory authorities are reticent to allow extrapolation of study data to different scenarios as the contributory factors have hitherto been poorly identified. This study is the first to use a new laboratory DFR method to investigate how one such factor, pesticide formulation, may affect DFR on a variety of crops. The study used the active substance difenoconazole as both an emulsifiable concentrate (EC 10%) and a wettable powder (WP 10%) with and without adjuvants (Tween 20 and organophosphate tris(2-ethylhexyl)phosphate TEHP) on tomato, French bean and oilseed rape. A comparable DFR% was retained from the WP and EC formulation on most crops except for tomato, where lower DFR% was retained in the case of WP (39 ± 4.7%) compared to EC (60 ± 1.2%). No significant effect of adjuvant addition was observed for either formulation except when mixing TEHP (0.1% w/v) to the EC 10% on French bean, resulting in 8% DFR reduction compared to the EC formulation alone. This research demonstrates the value of a unique DFR laboratory technique in investigating the importance of the formulation and in-tank adjuvants as factors that affect DFR. © 2024 Taylor & Francis Group, LLC.","Journal of Environmental Science and Health - Part B Pesticides, Food Contaminants, and Agricultural Wastes",59,437,447,Normal
10.1080/08958378.2024.2348165,2,0,2,The role of membrane transporters in the absorption of atrazine following nasal exposure,1003,Al Bakri W.; Donovan M.D.,2024,"Objective: The purpose of these studies was to investigate the uptake of atrazine across the nasal mucosa to determine whether direct transport to the brain through the olfactory epithelium is likely to occur. These studies were undertaken to provide important new information about the potential for the enhanced neurotoxicity of herbicides following nasal inhalation. Materials and Methods: Transport of atrazine from aqueous solution and from commercial atrazine-containing herbicide products was assessed using excised nasal mucosal tissues. The permeation rate and the role of membrane transporters in the uptake of atrazine across the nasal mucosa were also investigated. Histological examination of the nasal tissues was conducted to assess the effects of commercial atrazine-containing products on nasal tissue morphology. Results: Atrazine showed high flux across both nasal respiratory and olfactory tissues, and efflux transporters were found to play an essential role in limiting its uptake at low exposure concentrations. Commercial atrazine-containing herbicide products showed remarkably high transfer across the nasal tissues, and histological evaluation showed significant changes in the morphology of the nasal epithelium following exposure to the herbicide products. Discussion: Lipophilic herbicides such as atrazine can freely permeate across the nasal mucosa despite the activity of efflux transporters. The adjuvant compounds in commercial herbicide products disrupt the nasal mucosa’s epithelial barrier, resulting in even greater atrazine permeation across the tissues. The properties of the herbicide itself and those of the formulated products play crucial roles in the potential for the enhanced neurotoxicity of herbicides following nasal inhalation. © 2024 Informa UK Limited, trading as Taylor & Francis Group.",Inhalation Toxicology,36,250,260,Normal
10.1080/10408444.2024.2391431,4,0,4,A systematic review of herbicide safener toxicity,388,Simonsen D.; Livania V.; Cwiertny D.M.; Samuelson R.J.; Sivey J.D.; Lehmler H.-J.,2024,"Herbicide safeners are agrochemicals added to herbicide formulations to protect crops from herbicide damage without reducing the effectiveness of the herbicide against weeds. While safeners are typically structurally similar to their co-formulated herbicides, they are classified as ""inert"" in the United States, meaning they are not held to the same regulatory standards as the herbicides. This review systematically examines the toxicity of safeners, which is important given their large-scale global use and potential for exposure to wildlife, livestock, and humans. A systematic review of peer-reviewed literature identified only seven studies examining safener toxicity. Regulatory toxicity data, compiled from the European Chemicals Agency (ECHA) database, included data for 9 of the 18 commercial safeners. Most safeners have low acute ecotoxicity and mammalian toxicity; however, chronic effects and the underlying mechanism are less clear. Benoxacor showed enantioselective metabolism and depletion by drug-metabolizing enzymes. In conclusion, despite the widespread use of safeners, significant knowledge gaps exist regarding their toxicity. More research is needed to fully characterize the potential risks of safeners to human health and the environment. Regulatory agencies should consider reclassifying safeners as active ingredients to ensure adequate toxicity testing and risk assessment. © 2024 Informa UK Limited, trading as Taylor & Francis Group.",Critical Reviews in Toxicology,54,805,855,Review
10.1080/10937404.2025.2478969,2,0,2,Acute and repeated exposure toxicity of the insecticide sulfoxaflor on hymenopteran pollinators; sulfoxaflor environmental science review part III,68,Purdy J.R.; Solomon K.R.; Kramer V.J.; Giesy J.P.,2025,"To support regulatory risk assessment, standardized laboratory tests of toxicity to representative species including honeybees (Apis mellifera L.), orchard bees (Osmia spp.), and bumblebees (Bombus spp.) provide the benchmark toxicity values for use in preliminary Tier 1 assessments and more detailed and realistic higher-tier assessments. In this analysis, we summarize the results of studies of toxicity of SFX to pollinators conducted registrant as well as results published in the literature. The geometric mean of 48-hr adult acute oral LD50 values for SFX for honeybees was 0.0740 μg SFX bee− 1 (n = 5). Toxicity values for technical grade SFX (SFX-T) and formulated products were not significantly different. The geometric mean 48 hr adult acute contact LD50 values for SFX-T and several formulated products were 0.432 (n = 2) and 0.202 (n = 3) μg SFX bee− 1, respectively. Exposures sprayed foliage was not significant after the spray had dried did not cause significant toxicity. Transformation products were not significantly toxic to adult or larval honeybees or other representative bee species. Results showed that, to complete the risk assessment, higher-tier studies were required. Differences in results between standard test methods and the nonstandard methods used in published work affect the outcome of the risk assessment. An understanding of these differences reconciled the differences in the reported findings. © 2025 The Author(s). Published with license by Taylor & Francis Group, LLC.",Journal of Toxicology and Environmental Health - Part B: Critical Reviews,NA,NA,NA,Normal
