TITLE,INCLUDE_GUY,STUDY_ID,REVIEWERS,INCLUDE_LISA,AUTHORS,JOURNAL,ABSTRACT,YEAR,BLIND_ID,COMPARING
Sensitivity of amphibian embryos and tadpoles to Mimic® 240 LV insecticide following single or double exposures,NO,52,Lisa,NO,Pauli B.D.; Coulson D.R.; Berrill M.,Environmental Toxicology and Chemistry,"Mimic® 240 LV is a novel, narrow-spectrum insecticide containing the active ingredient tebufenozide. Tebufenozide mimics the action of the insect molting hormone ecdysone and shows specific activity toward larval Lepidoptera. In Canada, Mimic 240 LV has been proposed for use in forest pest control, whereas a different formulation has been registered for use in agriculture. We examined the effects of single and double pulses of Mimic 240 LV (tebufenozide) on the development, growth, and predator avoidance behavior of four frog species (wood frogs Rana sylvatica, leopard frogs R. pipiens, green frogs R. clamitans, and bullfrogs R. catesbeiana) exposed in the laboratory as embryos or tadpoles. Nominal doses ranged from 3.0 mg/L to 9.0 mg/L tebufenozide, and exposures were terminated at 96 h following single, or 192 h following double, exposures. More than 90% of the animals exposed as embryos hatched. Embryos exposed late in development and subsequently hatching into tebufenozide-contaminated water all hatched and responded normally. Tadpole growth was not delayed following exposure, and premetamorphic green frogs successfully completed metamorphosis following exposure to the highest concentration. The results suggest that Mimic 240 LV, when used at the suggested application rates, will not severely affect the aquatic stages of ranid amphibians.",1999,3320,TRUE
Effects of surfactants and the kinetic energy of monodroplets on the deposit structure of glyphosate at the micro-scale and their relevance to herbicide bio-efficacy on selected weed species,NO,53,Lisa,NO,Basi S.; Hunsche M.; Noga G.,Weed Research,"Summary: The deposit pattern of foliar-applied agrochemicals, and its relation to their bio-efficacy, has major practical importance. Thus, in our experiments, we evaluated the relevance of the deposition properties of glyphosate for its bio-efficacy. The deposition pattern of glyphosate monodroplets was influenced by using surfactant and by applying the droplets with or without kinetic energy to the plant foliage. Monodroplets (1μL) of glyphosate, formulated with or without ethoxylated rapeseed oil surfactant (RSO) having on average 5, 10, 30 or 60 ethylene oxide units (EO), as well as one commercial glyphosate product (CGP), were applied either by carefully placing the droplet on the foliage with a pipette (kinetic energy assumed to be near zero) or by a monodroplet generator (with kinetic energy). We selected two easy-to-wet (Stellaria media and Viola arvensis) and two difficult-to-wet (Chenopodium album and Setaria viridis) weed species as target plants. The deposit structure was determined using a scanning electron microscope with energy dispersive x-ray microanalysis. The kinetic energy of the droplet had no consistent effect on the deposit structure or the bio-efficacy of glyphosate formulations. In contrast, surfactants differing in EO unit, affected both the deposit structure and the bio-efficacy of the formulations, depending upon the species. In easy-to-wet species, the increase in EO unit of RSO surfactant failed to affect the deposit area of glyphosate and its bio-efficacy. However, in difficult-to-wet species, the increase in EO unit of RSO surfactant reduced the deposit area of glyphosate and enhanced its bio-efficacy. © 2012 European Weed Research Society.",2013,3427,TRUE
"Organophosphorus pesticide exposure in agriculture: Effects of temperature, ultraviolet light and abrasion on PVC gloves",NO,54,Lisa,NO,Ismail I.; Gaskin S.; Pisaniello D.; Edwards J.W.,Industrial Health,"Elbow length PVC gloves are often recommended for protection against organophosphorus pesticide (OP) exposure in agriculture. However, performance may be reduced due to high temperature, UV exposure and abrasion. We sought to assess these impacts for two OPs under normal use and reasonable worst-case scenarios. Glove permeation tests were conducted using ASTM cells with two PVC glove brands at 23°C and 45°C for up to 8 h. Technical grade dichlorvos and formulated diazinon were used undiluted and at application strength. Breakthough of undiluted dichlorvos occurred at both 23°C and 45°C, but only at 45°C for application strength. Breakthrough of diazinon was not achieved, except when undiluted at 45°C. UV-exposed and abraded gloves showed reduced performance, with the effect being approximately two-fold for dichlorvos. Only small differences were noted between glove brands. Extra precautions should be taken when handling concentrated OPs at high temperature, or when using abraded or sunlight-exposed gloves. © 2018 National Institute of Occupational Safety and Health.",2018,3619,TRUE
The effects of nonyl phenoxypolyethoxyl ethanol on cell damage pathway gene expression in SK-NSH cells,YES,55,Lisa,YES,Park S.; Hwang I.-W.; Kim J.-S.; Kang H.-C.; Park S.-Y.; Gil H.-W.; Song H.-Y.; Hong S.-Y.,Korean Journal of Internal Medicine,"Background/Aims: Most pesticide formulations contain both chief and additive ingredients. But, the additives may not have been tested as thoroughly as the chief ingredients. The surfactant, nonyl phenoxypolyethoxylethanol (NP40), is an additive frequently present in pesticide formulations. We investigated the effects of NP40 and other constituents of a validamycin pesticide formulation on cell viability and on the expression of genes involved in cell damage pathways. Methods: The effects of validamycin pesticide ingredients on cell viability and of NP40 on the mRNA expression of 80 genes involved in nine key cellular pathways were examined in the human neuroblastoma SK-N-SH cell line. Results: The chemicals present in the validamycin pesticide formulation were cytotoxic to SK-N-SH cells and NP40 showed the greatest cytotoxicity. A range of gene expression changes were identified, with both up- and down-regulation of genes within the same pathway. However, all genes tested in the necrosis signaling pathway were down-regulated and all genes tested in the cell cycle checkpoint/ arrest pathway were up-regulated. The median fold-change in gene expression was significantly higher in the cell cycle checkpoint/arrest pathway than in the hypoxia pathway category (p = 0.0064). The 70 kDa heat shock protein 4 gene, within the heat shock protein/unfolded protein response category, showed the highest individual increase in expression (26.1-fold). Conclusions: NP40 appeared to be particularly harmful, inducing gene expression changes that indicated genotoxicity, activation of the cell death (necrosis signaling) pathway, and induction of the 70 kDa heat shock protein 4 gene. © 2015 The Korean Association of Internal Medicine.",2015,3720,TRUE
The In Vitro Genotoxic Effects of a Commercial Formulation of alpha-Cypermethrin in Human Peripheral Blood Lymphocytes,NO,56,Lisa,NO,"Kocaman, AY; Topaktas, M",ENVIRONMENTAL AND MOLECULAR MUTAGENESIS,"alpha-Cypermethrin, a highly active pyrethroid insecticide, is effective against a wide range of insects encountered in agriculture and animal husbandry. The potential genotoxicity of a commercial formulation of (x-cypermethrin (Fastac 100 EC, containing 10% alpha-cypermethrin as the active ingredient) on human peripheral lymphocytes was examined in vitro by sister chromatid exchange (SCIE), chromosomal aberrations (CAs), and micronucleus (MN) tests. The human lymphocytes were treated with 5, 10, 15, and 20 mu g/ml of a-cypermethrin for 24- and 48-hr. alpha-Cypermethrin induced SCEs and CAs significantly at all concentrations and treatment times and MN formation was significantly induced at 5 and 10 mu g/ml of alpha-cypermethrin when compared with both the control and solvent control. Binuclear cells could not be detected sufficiently in the highest two concentration of alpha-cypermethrin (15 and 20 mu g/ml) for both the 24- and 48-hr treatment times. alpha-Cypermethrin decreased the proliferation index (PI) at three high concentrations (10, 15, and 20 mu g/ml) for both treatment periods as compared with the control groups. In addition, alpha-cypermethrin reduced both the mitotic index (MI) and nuclear division index (NDI) significantly at all concentrations for two treatment periods. The PI and MI were reduced by alpha-cypermethrin in a concentration-dependent manner during both treatment times. In general, alpha-cypermethrin showed higher cytotoxic and cytostatic effects than positive control (MMC) at the two highest concentrations for the 24- and 48-hr treatment periods. The present study is the first to report the genotoxic and cytotoxic effects of commercial formulation of a-cypermethrin in peripheral blood lymphocytes. Environ. Mol. Mutagen. 50:27-36, 2009. (C) 2008 Wiley-Liss, Inc.",2009,3804,TRUE
Lethal and sublethal effects of cypermethrin to Hypsiboas pulchellus tadpoles,YES,57,Lisa,YES,"Agostini, MG; Natale, GS; Ronco, AE",ECOTOXICOLOGY,"The study of the effects of the insecticide cypermethrin (CY) technical grade and its SherpaA (R) commercial formulation on Hypsiboas pulchellus tadpoles assessing lethality, behavior, growth, and abnormalities under standardized laboratory conditions is reported. Observed behaviors were identified and categorized by means of a ranking system according to the loss of mobility. Results of acute lethal effects indicate higher potency for SherpaA (R) at this level of assessment. All effects on behavior showed an increasing degree of injury as insecticide concentration increased. Organisms exposed to technical grade CY showed lower body length with respect to controls from 3.44 A mu g CY/L to higher concentrations, whereas those exposed to SherpaA (R) exhibited lower growth from 0.83 A mu g CY/L. Both forms of the tested insecticide caused abnormalities between 0.34 and 4.18 A mu g CY/L, but 100% of malformed individuals was detected from 34.4 A mu g CY/L for those exposed to the technical grade CY, and from 8.36 A mu g CY/L for those exposed to SherpaA (R). This study proposes the use of easily identifiable and distinguishable sublethal end-points. The high input loads of CY in natural environments, the detected concentrations in the field, in addition to the low levels of this insecticide required to induce sublethal effects (which could eventually lead to death), allow for the conclusion that the insecticide is a risk factor for amphibians inhabiting agroecosystems.",2010,3911,TRUE
Environmentally friendly slow release formulations of alachlor based on clay-phosphatidylcholine,NO,58,Lisa,NO,"Sanchez-Verdejo, T; Undabeytia, T; Nir, S; Maqueda, C; Morillo, E",ENVIRONMENTAL SCIENCE & TECHNOLOGY,"A new clay-liposome complex was developed for reducing leaching of herbicides and contamination of groundwater. The liposomes were composed of the neutral and Environmental Protection Agency approved phospholipid phosphatidylcholine (PC). Adsorption of PC liposomes on the clay mineral montmorillonite could exceed the cation exchange capacity of the clay, and was well simulated by the Langmuir equation. X-ray diffraction results for 6 mM PC and 1.6 g/L clay (3 day incubation) yielded a basal spacing of 7.49 nm, which was interpreted as the formation of a supported planar bilayer on montmorillonite platelets. Fluorescence methods demonstrated structural changes which reflected adsorption of PC followed by loss of vesicle integrity as measured by the penetration of dithionite into the internal monolayer of fluorescently labeled liposomes, resulting in a decrease in fluorescence intensity to 18% of initial after 4 h. Energy transfer was demonstrated after 1 h from labeled liposomes to montmorillonite labeled by an acceptor. The neutral herbicide alachlor adsorbed on the liposome-clay complex, yielding a formulation of up to 40% active ingredient, and 1.6-fold reduction in herbicide release in comparison to the commercial formulation. Hence, the PC-montmorillonite complex can form a basis for environmentally friendly formulations of herbicides, which would yield reduced leaching.",2008,3944,TRUE
"Effects of atrazine on growth and sex differentiation, in juveniles of the freshwater crayfish Cherax quadricarinatus",NO,59,Lisa,NO,"Mac Loughlin, C; Canosa, IS; Silveyra, GR; Greco, LSL; Rodriguez, EM",ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,"The effect of the herbicide atrazine was assayed in early juveniles of the redclaw crayfish Cherax quadricarinatus. Four cohorts of juveniles (a total of 280 animals) were exposed for 4 wk to each one of three atrazine concentrations (0.1, 0.5 and 2.5 mg/L) or a control (0 mg/L), from a commercial formulation having 90% of active principle. At the end of the exposure, no significant (p > 0.05) differences in either mortality or molting were noted. However, the weight gain and the protein content of abdominal muscle decreased significantly (p < 0.05) in the highest atrazine concentration as compared to control, indicating that atrazine acted as a relevant stressor, although at a concentration higher than those reported in the environment. Besides, the proportion of females increased progressively as the atrazine concentration increases, being significantly (p < 0.05) higher than that of controls at the highest concentration assayed. Both macroscopic and histological analysis revealed a normal architecture of gonopores and gonads in both control and exposed animals. The obtained results strongly suggest that atrazine could be causing an endocrine disruption on the hormonal system responsible for the sexual differentiation of the studied species, increasing the proportion of female proportion without disturbing the gonad structure. (C) 2016 Elsevier Inc. All rights reserved.",2016,3954,TRUE
"Toxicological effects of the aquatic herbicide, fluridone, on male water mites (Hydrachnidiae: Arrenurus: Megaluracarus)",YES,61,Lisa,YES,"Yi, SA; Francis, BM; Jarrell, WM; Soucek, DJ",ECOTOXICOLOGY,"The acute toxicities for technical grade fluridone (Sonar (TM)) and the commercial formulation of fluridone (SonarA (R) AS) were assessed for male water mites (Hydrachnidiae: Arrenurus: Megaluracarus). Signs of toxicity were evaluated by detection of locomotor dysfunction or death after exposure to concentrations of 100,000, 10,000, 1,000, and 100 mu g/L of Sonar (TM) and 10,000, 5,000, 1,000, 100, and 10 mu g/L of SonarA (R) AS in US EPA, moderately hard reconstituted water (MHRW). The median effective concentration (EC50) was 891 and 631 mu g/L for Sonar (TM) at 48 and 96 h and less than 10 mu g/L for SonarA (R) AS at 96 h. Increased duration of exposure to SonarA (R) AS from 48 to 96 h had a significant effect on increasing the rate of combined morbidity and mortality. At the lowest concentration of SonarA (R) AS tested, which is half the concentration allowed within 400 m of any functioning potable water intake for human usage, 40% of the mites were adversely affected at 48 h and 70% were affected after 96 h of exposure. This study demonstrates that SonarA (R) AS is 60-fold more toxic to water mites than the active ingredient alone. At currently acceptable application rates of 90-150 mu g/L fluridone, the addition of ingredients classified as inert, as in SonarA (R) AS, result in an increased risk of adverse effects on populations of male water mites (Arrenurus: Megaluracarus) in aquatic ecosystems.",2011,4002,TRUE
"Developmental effect of parental or direct chronic exposure to environmental concentration of glyphosate on the larvae of rainbow trout, Oncorhynchus mykiss",YES,62,Lisa,YES,"Le Du-Carree, J; Saliou, F; Cachot, J; Morin, T; Danion, M",AQUATIC TOXICOLOGY,"The environmental safety profile of glyphosate, the most commonly used herbicide worldwide, is still a subject of debate and little is known about the generational toxicity of this active substance (AS) and the associated commercial formulations called glyphosate-based herbicides (GBHs). This study investigated the impact of parental and direct exposure to 1 mu gL-1 of glyphosate using the AS alone or one of two GBH formulations (i.e. Roundup Innovert (R) and Viaglif Jardin (R)) in the early developmental stages of rainbow trout. Three different modes of exposure on the F1 generation were studied: (1) intergenerational (i.e. fish only exposed through their parents); (2) direct (i.e. fish exposed only directly) and (3) multigenerational (i.e. fish both exposed intergenerationally and directly). The impact of chemical treatments on embryo-larval development (survival, biometry and malformations), swimming behaviour, biochemical markers of oxidative stress equilibrium (TBARS and catalase), acetylcholine esterase (AChE) and energy metabolism (citrate synthase, CS; cytochrome-c oxidase, CCO; lactate dehydrogenase, LDH; glucose-6-phosphate dehydrogenase, G6PDH) was explored. Chemical exposure did not affect the survival of F1 embryos or malformation rates. Direct exposure to the AS induced some biometric changes, such as reduction in head size (with a 10% decrease in head length), independently of coformulants. Intergenerational exposure to the AS or the Roundup GBH increased swimming activity of the larvae, with increase of between 78 and 102% in travel speeds. Viaglif co-formulants appear to have counteracted this behavioural change. The minor changes detected in the assayed biochemical markers suggested that observed effects were not due to oxidative damage, AChE inhibition or alterations to energy metabolism. Nonetheless, multi- and intergenerational exposure to Roundup increased CS:CCO and LDH:CS ratios by 46% and 9%, respectively, with a potential modification of the aerobic-to-anaerobic energy production balance. These biochemical effects were not correlated with those observed on individual level of biological organization. Therefore, further studies on generational toxicity of glyphosate and its co-formulants are needed to identify the other mechanisms of glyphosate toxicity at the cellular level.",2021,4069,TRUE
Coumaphos distribution in the hive ecosystem: Case study for modeling applications,NO,63,Lisa,NO,"Tremolada, P; Bernardinelli, I; Colombo, M; Spreafico, M; Vighi, M",ECOTOXICOLOGY,"Pesticides are currently used inside hives, against the honeybee parasite Varroa destructor, producing unwanted contamination effects. To assess the distribution and fate of one of these pesticides (coumaphos), two experimental hives were treated with Perizin ( the commercial product containing the active ingredient coumaphos). Samples of honey, wax, pollen, adult bees and larvae taken before treatment and up to 104 days afterwards, showed diffuse contamination. Wood hedges and wax bridges, where the pesticide solution was applied, were analysed as well. A mass balance was calculated, yielding a recovered amount of around 60% just after treatment and 38% 1 month later. Directly contaminated surfaces and wax contained the highest amount of residues. Wax and honey contained different amounts ( 10, and 0.1% respectively) but both retained residues for long time. Bees ingest most of the product just after treatment, then rapidly eliminate it by metabolism, advection and deposition processes. On the basis of analytical results, a simple model ( level I of the fugacity model) was applied to the hive system for different pesticides ( coumaphos, malathion,. uvalinate and bromopropylate). Predicted concentrations in wax and honey were compared with those measured, indicating the good predictive capability of this approach.",2004,4172,TRUE
CHARACTERIZING PESTICIDE AND SURFACTANT PENETRATION WITH ISOLATED PLANT CUTICLES,NO,64,Lisa,NO,"BUKOVAC, MJ; PETRACEK, PD",PESTICIDE SCIENCE,"A survey is presented of the use of isolated leaf and fruit cuticles in studying foliar penetration. Isolated cuticles, which represent the prime barrier to penetration, provide a physical system with which transport studies can be conducted under well-defined and highly controlled conditions while avoiding the physiological effects of biologically active compounds on the system. Most studies with isolated cuticles have focused on sorption, desorption and infinite-dose cuticular transport of compounds in aqueous systems. Partition coefficients can be calculated for pesticides from sorption data, thereby yielding information on the solubility of the compounds in the cuticle. Permeance and diffusion coefficients can be calculated from cuticular transport studies. These transport parameters provide for a better understanding of the mechanisms of cuticular penetration. Further, they are useful in comparing both the penetration characteristics of selected compounds and permeability of cuticles. Transport systems, using isolated cuticles, may be used to quantify the effects of spray additives on pesticide penetration. A finite-dose system is described that may be useful in studying spray droplet/deposit interactions with the cuticle and, concurrently, following transcuticular penetration from droplets/deposits on the surface. These systems may prove useful in optimizing spray formulations and spray parameters, leading to more efficient pesticide development and application.",1993,4226,TRUE
Essential oils from Ocimum basilicum cultivars: analysis of their composition and determination of the effect of the major compounds on Haemonchus contortus eggs,NO,65,Lisa,NO,"Sousa, AIP; Silva, CR; Costa, HN; Silva, NCS; Pinto, JAO; Blank, AF; Soares, AMS; Costa, LM",JOURNAL OF HELMINTHOLOGY,"The continuous use of synthetic anthelmintics against gastrointestinal nematodes (GINs) has resulted in the increased resistance, which is why alternative methods are being sought, such as the use of natural products. Plant essential oils (EOs) have been considered as potential products for the control of GINs. However, the chemical composition and, consequently, the biological activity of EOs vary in different plant cultivars. The aim of this study was to evaluate the anthelmintic activity of EOs from cultivars of Ocimum basilicum L. and that of their major constituents against Haemonchus contortus. The EOs from 16 cultivars as well the pure compound linalool, methyl chavicol, citral and eugenol were used in the assessment of the inhibition of H. contortus egg hatch. In addition, the composition of three cultivars was simulated using a combination of the two major compounds from each. The EOs from different cultivars showed mean Inhibition Concentration (IC50) varying from 0.56 to 2.22 mg/mL. The cultivar with the highest egg-hatch inhibition, Napoletano, is constituted mainly of linalool and methyl chavicol. Among the individual compounds tested, citral was the most effective (IC50 0.30 mg/mL). The best combination of compounds was obtained with 11% eugenol plus 64% linalool (IC50 0.44 mg/mL), simulating the Italian Large Leaf (Richters) cultivar. We conclude that different cultivars of O. basilicum show different anthelmintic potential, with cultivars containing linalool and methyl chavicol being the most promising; and that citral or methyl chavicol isolated should also be considered for the development of new anthelmintic formulations.",2021,4261,TRUE
Plants in the Genus Tephrosia: Valuable Resources for Botanical Insecticides,NO,66,Lisa,NO,"Zhang, PW; Qin, DQ; Chen, JJ; Zhang, ZX",INSECTS,"Simple Summary There is an increasing interest in botanical insecticides worldwide. Plants from the genus Tephrosia are rich in bioactive phytochemicals, particularly rotenoids which include rotenone, deguelin, rotenolone, and tephrosin. Rotenoids have strong insecticidal activities against a wider range of pests. However, there has been no treatise thus far focusing on Tephrosia as insecticidal plants. This article is intended to review phytochemicals produced by selected species, their insecticidal activities, and the current status on the use of Tephrosia as botanical insecticidal plants for insect pest control. Synthetic insecticides are effective in controlling insect pests but can also harm nontarget organisms and the environment. During the last 40 years, there has been an increasing interest in alternative insecticides, particularly those derived from plants, commonly known as botanical insecticides. However, commercially available botanical insecticides remain limited. Rotenone is one of the earliest identified compounds and was used as fish poison and pest management. Due to its link with Parkinson disease, the use of rotenone was banned in many developed countries. Rotenone used to be isolated from Derris spp. and Lonchocarpus spp., and it can also be isolated from Tephrosia species. In this article, we present basic botanical information on selected Tephrosia species and their major compounds related to insecticidal activities and highlight the current use of extracts derived from some species, Tephrosia vogelii in particular, for control of insect pests in stored grains and crop production. The crude extracts contain multiple bioactive compounds, mainly rotenone, deguelin, rotenolone, and tephrosin, which act in either additive or synergistic fashion, resulting in effective control of insect pests. There are about 400 species in the genus Tephrosia, and species and even strains or variants vary greatly in these active compounds. We argue that a systematic evaluation of bioactive compounds in different species are needed, and species or strains with high insecticidal activities should be selected for use in the sustainable control of insect pests.",2020,4358,TRUE
Synthesis of Chiral Salen Mn(III) Complex Immobilized on Phenoxy-modified AIPS-PVPA as Catalysts for Epoxidation of Olefins,NO,67,Lisa,NO,"Wang, YF; Fan, YM; Jian, J; Pan, YM; Zhao, L; Jing, XP; Zhou, SJ; Chen, XH; Du, Q; Wang, L; Wu, XJ; Fu, XK",ACTA CHIMICA SINICA,"Chiral epoxides are versatile intermediates that can be readily converted into a wide variety of enantiomerically pure compounds by means of region- and stereo-selective ling opening reactions. The asymmetric epoxidation of unfunctionalized olefins is an important approach for synthesizing optically active epoxides, and thus is widely used in the synthesis of fine chemicals, such as pharmaceuticals, agrochemicals and perfumes. Chiral salen Mn(III) complexes have demonstrated activities and selectivities for the enantioselective epoxidation of unfunctionalized olefins under homogeneous conditions. Compared with the homogeneous asymmetric catalysts, the heterogeneous ones have the advantages of easy catalyst/product separation and simple catalyst recycling. And more and more interests have been focused on the studies of heterogenization of chiral complexes. New types of supported catalysts are obtained by anchoring chiral salen Mn(III) complex on a series of phenoxy-modified aluminium poly(styrene-phenylvinylphosphonate)-phosphate (AIPS-PVPA) in the text. All the prepared catalysts are characterized by FT-IR, UV-vis, XPS, SEM, TG and elemental analysis. The catalytic capabilities are investigated with m-CPBA as an oxidant and with indene and a-methylstyrene as substrates for asymmetric epoxidation of unfunctionalized olefins. The supported catalysts indicate superior catalytic activities in the asymmetric epoxidation of a-methylstyrene and indene with m-CPBA as oxidative system, compared with the corresponding homogeneous catalyst (ee, >97% vs. 54% and >99% vs. 65%). The steric properties of the linkages really play vital impacts on the configuration of the transition state for the asymmetric reactions. Contrary to most of the literatures reported, the results show that the heterogeneous catalysts 3a similar to 3d exhibit excellent catalytic activities, and their conversions and ee values increase remarkably in the absence of N-methylmorpholine N-oxide (NMO) under the same catalytic conditions. The structures of the immobilized catalysts similar to the N-oxide ligand act as axial ligands leading to the unusual phenomenon. Simultaneously, additives are generally regarded as axial ligands on the transition metal catalyst, which make for activating the catalyst either toward oxidation or toward reactivity with the olefin. Thus, there is a steric hindrance when the N-oxide ligand is added and the optimal geometric configuration of the reactive intermediate salen Mn(V)=O was altered. It is steric hindrance that makes olefins approaching salen Mn(V)=O difficult and lower ee values are obtained. Furthermore, these catalysts are easily separated and are relatively stable and reused nine times without significant loss of activities.",2017,4421,TRUE
Effects of co-formulants on the absorption and secretion of active substances in plant protection products in vitro,YES,68,Lisa,YES,"Karaca, M; Fischer, BC; Willenbockel, CT; Tralau, T; Marx-Stoelting, P; Bloch, D",ARCHIVES OF TOXICOLOGY,"Currently, the authorisation process for plant protection products (PPPs) relies on the testing of acute and topological toxicity only. Contrastingly, the evaluation of active substances includes a more comprehensive set of toxicity studies. Nevertheless, mixture effects of active ingredients and co-formulants may result in increased toxicity. Therefore, we investigated effects of surface active co-formulants on the toxicity of two PPPs focussing on qualitative and quantitative toxicokinetic effects on absorption and secretion. The respective products are based on the active substances abamectin and fluroxypyr-meptyl and were tested for cytotoxicity in the presence or absence of the corresponding surfactants and co-formulants using Caco-2 cells. In addition, the effect of co-formulants on increased cellular permeation was quantified using LC-MS/MS, while potential kinetic mixture effects were addressed by fluorescence anisotropy measurements and ATPase assays. The results show that surface active co-formulants significantly increase the cytotoxicity of the investigated PPPs, leading to more than additive mixture effects. Moreover, analytical investigations show higher efflux ratios of both active substances and the metabolite fluroxypyr upon combination with certain concentrations of the surfactants. The results further point to a significant and concentration-dependent inhibition of Pgp transporters by most of the surfactants as well as to increased membrane fluidity. Altogether, these findings strongly support the hypothesis that surfactants contribute to increased cytotoxicity of PPPs and do so by increasing the bioavailability of the respective active substances.",2021,4470,TRUE
"Essential oils and its antibacterial, antifungal and anti-oxidant activity applications: A review",NO,69,Lisa,NO,"Hou, TY; Sana, SS; Li, HZ; Xing, Y; Nanda, A; Netala, VR; Zhang, ZJ",FOOD BIOSCIENCE,"Essential oils (EOs) seem to be more versatile and consist of a variety of volatile and organic biological active substances that are also employed as the better substitutes in the bacteria, fungal and various food sectors. Many researchers have done detailed research about the antibacterial property of essential oils and their respective inhabitants. While several pioneering works in the past have explained the mode of action of some compounds, an extensive understanding of most of the substances and their molecular mechanisms is still lacking. In particular, the bioactivity characteristics of EOs were evaluated by the main components found in these. These components were commonly utilized in the applications of bactericidal, fungicidal, medicinal and antioxidant drugs. The oils bioactivity can be contrasted with the behavior of pharmaceutical formulations which are produced synthetically. Consequently, essential oils are showing promise organic extracts that require further analysis in the nutrition or pharmaceutical companies for potential applications as supplements, additives or antibacterial. Because of their diverse activities like antifungal and antibacterial characteristics, essential oils may be utilized as alternate additives to improve the grain and seed shelf life. This review aims to provide a summary of existing information on the antibacterial and antifungal properties of EOs, their mechanism, and ingredients in identifying the areas of study that can promote the implementation in various bacterial and fungal properties.",2022,4697,TRUE
Terpinen-4-ol is the Most Active Ingredient of Tea Tree Oil to Kill Demodex Mites,NO,70,Lisa,NO,"Tighe, S; Gao, YY; Tseng, SCG",TRANSLATIONAL VISION SCIENCE & TECHNOLOGY,"Purpose: To determine the active ingredient in tea tree oil (TTO) responsible for its reported killing effect on Demodex mites, the most common ectoparasite found in the human skin extending to the eye. Methods: Using a reported in vitro killing assay to measure the survival time of adult Demodex folliculorum up to 150 minutes, we have screened serial concentrations of 13 of the 15 known ingredients of TTO (ISO4730: 2004) that were soluble in mineral oil and examined their synergistic relationships in killing mites. The most potent ingredient was then tested for its efficacy in killing Demodex in vivo. Results: All ingredients exhibited a dose-dependent killing effect. Besides Terpinen-4ol, the order of relative potency did not correlate with the order of relative abundance in TTO for the remaining 12 ingredients. Terpinen-4-ol was the most potent ingredient followed by a-Terpineol, 1,8-Cineole and Sabinene. Terpinen-4-ol, the most abundant ingredient in TTO, was more potent than TTO at equivalent concentrations and its killing effect was even observable at a mere concentration of 1%. Terpinen-4-ol exhibited a significant synergistic effect with Terpinolene, but an antagonistic effect with a-Terpineol in killing mites (both P<0.05). In vivo, Terpinen-4-ol was shown to eradicate mites. Conclusions: The above finding suggests that deployment of Terpinen-4-ol alone should enhance its potency in killing Demodex mites by reducing the adverse and antagonistic effects from other ingredients in TTO. Translational Relevance: Terpinen-4-ol can be adopted in future formulations of acaricides to treat a number of ocular and cutaneous diseases caused by demodicosis.",2013,4717,TRUE
Controlled release and retarded leaching of pesticides by encapsulating in carboxymethyl chitosan /bentonite composite gel,NO,71,Lisa,NO,"Li, JF; Yao, J; Li, YM; Shao, Y",JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES,"A novel composite gel composed of carboxymethyl-chitosan (CM-chit) and bentonite (H-bent) was used as the carrier for encapsulating atrazine and imidacloprid to control their release in water and retard their leaching in soil. Strong interactions between CM-chit and H-bent in the composite were confirmed by FT-IR, and good dispersion of pesticides in the carrier was observed by SEM. According to the results of release experiments in water, the CM-chit/H-bent composite carrier showed double advantages of both encapsulation by the polymer and sorption by the bentonite. The time taken for 50 % of active ingredients to be released, t(50), was prolonged to 572 h for atrazine and 24 h for imidacloprid, respectively. The difference between the two pesticides on release behavior was related to their hydrophobicity and water solubility. Leaching experiments through a soil layer showed that this novel carrier reduced the amount of pesticides available for leaching, and would be useful for diminishing the environmental pollution of pesticides.",2012,4746,TRUE
Pesticide occurrence and spatio-temporal variability in urban run-off across Australia,NO,72,Lisa,NO,"Rippy, MA; Deletic, A; Black, J; Aryal, R; Lampard, JL; Tang, JYM; McCarthy, D; Kolotelo, P; Sidhu, J; Gernjak, W",WATER RESEARCH,"Stormwater is a major driving factor of aquatic ecosystem degradation as well as one of the largest untapped urban freshwater resources. We present results from a long-term, multi-catchment study of urban stormwater pesticides across Australia that addresses this dichotomous identity (threat and resource), as well as dominant spatial and temporal patterns in stormwater pesticide composition. Of the 27 pesticides monitored, only 19 were detected in Australian stormwater, five of which (diuron, MCPA, 2,4-D, simazine, and triclopyr) were found in >50% of samples. Overall, stormwater pesticide concentrations were lower than reported in other countries (including the United States, Canada and Europe), and exceedances of public health and aquatic ecosystem standards were rare (<10% of samples). Spatiotemporal patterns were investigated with principal component analysis. Although stormwater pesticide composition was relatively stable across seasons and years, it varied significantly by catchment. Common pesticide.associations appear to reflect 1) user application,of common registered formulations containing characteristic suites of active ingredients, and 2) pesticide fate properties (e.g., environmental mobility and persistence). Importantly, catchment-specific occurrence patterns provide opportunities for focusing treatment approaches or stormwater harvesting strategies. Crown Copyright (C) 2017 Published by Elsevier Ltd. All rights reserved.",2017,4816,TRUE
