DATA_ID,STUDY_ID,AI_NAME,AI_50,AI_50_TYPE,AI_ERROR_LOWER,AI_ERROR_HIGHER,AI_ERROR_TYPE,AI_N_CONTAINER,AI_N_INDIVIDUALS_PER_CONTAINER,AI_N_STRUCTURE,FORM_NAME,FORM_50,FORM_50_TYPE,FORM_ERROR_LOWER,FORM_ERROR_HIGHER,FORM_ERROR_TYPE,FORM_N_CONTAINER,FORM_N_INDIVIDUALS_PER_CONTAINER,FORM_N_STRUCTURE,CI_METHOD,CONTROL_GROUP,TEST_GROUP,MULTIPLE_MEASUREMENT,MULTIPLE_TYPE,SPECIES_NAME_BINOMIAL,SPECIES_NAME_COMMON,STRAIN_CLONE_SOURCE,SPECIES_CLASS,SPECIES_PHYLUM,SPECIES_KINGDOM,ECOSYSTEM,LIFE_STAGE,EXPOSURE_DURATION_HOURS,PESTICIDE_CLASS,NANO_FORMULATION,BIO_FORMULATION,SEX,EXPOSURE_ROUTE,ACUTE_CHRONIC_TOXICITY,TEMPERATURE_°C,PH,FEEDING_STATE,AGE_TEST_ORGANISM_HOURS,REGULATORY_STANDARDISED_GUIDELINES_FOLLOWED,GUIDELINES,WATER_HARDNESS_mg_L_Ca_CO3,SE_SIMULATION_REQUIRED,FORMULATION_TYPE,FORMULATION_EXPRESSED_IN_AI_CONC,FORMULATION_VALUE_ADJUSTED,YEAR_PUBLISHED,NOTES,SOURCE,AI_N_INDIVIDUAL,FORM_N_INDIVIDUAL,AI_SE_INDIVIDUAL,FORM_SE_INDIVIDUAL,AI_BIGGEST_CI_ARM,FORM_BIGGEST_CI_ARM,REASON_EXCLUSION,LRR,LRR_VAR_INDIVIDUAL,TIME_SIMPLE
262,scopus2687,cu,5,LC50,2.09,0.83,CI_95,12,25,"4 replicates, 25 individuals, repeated 3 times.",Cu nano,5,LC50,2.07,0.47,CI_95,12,25,"4 replicates, 25 individuals, repeated 3 times.",NA,scopus2687_ai_b,scopus2687_form_b,scopus2687_2,1,Drosophila melanogaster,fruit fly,wild Canton-S,Insecta,Arthropoda,Animalia,Terrestrial,larvae,240,fungicide,YES,NO,NA,oral-food,chronic,NA,NA,fed,third instar,NO,NA,NA,NO,nanoparticle,UNSURE,NA,2022,NA,Guy,300,300,1.0620298239582346,1.0518668591356677,2.09,2.07,NA,0,0.08937324945298773,1
263,scopus2687,acephate,5,LC50,2.22,1.43,CI_95,12,25,"4 replicates, 25 individuals, repeated 3 times.",acephate nano,5,LC50,2.14,1.32,CI_95,12,25,"4 replicates, 25 individuals, repeated 3 times.",NA,scopus2687_ai_c,scopus2687_form_c,scopus2687_3,1,Drosophila melanogaster,fruit fly,wild Canton-S,Insecta,Arthropoda,Animalia,Terrestrial,larvae,240,insecticide,YES,NO,NA,oral-food,chronic,NA,NA,fed,third instar,NO,NA,NA,NO,nanoparticle,UNSURE,NA,2022,NA,Guy,300,300,1.1280890953049192,1.0874372360146518,2.22,2.14,NA,0,0.09820418996868226,1
264,scopus2687,validamycin,2.5,LC50,0.68,2.58,CI_95,12,25,"4 replicates, 25 individuals, repeated 3 times.",validamycin nano,2.5,LC50,0.55,1.97,CI_95,12,25,"4 replicates, 25 individuals, repeated 3 times.",NA,scopus2687_ai_d,scopus2687_form_d,scopus2687_4,1,Drosophila melanogaster,fruit fly,wild Canton-S,Insecta,Arthropoda,Animalia,Terrestrial,larvae,240,fungicide,YES,NO,NA,oral-food,chronic,NA,NA,fed,third instar,NO,NA,NA,NO,nanoparticle,UNSURE,NA,2022,NA,Guy,300,300,1.3110224621111222,1.0010520350228336,2.58,1.97,NA,0,0.43534161167732244,1
279,scopus2715,gamma-cyhalothrin,0.653992395,LC50,0.054752851,0.054752852,SE,2,10,"2 replicates, 10 individuals each",nano gamma-cyhalothrin small fractionation,0.17794677,LC50,0.033460078,0.033460078,SE,2,10,"2 replicates, 10 individuals each",two parameter logistic,scopus2715_ai_a,scopus2715_form_aa,scopus2715_1,1,Ceriodaphnia dubia,NA,Oregon state university,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,YES,NO,NA,environmental,acute,20,NA,NA,24,YES,NA,NA,NO,nanoparticle,YES,NA,2019,NA,Guy,20,20,0.054752851,0.033460078,NA,NA,NA,-1.3016112623238114,0.042366053215735174,1
280,scopus2715,gamma-cyhalothrin,0.653992395,LC50,0.054752851,0.054752852,SE,2,10,"2 replicates, 10 individuals each",nano gamma-cyhalothrin large fractionation,0.574904943,LC50,0.126235741,0.126235741,SE,2,10,"2 replicates, 10 individuals each",two parameter logistic,scopus2715_ai_a,scopus2715_form_ab,scopus2715_2,1,Ceriodaphnia dubia,NA,Oregon state university,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,YES,NO,NA,environmental,acute,20,NA,NA,24,YES,NA,NA,NO,nanoparticle,YES,NA,2019,NA,Guy,20,20,0.054752851,0.126235741,NA,NA,NA,-0.128891012339892,0.05522312942084577,1
390,scopus2838,fenamiphos,1,LD50,0.3,0.3,CI_95,8,1,"8 birds, dosed separately",Nemacur 15G,2.4,LD50,1.2,2.2,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_a,scopus2838_form_a,scopus2838_1,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granule,YES,NA,1984,NA,Guy,8,10,0.12687005125567977,0.9725230572745359,0.3,2.2,NA,0.8754687373538999,0.18029758923384975,1
399,scopus2838,terbufos,15,LD50,3,4,CI_95,10,1,"10 birds, dosed separately",Counter 15G,26,LD50,6,8,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_j,scopus2838_form_j,scopus2838_10,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granule,YES,NA,1984,NA,Guy,10,10,1.768223740499156,3.536447480998312,4,8,NA,0.550046336919272,0.032396749175730225,1
400,scopus2838,bendiocarb,21,LD50,4,5,CI_95,8,1,"8 birds, dosed separately",Tattoo 10G,33,LD50,9,11,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_k,scopus2838_form_k,scopus2838_11,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granule,YES,NA,1984,NA,Guy,8,10,2.1145008542613297,4.862615286372679,5,11,NA,0.4519851237430572,0.03185118571847035,1
401,scopus2838,carbofuran,12,LD50,5,7,CI_95,12,1,"12 birds, dosed separately",Furadan 10G,12,LD50,3,4,CI_95,12,1,"12 birds, dosed separately",probit,scopus2838_ai_l,scopus2838_form_l,scopus2838_12,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granule,YES,NA,1984,NA,Guy,12,12,3.180394001251945,1.8173680007153972,7,4,NA,0,0.09317869759183081,1
402,scopus2838,aldicarb,2,LD50,0.6,0.9,CI_95,8,1,"8 birds, dosed separately",Temik 15G,2.5,LD50,0.9,1.5,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_m,scopus2838_form_m,scopus2838_13,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granule,YES,NA,1984,NA,Guy,8,10,0.3806101537670393,0.6630839026871835,0.9,1.5,NA,0.22314355131420976,0.10656486420810093,1
391,scopus2838,chlorpyrifos,32,LD50,8,11,CI_95,9,1,"9 birds, dosed separately",Lorsban 15G,108,LD50,28,37,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_b,scopus2838_form_b,scopus2838_2,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granule,YES,NA,1984,NA,Guy,9,10,4.770156233490923,16.356069599617193,11,37,NA,1.2163953243244932,0.045156699412247966,1
392,scopus2838,diazinon,10,LD50,3,3,CI_95,10,1,"10 birds, dosed separately",Diazinon 14G,8,LD50,2,3,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_c,scopus2838_form_c,scopus2838_3,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granule,YES,NA,1984,NA,Guy,10,10,1.326167805374367,1.326167805374367,3,3,NA,-0.2231435513142097,0.045067226855293796,1
393,scopus2838,fensulfothion,1.2,LD50,0.2,0.4,CI_95,10,1,"10 birds, dosed separately",Dasanit 15G,2.4,LD50,0.4,0.5,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_d,scopus2838_form_d,scopus2838_4,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granule,YES,NA,1984,NA,Guy,10,10,0.1768223740499156,0.2210279675623945,0.4,0.5,NA,0.6931471805599453,0.03019409206655486,1
394,scopus2838,isofenphos,13,LD50,3,3,CI_95,8,1,"8 birds, dosed separately",Amaze 15G,19,LD50,4,4,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_e,scopus2838_form_e,scopus2838_5,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granule,YES,NA,1984,NA,Guy,8,10,1.2687005125567978,1.768223740499156,3,4,NA,0.3794896217049037,0.018185250140067777,1
395,scopus2838,parathion,6,LD50,2,3,CI_95,10,1,"10 birds, dosed separately",Parathion 10G,13,LD50,5,8,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_f,scopus2838_form_f,scopus2838_6,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granule,YES,NA,1984,NA,Guy,10,10,1.326167805374367,3.536447480998312,3,8,NA,0.7731898882334817,0.12285608898830913,1
396,scopus2838,disulfoton,12,LD50,5,7,CI_95,10,1,"10 birds, dosed separately",Di-Syston 15G,29,LD50,5,5,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_g,scopus2838_form_g,scopus2838_7,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granule,YES,NA,1984,NA,Guy,10,10,3.094391545873523,2.210279675623945,7,5,NA,0.8823891801984737,0.07230381549040105,1
397,scopus2838,fonofos,12,LD50,2,2,CI_95,10,1,"10 birds, dosed separately",Dyfonate 20G,14,LD50,2,3,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_h,scopus2838_form_h,scopus2838_8,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granule,YES,NA,1984,NA,Guy,10,10,0.884111870249578,1.326167805374367,2,3,NA,0.15415067982725836,0.014401217954238503,1
398,scopus2838,phorate,7,LD50,3,4,CI_95,9,1,"9 birds, dosed separately",Thimet 15G,21,LD50,7,10,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_i,scopus2838_form_i,scopus2838_9,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granule,YES,NA,1984,NA,Guy,9,10,1.7346022667239718,4.42055935124789,4,10,NA,1.0986122886681098,0.10571644034335745,1
210,scopus2979,fenvalerate,1.14,LC50,0.12,0.12,CI_95,4,10,"10 fish, 4 chambers",30% EC,2.06,LC50,0.12,0.12,CI_95,4,10,"10 fish, 4 chambers",trimmed spearman–karber,scopus2979_ai_a,scopus2979_form_a,scopus2979_1,1,Pimephales promelas,fathead minnow,"US EPA Environmental Research Lab, Duluth",Actinopterygii ,Chordata,Animalia,Aquatic,adult,24,insecticide,NO,NO,NA,environmental,acute,24.7,7.55,starved,732,YES,NA,45.8,NO,emulsifiable concentrate,YES,NA,1984,US EPA conducted the study so I assumed regulatory guidelines were followed.,Guy,40,40,0.05932690892675738,0.05932690892675738,0.12,0.12,NA,0.5916777203950858,0.0035376905966364156,1
211,scopus2979,fenvalerate,0.77,LC50,0.07,0.09,CI_95,4,10,"10 fish, 4 chambers",30% EC,1.31,LC50,0.1,0.11,CI_95,4,10,"10 fish, 4 chambers",trimmed spearman–karber,scopus2979_ai_a,scopus2979_form_a,scopus2979_1,1,Pimephales promelas,fathead minnow,"US EPA Environmental Research Lab, Duluth",Actinopterygii ,Chordata,Animalia,Aquatic,adult,48,insecticide,NO,NO,NA,environmental,acute,24.7,7.55,starved,732,YES,NA,45.8,NO,emulsifiable concentrate,YES,NA,1984,US EPA conducted the study so I assumed regulatory guidelines were followed.,Guy,40,40,0.04449518169506803,0.054382999849527595,0.09,0.11,NA,0.5313919013474677,0.005062606683959469,2
212,scopus2979,fenvalerate,0.69,LC50,0.06,0.05,CI_95,4,10,"10 fish, 4 chambers",30% EC,1.16,LC50,0.09,0.1,CI_95,4,10,"10 fish, 4 chambers",trimmed spearman–karber,scopus2979_ai_a,scopus2979_form_a,scopus2979_1,1,Pimephales promelas,fathead minnow,"US EPA Environmental Research Lab, Duluth",Actinopterygii ,Chordata,Animalia,Aquatic,adult,72,insecticide,NO,NO,NA,environmental,acute,24.7,7.55,starved,732,YES,NA,45.8,NO,emulsifiable concentrate,YES,NA,1984,US EPA conducted the study so I assumed regulatory guidelines were followed.,Guy,40,40,0.02966345446337869,0.049439090772297814,0.06,0.1,NA,0.5194836865091053,0.0036646406431391707,3
213,scopus2979,fenvalerate,0.69,LC50,0.06,0.05,CI_95,4,10,"10 fish, 4 chambers",30% EC,0.99,LC50,0.07,0.09,CI_95,4,10,"10 fish, 4 chambers",trimmed spearman–karber,scopus2979_ai_a,scopus2979_form_a,scopus2979_1,1,Pimephales promelas,fathead minnow,"US EPA Environmental Research Lab, Duluth",Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,24.7,7.55,starved,732,YES,NA,45.8,NO,emulsifiable concentrate,YES,NA,1984,US EPA conducted the study so I assumed regulatory guidelines were followed.,Guy,40,40,0.02966345446337869,0.04449518169506803,0.06,0.09,NA,0.36101334553733067,0.0038682038532778084,4
50,scopus3635,methomyl,8.8,EC50,4.7,10.2,CI_95,2,5,"10 individuals only, one vessel",L 24%,7.6,EC50,2.8,4.4,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_a,scopus3635_form_a,scopus3635_1,1,Daphnia magna,water flea,Columbia National Fisheries Research Laboratory,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,1st instar,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.,Guy,10,10,4.508970538272847,1.9450461145490718,10.2,4.4,NA,-0.1466034741918755,0.32803504571414,1
59,scopus3635,acephate,50000,LC50,NA,NA,imputed,2,5,"10 individuals only, one vessel",WP 95%,50000,LC50,NA,NA,imputed,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_j,scopus3635_form_j,scopus3635_10,1,Gammarus pseudolimnaeus,amphipod,Columbia National Fisheries Research Laboratory,Malacostraca,Arthropoda,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,YES,wettable powder,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.,Guy,10,10,4.021041155958968,8.417195507560228,NA,NA,NA,0,3.4807180876163164e-8,1
60,scopus3635,methomyl,88,EC50,41,72,CI_95,2,5,"10 individuals only, one vessel",L 24%,32,EC50,2,18,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_k,scopus3635_form_k,scopus3635_11,1,Chironomus plumosus,buzzer midge,Columbia National Fisheries Research Laboratory,Insecta,Arthropoda,Animalia,Aquatic,larvae,48,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,4th instar,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.,Guy,10,10,31.828027328984806,7.9570068322462015,72,18,NA,-1.0116009116784799,0.1926439990929397,1
61,scopus3635,aminocarb,295,EC50,55,70,CI_95,2,5,"10 individuals only, one vessel",L 17%,30,EC50,8,11,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_l,scopus3635_form_l,scopus3635_12,1,Chironomus plumosus,buzzer midge,Columbia National Fisheries Research Laboratory,Insecta,Arthropoda,Animalia,Aquatic,larvae,48,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,4th instar,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.,Guy,10,10,30.94391545873523,4.862615286372679,70,11,NA,-2.2857779746776643,0.0372751358171059,1
62,scopus3635,trichlorfon,0.1,EC50,0.04,0.08,CI_95,2,5,"10 individuals only, one vessel",WP 80%,0.12,EC50,0.04,0.09,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_m,scopus3635_form_m,scopus3635_13,1,Chironomus plumosus,buzzer midge,Columbia National Fisheries Research Laboratory,Insecta,Arthropoda,Animalia,Aquatic,larvae,48,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,4th instar,YES,NA,40,NO,wettable powder,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.,Guy,10,10,0.03536447480998312,0.03978503416123101,0.08,0.09,NA,0.1823215567939546,0.23498467335930961,1
63,scopus3635,fenitrothion,2.6,EC50,0.9,1.2,CI_95,2,5,"10 individuals only, one vessel",L 87.7%,4,EC50,2,1,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_n,scopus3635_form_n,scopus3635_14,1,Chironomus plumosus,buzzer midge,Columbia National Fisheries Research Laboratory,Insecta,Arthropoda,Animalia,Aquatic,larvae,48,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,4th instar,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.,Guy,10,10,0.5304671221497468,0.884111870249578,1.2,2,NA,0.43078291609245417,0.09047989612550764,1
64,scopus3635,acephate,50000,EC50,NA,NA,imputed,2,5,"10 individuals only, one vessel",WP 95%,50000,EC50,NA,NA,imputed,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_o,scopus3635_form_o,scopus3635_15,1,Chironomus plumosus,buzzer midge,Columbia National Fisheries Research Laboratory,Insecta,Arthropoda,Animalia,Aquatic,larvae,48,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,4th instar,YES,NA,40,YES,wettable powder,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.,Guy,10,10,3.8263951904501026,17.838777698722513,NA,NA,NA,0,1.3314531597517574e-7,1
65,scopus3635,methomyl,1.6,LC50,0.4,0.6,CI_95,2,5,"10 individuals only, one vessel",L 24%,1.2,LC50,0.1,0.2,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_p,scopus3635_form_pb,scopus3635_16,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated.,Guy,10,10,0.2652335610748734,0.0884111870249578,0.6,0.2,NA,-0.28768207245178107,0.03290816775793057,1
66,scopus3635,methomyl,1.6,LC50,0.4,0.6,CI_95,2,5,"10 individuals only, one vessel",L 29%,1.2,LC50,0.44,0.7,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_p,scopus3635_form_pa,scopus3635_17,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated.,Guy,10,10,0.2652335610748734,0.30943915458735227,0.6,0.7,NA,-0.28768207245178107,0.0939748708138842,1
67,scopus3635,aminocarb,13.5,LC50,2.2,2.7,CI_95,2,5,"10 individuals only, one vessel",L 17%,0.14,LC50,0.02,0.03,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_q,scopus3635_form_q,scopus3635_18,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated.,Guy,10,10,1.1935510248369303,0.01326167805374367,2.7,0.03,NA,-4.568802541817217,0.016789604562649132,1
68,scopus3635,trichlorfon,1.1,LC50,0.3,0.5,CI_95,2,5,"10 individuals only, one vessel",WP 80%,0.7,LC50,0.2,0.3,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_r,scopus3635_form_r,scopus3635_19,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,NO,wettable powder,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated.,Guy,10,10,0.2210279675623945,0.1326167805374367,0.5,0.3,NA,-0.45198512374305744,0.07626694599236389,1
51,scopus3635,aminocarb,320,EC50,60,60,CI_95,2,5,"10 individuals only, one vessel",L 17%,19,EC50,6,8,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_b,scopus3635_form_b,scopus3635_2,1,Daphnia magna,water flea,Columbia National Fisheries Research Laboratory,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,1st instar,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.,Guy,10,10,26.52335610748734,3.536447480998312,60,8,NA,-2.8238820166273317,0.041513939788695914,1
69,scopus3635,fenitrothion,1,LC50,0.3,0.4,CI_95,2,5,"10 individuals only, one vessel",L 93%,1.9,LC50,0.5,0.7,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_s,scopus3635_form_sa,scopus3635_20,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated.,Guy,10,10,0.1768223740499156,0.30943915458735227,0.4,0.7,NA,0.6418538861723947,0.057790415231056935,1
70,scopus3635,fenitrothion,1,LC50,0.3,0.4,CI_95,2,5,"10 individuals only, one vessel",L 87.7%,2.4,LC50,0.4,0.5,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_s,scopus3635_form_sb,scopus3635_21,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated.,Guy,10,10,0.1768223740499156,0.2210279675623945,0.4,0.5,NA,0.8754687373538999,0.039747638500197385,1
71,scopus3635,fenitrothion,1,LC50,0.3,0.4,CI_95,2,5,"10 individuals only, one vessel",WP 40%,1.3,LC50,0.1,0.1,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_s,scopus3635_form_sc,scopus3635_22,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,NO,wettable powder,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated.,Guy,10,10,0.1768223740499156,0.0442055935124789,0.4,0.1,NA,0.26236426446749106,0.03242244456689118,1
72,scopus3635,acephate,50,LC50,NA,NA,imputed,2,5,"10 individuals only, one vessel",WP 75%,50,LC50,NA,NA,imputed,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_t,scopus3635_form_t,scopus3635_23,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,YES,wettable powder,YES,NA,1983,"sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated. In the standard testing followed, range finding tests are outlined. I assume at least 3 orders of magnitude concentrations were tested.",Guy,10,10,11.327985416298631,1315.211094041911,NA,NA,NA,0,691.9634180578051,1
