DATA_ID,estimate_fungicide,lower_fungicide,upper_fungicide,estimate_herbicide,lower_herbicide,upper_herbicide,estimate_insecticide,lower_insecticide,upper_insecticide
41,-0.0759,-1.0041,0.8524,-0.9706,-1.2927,-0.6484,-0.1954,-0.5174,0.1266
347,-0.0756,-1.0011,0.8499,-0.9574,-1.2768,-0.638,-0.1934,-0.514,0.1272
403,-0.0778,-1.0059,0.8502,-0.9751,-1.295,-0.6551,-0.203,-0.527,0.121
32,-0.0757,-1.0041,0.8526,-0.9741,-1.2942,-0.6541,-0.1949,-0.5191,0.1293
107,-0.0761,-1.004,0.8518,-0.977,-1.297,-0.6569,-0.1961,-0.5179,0.1257
108,-0.0761,-1.004,0.8518,-0.9764,-1.2964,-0.6565,-0.196,-0.5177,0.1257
109,-0.076,-1.0032,0.8511,-0.9766,-1.2963,-0.6569,-0.1961,-0.5177,0.1255
110,-0.0761,-1.003,0.8507,-0.9737,-1.2927,-0.6547,-0.1953,-0.5163,0.1257
112,-0.0758,-0.9964,0.8447,-0.9609,-1.2773,-0.6446,-0.1931,-0.5114,0.1251
113,-0.0761,-1.0014,0.8491,-0.9682,-1.2861,-0.6502,-0.1941,-0.514,0.1259
244,-0.0793,-1.035,0.8765,-0.9742,-1.2938,-0.6547,-0.1958,-0.5174,0.1258
356,-0.0761,-1.0038,0.8516,-0.9737,-1.2939,-0.6534,-0.1954,-0.5168,0.126
357,-0.0757,-0.9975,0.846,-0.9528,-1.2699,-0.6358,-0.1919,-0.5103,0.1265
331,-0.0761,-1.0022,0.8501,-0.9739,-1.2929,-0.655,-0.1955,-0.5164,0.1255
332,-0.0761,-1.0022,0.8501,-0.9739,-1.2928,-0.6549,-0.1955,-0.5164,0.1255
333,-0.0761,-1.0032,0.8509,-0.9722,-1.2914,-0.653,-0.195,-0.516,0.126
334,-0.0761,-1.0024,0.8502,-0.9744,-1.2934,-0.6554,-0.1956,-0.5166,0.1255
335,-0.0761,-1.0024,0.8502,-0.9744,-1.2934,-0.6554,-0.1956,-0.5166,0.1254
336,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
337,-0.0761,-1.0024,0.8502,-0.9738,-1.2927,-0.6548,-0.1954,-0.5164,0.1255
338,-0.0762,-1.0026,0.8502,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
339,-0.0762,-1.0026,0.8502,-0.9743,-1.2933,-0.6553,-0.1955,-0.5165,0.1255
340,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
341,-0.0761,-1.0023,0.8502,-0.9737,-1.2926,-0.6548,-0.1954,-0.5164,0.1255
342,-0.076,-1.0014,0.8494,-0.9699,-1.2883,-0.6515,-0.1947,-0.5152,0.1257
343,-0.0761,-1.0024,0.8503,-0.9741,-1.2931,-0.6552,-0.1955,-0.5165,0.1255
344,-0.076,-1.002,0.8499,-0.9736,-1.2925,-0.6547,-0.1955,-0.5163,0.1254
345,-0.0761,-1.0024,0.8503,-0.9743,-1.2933,-0.6553,-0.1955,-0.5165,0.1255
346,-0.0761,-1.0023,0.8502,-0.9744,-1.2934,-0.6554,-0.1956,-0.5166,0.1254
316,-0.0753,-1.0033,0.8527,-0.974,-1.2936,-0.6543,-0.1926,-0.5152,0.13
317,-0.0788,-1.0056,0.8481,-0.9755,-1.2946,-0.6564,-0.2059,-0.528,0.1161
350,-0.0762,-1.0033,0.8508,-0.9731,-1.2919,-0.6543,-0.1949,-0.5157,0.1259
351,-0.0746,-0.9724,0.8232,-0.9469,-1.257,-0.6368,-0.1921,-0.5034,0.1193
352,-0.0756,-1.003,0.8518,-0.9809,-1.3029,-0.659,-0.1984,-0.5217,0.1249
353,-0.0751,-1.0002,0.85,-0.9838,-1.307,-0.6606,-0.2004,-0.5245,0.1237
354,-0.0763,-1.0023,0.8497,-0.971,-1.2891,-0.653,-0.1943,-0.5144,0.1258
355,-0.0763,-0.9999,0.8474,-0.9677,-1.2846,-0.6509,-0.1936,-0.5125,0.1254
130,-0.0761,-1.0039,0.8517,-0.9732,-1.293,-0.6535,-0.1954,-0.5168,0.1261
131,-0.076,-1.0038,0.8517,-0.9725,-1.2923,-0.6528,-0.1954,-0.5169,0.1262
132,-0.0763,-1.0036,0.8511,-0.9764,-1.2957,-0.6571,-0.1955,-0.5166,0.1256
133,-0.0765,-1.001,0.848,-0.9842,-1.3023,-0.666,-0.1962,-0.5162,0.1237
461,-0.0765,-1.0043,0.8513,-0.9746,-1.294,-0.6552,-0.1971,-0.5195,0.1253
462,-0.0775,-1.005,0.8501,-0.975,-1.2943,-0.6557,-0.2007,-0.5229,0.1216
269,-0.0745,-1.0013,0.8524,-0.9933,-1.3151,-0.6715,-0.1898,-0.5114,0.1318
271,-0.0722,-0.9999,0.8554,-0.9785,-1.2985,-0.6585,-0.1813,-0.5055,0.1428
128,-0.0751,-1.0028,0.8527,-0.9739,-1.2934,-0.6544,-0.1916,-0.514,0.1308
129,-0.0768,-1.0047,0.8511,-0.9747,-1.2943,-0.6551,-0.1985,-0.521,0.124
234,-0.076,-1.0022,0.8502,-0.9747,-1.2936,-0.6558,-0.1956,-0.5165,0.1254
235,-0.0762,-1.0026,0.8502,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
236,-0.0761,-1.0025,0.8502,-0.9742,-1.2931,-0.6552,-0.1955,-0.5165,0.1255
237,-0.0762,-1.0026,0.8503,-0.9739,-1.2929,-0.6549,-0.1955,-0.5165,0.1256
238,-0.0763,-1.0034,0.8508,-0.9784,-1.2977,-0.6591,-0.1958,-0.5169,0.1253
239,-0.076,-1.0023,0.8503,-0.9747,-1.2937,-0.6558,-0.1956,-0.5165,0.1254
240,-0.0762,-1.0026,0.8502,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
241,-0.0762,-1.0026,0.8501,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
242,-0.0761,-1.0025,0.8503,-0.9738,-1.2928,-0.6548,-0.1955,-0.5165,0.1256
243,-0.0757,-1.0028,0.8513,-0.9674,-1.2874,-0.6474,-0.1951,-0.5167,0.1265
296,-0.0763,-1.0026,0.8501,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
297,-0.0763,-1.0026,0.8501,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
298,-0.0762,-1.0026,0.8501,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
299,-0.0762,-1.0026,0.8501,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
300,-0.0762,-1.0026,0.8501,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
301,-0.0762,-1.0026,0.8501,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
302,-0.0762,-1.0026,0.8501,-0.9742,-1.2932,-0.6553,-0.1955,-0.5165,0.1255
303,-0.0762,-1.0037,0.8513,-0.9759,-1.2952,-0.6566,-0.1956,-0.5169,0.1257
304,-0.0762,-1.0037,0.8513,-0.9759,-1.2952,-0.6566,-0.1956,-0.5169,0.1257
305,-0.0761,-1.0034,0.8512,-0.9728,-1.2919,-0.6537,-0.1951,-0.5162,0.126
306,-0.0762,-1.0037,0.8514,-0.974,-1.2931,-0.6548,-0.1953,-0.5165,0.1259
307,-0.076,-1.0027,0.8506,-0.9712,-1.2901,-0.6522,-0.195,-0.5159,0.1259
308,-0.0761,-1.0035,0.8512,-0.9731,-1.2922,-0.654,-0.1952,-0.5163,0.126
309,-0.0762,-1.0026,0.8501,-0.9741,-1.2931,-0.6552,-0.1955,-0.5165,0.1255
310,-0.0762,-1.0026,0.8502,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
311,-0.0762,-1.0026,0.8502,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
312,-0.0762,-1.0026,0.8501,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
313,-0.0762,-1.0026,0.8501,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
314,-0.0762,-1.0025,0.8502,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
315,-0.0761,-1.0025,0.8503,-0.974,-1.2929,-0.655,-0.1955,-0.5165,0.1255
7,-0.0775,-1.0044,0.8494,-0.9543,-1.2763,-0.6323,-0.202,-0.5238,0.1198
8,-0.0801,-1.0078,0.8475,-0.9691,-1.2894,-0.6488,-0.2124,-0.5367,0.112
272,-0.0746,-1.0011,0.8518,-0.9886,-1.3092,-0.6681,-0.1915,-0.5132,0.1302
273,-0.0759,-1.0036,0.8518,-0.975,-1.2952,-0.6549,-0.1944,-0.5183,0.1295
274,-0.0768,-1.0037,0.8501,-0.966,-1.2858,-0.6462,-0.198,-0.5191,0.1231
275,-0.077,-1.0033,0.8492,-0.9625,-1.2822,-0.6428,-0.1991,-0.5201,0.1219
278,-0.0761,-1.0036,0.8513,-0.9777,-1.2985,-0.6569,-0.1961,-0.5177,0.1254
116,-0.0803,-1.0083,0.8476,-0.9753,-1.2981,-0.6525,-0.2176,-0.5426,0.1074
117,-0.0669,-0.9849,0.851,-0.9686,-1.2858,-0.6515,-0.1625,-0.4822,0.1571
2,-0.076,-1.0026,0.8506,-0.9742,-1.2932,-0.6552,-0.1953,-0.5165,0.1259
3,-0.0744,-1.0021,0.8533,-0.9736,-1.2931,-0.654,-0.1893,-0.5127,0.134
4,-0.0757,-1.0022,0.8508,-0.974,-1.293,-0.6551,-0.1938,-0.5149,0.1273
411,-0.0724,-0.9989,0.8541,-0.9742,-1.2932,-0.6552,-0.1954,-0.5164,0.1256
412,-0.0764,-1.0028,0.85,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
413,-0.0763,-1.0027,0.8501,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
414,-0.0732,-0.9997,0.8533,-0.9742,-1.2932,-0.6552,-0.1954,-0.5164,0.1256
35,-0.0766,-1.0039,0.8508,-0.9746,-1.2936,-0.6557,-0.1967,-0.518,0.1245
36,-0.0793,-0.9978,0.8391,-0.9745,-1.2915,-0.6574,-0.21,-0.5289,0.109
37,-0.0755,-1.0032,0.8521,-0.9741,-1.2935,-0.6547,-0.1935,-0.5151,0.1282
38,-0.0758,-1.0032,0.8517,-0.9742,-1.2935,-0.6549,-0.1942,-0.5157,0.1273
39,-0.0747,-1.002,0.8526,-0.9735,-1.2933,-0.6538,-0.1911,-0.513,0.1308
40,-0.0758,-1.0034,0.8519,-0.9742,-1.2936,-0.6549,-0.1941,-0.5157,0.1274
265,-0.0754,-1.0015,0.8507,-0.9739,-1.2928,-0.655,-0.1932,-0.5141,0.1278
266,-0.076,-1.0024,0.8504,-0.9742,-1.2932,-0.6552,-0.1956,-0.5166,0.1254
267,-0.0767,-1.0044,0.8511,-0.9746,-1.294,-0.6553,-0.1976,-0.5196,0.1243
268,-0.0766,-1.0044,0.8511,-0.9746,-1.294,-0.6552,-0.1975,-0.5195,0.1245
253,-0.0759,-1.0024,0.8506,-0.9731,-1.2921,-0.654,-0.1954,-0.5164,0.1256
254,-0.076,-1.0023,0.8503,-0.9758,-1.2948,-0.6569,-0.1957,-0.5166,0.1253
255,-0.0759,-1.0024,0.8506,-0.9728,-1.2919,-0.6538,-0.1954,-0.5164,0.1257
460,-0.0777,-1.0059,0.8505,-0.975,-1.295,-0.655,-0.2027,-0.5268,0.1215
115,-0.0766,-1.0035,0.8504,-0.9906,-1.312,-0.6691,-0.1975,-0.5188,0.1238
251,-0.0763,-1.0038,0.8512,-0.978,-1.298,-0.6579,-0.1958,-0.517,0.1254
252,-0.0764,-1.0033,0.8504,-0.9827,-1.3023,-0.663,-0.1962,-0.5171,0.1247
362,-0.0758,-1.0035,0.8519,-0.9753,-1.2953,-0.6554,-0.1939,-0.5171,0.1292
363,-0.0743,-1.0003,0.8517,-0.9884,-1.308,-0.6688,-0.1882,-0.5092,0.1327
364,-0.0765,-1.0032,0.8502,-0.9707,-1.2901,-0.6513,-0.1973,-0.5186,0.1239
365,-0.0776,-1.0051,0.8499,-0.971,-1.2908,-0.6512,-0.201,-0.524,0.1221
366,-0.0767,-1.0043,0.8508,-0.9694,-1.2897,-0.649,-0.198,-0.5197,0.1236
367,-0.0762,-1.0039,0.8514,-0.974,-1.2942,-0.6538,-0.1956,-0.5172,0.1259
419,-0.0702,-0.9955,0.8551,-0.9715,-1.2898,-0.6531,-0.1719,-0.4945,0.1506
330,-0.0834,-1.0077,0.841,-0.9774,-1.2953,-0.6594,-0.2235,-0.5456,0.0987
163,-0.0761,-1.0025,0.8503,-0.9743,-1.2933,-0.6553,-0.1955,-0.5165,0.1255
172,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
175,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
176,-0.0761,-1.0025,0.8503,-0.9745,-1.2935,-0.6555,-0.1956,-0.5166,0.1255
177,-0.0761,-1.0025,0.8503,-0.9743,-1.2933,-0.6553,-0.1955,-0.5165,0.1255
178,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
179,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6553,-0.1955,-0.5165,0.1255
180,-0.0761,-1.0025,0.8503,-0.974,-1.293,-0.655,-0.1955,-0.5165,0.1255
181,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
164,-0.0761,-1.0025,0.8503,-0.9743,-1.2933,-0.6553,-0.1955,-0.5165,0.1255
182,-0.0761,-1.0025,0.8503,-0.9743,-1.2932,-0.6553,-0.1955,-0.5165,0.1255
183,-0.0761,-1.0025,0.8503,-0.9741,-1.2931,-0.6551,-0.1955,-0.5165,0.1255
184,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6553,-0.1955,-0.5165,0.1255
185,-0.0761,-1.0025,0.8503,-0.9743,-1.2933,-0.6553,-0.1955,-0.5165,0.1255
186,-0.0761,-1.0025,0.8503,-0.9743,-1.2933,-0.6553,-0.1955,-0.5165,0.1255
187,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
188,-0.0761,-1.0025,0.8503,-0.9741,-1.2931,-0.6551,-0.1955,-0.5165,0.1255
189,-0.0761,-1.0025,0.8503,-0.9741,-1.2931,-0.6552,-0.1955,-0.5165,0.1255
190,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6553,-0.1955,-0.5165,0.1255
191,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
165,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
192,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
193,-0.0761,-1.0025,0.8503,-0.974,-1.293,-0.655,-0.1955,-0.5165,0.1255
194,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
195,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
196,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
197,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
198,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
199,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
200,-0.0761,-1.0025,0.8503,-0.9743,-1.2933,-0.6553,-0.1955,-0.5165,0.1255
201,-0.0761,-1.0025,0.8503,-0.9742,-1.2931,-0.6552,-0.1955,-0.5165,0.1255
166,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
167,-0.0761,-1.0025,0.8503,-0.974,-1.293,-0.655,-0.1955,-0.5165,0.1255
168,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
169,-0.0761,-1.0025,0.8503,-0.9741,-1.2931,-0.6552,-0.1955,-0.5165,0.1255
171,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
114,-0.077,-1.0053,0.8513,-0.9747,-1.2948,-0.6546,-0.1998,-0.524,0.1244
407,-0.0753,-1.0024,0.8517,-0.9599,-1.281,-0.6387,-0.1946,-0.5166,0.1274
408,-0.0764,-1.0024,0.8496,-0.9905,-1.311,-0.6701,-0.198,-0.5195,0.1234
456,-0.0762,-1.0027,0.8502,-0.974,-1.293,-0.655,-0.1955,-0.5165,0.1255
457,-0.0763,-1.0026,0.8501,-0.9744,-1.2934,-0.6555,-0.1955,-0.5165,0.1255
256,-0.0757,-1.0042,0.8528,-0.9681,-1.2896,-0.6467,-0.1955,-0.518,0.1269
257,-0.0769,-0.998,0.8441,-0.9986,-1.3159,-0.6813,-0.1976,-0.5162,0.1209
232,-0.0763,-1.0037,0.8511,-0.9792,-1.2992,-0.6592,-0.1959,-0.5171,0.1253
233,-0.0763,-1.0037,0.851,-0.9798,-1.2998,-0.6599,-0.196,-0.5171,0.1252
19,-0.0762,-1.0025,0.8502,-0.9742,-1.2931,-0.6552,-0.1956,-0.5166,0.1254
20,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1954,-0.5164,0.1257
21,-0.0771,-1.0045,0.8503,-0.9735,-1.2927,-0.6543,-0.1993,-0.5211,0.1225
22,-0.0767,-1.0033,0.8499,-0.9737,-1.2927,-0.6547,-0.1978,-0.5189,0.1233
23,-0.0763,-1.0027,0.8501,-0.974,-1.293,-0.655,-0.1964,-0.5175,0.1246
24,-0.0762,-1.0026,0.8502,-0.9741,-1.2931,-0.6551,-0.1959,-0.5169,0.1252
25,-0.076,-1.0024,0.8503,-0.9744,-1.2934,-0.6555,-0.1953,-0.5163,0.1257
26,-0.0758,-1.0024,0.8507,-0.9758,-1.2952,-0.6565,-0.1944,-0.5156,0.1268
27,-0.0744,-1.0014,0.8526,-0.9758,-1.295,-0.6566,-0.1891,-0.5108,0.1326
28,-0.0758,-1.0021,0.8506,-0.9745,-1.2934,-0.6555,-0.1943,-0.5154,0.1267
404,-0.0771,-1.0098,0.8556,-0.9744,-1.2937,-0.655,-0.1952,-0.5178,0.1274
405,-0.0729,-1.0057,0.8599,-0.9745,-1.2939,-0.6552,-0.1964,-0.519,0.1262
406,-0.072,-1.0746,0.9307,-0.9744,-1.2938,-0.655,-0.1957,-0.5175,0.1261
124,-0.0719,-0.9981,0.8542,-0.9814,-1.3008,-0.662,-0.1802,-0.502,0.1416
125,-0.0807,-1.0076,0.8463,-0.9656,-1.2853,-0.6459,-0.2136,-0.5369,0.1097
126,-0.0763,-1.0039,0.8514,-0.973,-1.2938,-0.6523,-0.196,-0.5176,0.1256
127,-0.0756,-1.0031,0.8519,-0.9804,-1.3008,-0.6599,-0.1932,-0.5146,0.1282
33,-0.0762,-0.9993,0.8469,-0.9608,-1.2774,-0.6442,-0.1924,-0.5108,0.126
34,-0.0761,-0.9976,0.8454,-0.9545,-1.2709,-0.6381,-0.1914,-0.5089,0.1262
123,-0.0756,-1.0017,0.8504,-0.9602,-1.28,-0.6405,-0.1938,-0.5147,0.1271
95,-0.0762,-1.0036,0.8512,-0.9752,-1.2942,-0.6561,-0.1954,-0.5165,0.1257
104,-0.0762,-1.0037,0.8513,-0.9749,-1.294,-0.6558,-0.1954,-0.5165,0.1258
105,-0.0762,-1.0037,0.8514,-0.9744,-1.2936,-0.6552,-0.1954,-0.5166,0.1259
106,-0.0762,-1.0035,0.8511,-0.9754,-1.2945,-0.6564,-0.1954,-0.5165,0.1257
96,-0.0762,-1.0037,0.8514,-0.9744,-1.2936,-0.6552,-0.1954,-0.5166,0.1259
97,-0.0761,-1.0037,0.8514,-0.9739,-1.2931,-0.6547,-0.1953,-0.5166,0.1259
98,-0.0762,-1.0037,0.8514,-0.9744,-1.2936,-0.6552,-0.1954,-0.5166,0.1259
99,-0.0762,-1.0037,0.8513,-0.9748,-1.2939,-0.6557,-0.1954,-0.5165,0.1258
100,-0.0762,-1.0037,0.8513,-0.9749,-1.294,-0.6558,-0.1954,-0.5165,0.1258
101,-0.0762,-1.0036,0.8512,-0.9752,-1.2943,-0.6562,-0.1954,-0.5165,0.1257
102,-0.0762,-1.0037,0.8514,-0.9744,-1.2936,-0.6553,-0.1954,-0.5166,0.1259
103,-0.0762,-1.0037,0.8514,-0.9745,-1.2936,-0.6553,-0.1954,-0.5166,0.1259
29,-0.074,-1.002,0.854,-0.9733,-1.2932,-0.6535,-0.1881,-0.5121,0.1359
223,-0.0761,-1.0026,0.8505,-0.9746,-1.2937,-0.6555,-0.1956,-0.5167,0.1255
224,-0.0761,-1.0024,0.8503,-0.9741,-1.2931,-0.6551,-0.1955,-0.5165,0.1255
225,-0.0761,-1.0024,0.8503,-0.9741,-1.2931,-0.6552,-0.1955,-0.5165,0.1255
226,-0.0761,-1.0023,0.8501,-0.9735,-1.2924,-0.6546,-0.1954,-0.5163,0.1255
227,-0.0761,-1.0025,0.8503,-0.9741,-1.2931,-0.6551,-0.1955,-0.5165,0.1255
228,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
229,-0.0761,-1.0022,0.85,-0.9731,-1.2919,-0.6543,-0.1953,-0.5161,0.1255
230,-0.0761,-1.0024,0.8503,-0.974,-1.2929,-0.655,-0.1955,-0.5164,0.1255
231,-0.0761,-1.0023,0.8502,-0.9736,-1.2925,-0.6547,-0.1954,-0.5163,0.1255
561,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1956,-0.5166,0.1255
562,-0.0761,-1.0025,0.8503,-0.9742,-1.2932,-0.6552,-0.1956,-0.5166,0.1255
577,-0.076,-1.0024,0.8504,-0.9729,-1.2919,-0.6538,-0.1954,-0.5164,0.1257
578,-0.076,-1.0024,0.8504,-0.9726,-1.2916,-0.6535,-0.1953,-0.5163,0.1257
579,-0.0761,-1.0025,0.8503,-0.9741,-1.2931,-0.6552,-0.1955,-0.5165,0.1255
580,-0.0761,-1.0025,0.8503,-0.974,-1.293,-0.655,-0.1955,-0.5165,0.1255
581,-0.076,-1.0024,0.8504,-0.972,-1.2911,-0.653,-0.1953,-0.5163,0.1258
582,-0.076,-1.0024,0.8504,-0.9727,-1.2918,-0.6537,-0.1953,-0.5164,0.1257
567,-0.0534,-1.0458,0.939,-0.9744,-1.2938,-0.6549,-0.1957,-0.5172,0.1258
568,-0.1347,-1.0666,0.7972,-0.9724,-1.2907,-0.654,-0.1783,-0.5002,0.1436
560,-0.0761,-1.0026,0.8504,-0.975,-1.2941,-0.6558,-0.1956,-0.5167,0.1254
459,-0.0684,-0.9914,0.8547,-0.9705,-1.2876,-0.6534,-0.1638,-0.4852,0.1576
214,-0.0762,-1.0038,0.8513,-0.9764,-1.2965,-0.6563,-0.1956,-0.5169,0.1256
215,-0.0769,-1.0001,0.8463,-0.9928,-1.3104,-0.6751,-0.1967,-0.5157,0.1223
249,-0.0727,-0.996,0.8505,-0.9729,-1.289,-0.6569,-0.1786,-0.498,0.1408
250,-0.0728,-0.9961,0.8505,-0.973,-1.289,-0.6569,-0.1787,-0.4981,0.1406
488,-0.0763,-1.0027,0.8501,-0.9742,-1.2932,-0.6552,-0.1957,-0.5167,0.1254
489,-0.0763,-1.0026,0.8501,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
490,-0.0763,-1.0026,0.8501,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
491,-0.0762,-1.0026,0.8501,-0.9742,-1.2932,-0.6552,-0.1954,-0.5164,0.1256
42,-0.076,-1.0024,0.8504,-0.9746,-1.2936,-0.6557,-0.1955,-0.5165,0.1254
43,-0.0759,-1.0024,0.8505,-0.973,-1.2921,-0.6539,-0.1955,-0.5166,0.1256
44,-0.0762,-1.0026,0.8502,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
45,-0.0762,-1.0025,0.8502,-0.9742,-1.2932,-0.6552,-0.1955,-0.5165,0.1255
46,-0.073,-1,0.8539,-0.9712,-1.2905,-0.6518,-0.1954,-0.5167,0.1259
47,-0.0733,-0.9996,0.853,-0.9771,-1.2957,-0.6584,-0.1957,-0.5165,0.125
48,-0.074,-1.0023,0.8543,-0.9698,-1.2895,-0.6502,-0.1952,-0.5169,0.1265
49,-0.0742,-1.0003,0.8519,-0.9755,-1.2943,-0.6567,-0.1957,-0.5165,0.1252
