DATA_ID,estimate_fungicide,lower_fungicide,upper_fungicide,estimate_herbicide,lower_herbicide,upper_herbicide,estimate_insecticide,lower_insecticide,upper_insecticide
347,-0.7537,-1.6269,0.1195,-0.9583,-1.3147,-0.602,-0.2358,-0.5899,0.1182
403,-0.7537,-1.6297,0.1223,-0.9791,-1.3361,-0.6221,-0.2476,-0.6055,0.1104
32,-0.7514,-1.6277,0.1249,-0.9778,-1.335,-0.6207,-0.2392,-0.5973,0.1189
107,-0.7524,-1.6279,0.1231,-0.981,-1.3379,-0.6242,-0.2399,-0.5951,0.1153
108,-0.7529,-1.6283,0.1225,-0.9805,-1.3372,-0.6238,-0.2397,-0.5948,0.1155
109,-0.7524,-1.6272,0.1225,-0.9803,-1.3367,-0.6238,-0.2398,-0.5948,0.1152
110,-0.7545,-1.6289,0.12,-0.9775,-1.3334,-0.6216,-0.2388,-0.5933,0.1157
112,-0.7552,-1.6247,0.1143,-0.966,-1.3198,-0.6121,-0.2366,-0.589,0.1157
113,-0.7566,-1.6298,0.1167,-0.9726,-1.3277,-0.6176,-0.2375,-0.5912,0.1162
244,-0.7894,-1.6859,0.107,-0.9781,-1.3344,-0.6219,-0.2407,-0.5957,0.1143
356,-0.753,-1.6287,0.1227,-0.9796,-1.337,-0.6221,-0.2395,-0.5948,0.1157
357,-0.7576,-1.6278,0.1125,-0.9576,-1.3118,-0.6034,-0.2347,-0.5869,0.1175
331,-0.7536,-1.6275,0.1204,-0.9776,-1.3333,-0.6218,-0.239,-0.5935,0.1154
332,-0.7535,-1.6274,0.1204,-0.9775,-1.3333,-0.6217,-0.239,-0.5934,0.1154
333,-0.755,-1.6296,0.1197,-0.9764,-1.3324,-0.6204,-0.2385,-0.593,0.116
334,-0.7535,-1.6275,0.1205,-0.978,-1.3338,-0.6221,-0.2391,-0.5936,0.1154
335,-0.7535,-1.6275,0.1206,-0.978,-1.3338,-0.6222,-0.2391,-0.5936,0.1154
336,-0.7538,-1.6278,0.1203,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
337,-0.7538,-1.6279,0.1202,-0.9774,-1.3332,-0.6217,-0.239,-0.5934,0.1155
338,-0.7539,-1.628,0.1202,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
339,-0.7539,-1.6279,0.1202,-0.9779,-1.3337,-0.6221,-0.2391,-0.5935,0.1154
340,-0.7537,-1.6278,0.1204,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
341,-0.7537,-1.6277,0.1202,-0.9774,-1.3331,-0.6216,-0.239,-0.5934,0.1155
342,-0.7544,-1.6276,0.1189,-0.9738,-1.3292,-0.6184,-0.2382,-0.5922,0.1158
343,-0.7537,-1.6277,0.1204,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
344,-0.7534,-1.6272,0.1203,-0.9773,-1.333,-0.6216,-0.239,-0.5934,0.1154
345,-0.7536,-1.6277,0.1205,-0.9779,-1.3337,-0.6221,-0.2391,-0.5936,0.1154
346,-0.7534,-1.6274,0.1206,-0.9781,-1.3339,-0.6222,-0.2391,-0.5936,0.1153
316,-0.7521,-1.6277,0.1235,-0.9774,-1.3339,-0.6208,-0.2356,-0.5916,0.1204
317,-0.7565,-1.631,0.118,-0.9795,-1.3354,-0.6235,-0.2491,-0.6045,0.1063
350,-0.7555,-1.6302,0.1192,-0.9773,-1.3332,-0.6215,-0.2385,-0.593,0.116
351,-0.7429,-1.5951,0.1093,-0.9536,-1.3026,-0.6046,-0.2371,-0.5839,0.1096
352,-0.744,-1.6194,0.1315,-0.9849,-1.3433,-0.6265,-0.2427,-0.5991,0.1137
353,-0.7356,-1.6096,0.1383,-0.9878,-1.3472,-0.6284,-0.2453,-0.6022,0.1117
354,-0.7568,-1.6306,0.1171,-0.9754,-1.3306,-0.6201,-0.2379,-0.5918,0.1161
355,-0.7578,-1.6297,0.1142,-0.9723,-1.3266,-0.618,-0.2371,-0.5901,0.1159
130,-0.7539,-1.6292,0.1213,-0.9764,-1.3329,-0.6199,-0.2388,-0.5937,0.1162
131,-0.7536,-1.6288,0.1217,-0.9758,-1.3323,-0.6192,-0.2388,-0.5937,0.1162
132,-0.7552,-1.6301,0.1197,-0.9794,-1.3355,-0.6232,-0.2389,-0.5935,0.1157
133,-0.7556,-1.6282,0.117,-0.9867,-1.3419,-0.6316,-0.24,-0.5936,0.1137
461,-0.7543,-1.6297,0.121,-0.9782,-1.3344,-0.6219,-0.2401,-0.5959,0.1157
462,-0.7555,-1.6305,0.1196,-0.9787,-1.3348,-0.6226,-0.2438,-0.5994,0.1119
269,-0.7507,-1.6253,0.124,-0.9998,-1.3589,-0.6408,-0.2312,-0.5864,0.124
271,-0.7478,-1.6231,0.1276,-0.9841,-1.3411,-0.6271,-0.2226,-0.5807,0.1354
128,-0.7528,-1.6281,0.1225,-0.9774,-1.3337,-0.6211,-0.2353,-0.5911,0.1205
129,-0.7544,-1.6298,0.121,-0.9785,-1.3349,-0.6221,-0.2424,-0.5983,0.1135
234,-0.7535,-1.6274,0.1205,-0.9783,-1.3341,-0.6225,-0.2391,-0.5936,0.1153
235,-0.7539,-1.628,0.1202,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
236,-0.7538,-1.6279,0.1203,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
237,-0.7539,-1.628,0.1203,-0.9776,-1.3334,-0.6217,-0.239,-0.5935,0.1155
238,-0.755,-1.6297,0.1196,-0.9816,-1.3377,-0.6255,-0.2393,-0.5939,0.1152
239,-0.7536,-1.6276,0.1204,-0.9783,-1.3341,-0.6225,-0.2391,-0.5935,0.1154
240,-0.7539,-1.628,0.1202,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
241,-0.754,-1.628,0.1201,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
242,-0.7536,-1.6277,0.1205,-0.9774,-1.3333,-0.6216,-0.239,-0.5935,0.1155
243,-0.7516,-1.6264,0.1231,-0.9712,-1.3279,-0.6145,-0.2385,-0.5935,0.1165
296,-0.754,-1.6281,0.1201,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
297,-0.754,-1.6281,0.1201,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
298,-0.754,-1.6281,0.1201,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
299,-0.754,-1.628,0.1201,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
300,-0.754,-1.6281,0.1201,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
301,-0.754,-1.6281,0.1201,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
302,-0.754,-1.628,0.1201,-0.9779,-1.3337,-0.622,-0.239,-0.5935,0.1154
303,-0.7545,-1.6295,0.1205,-0.9794,-1.3355,-0.6233,-0.2391,-0.5938,0.1156
304,-0.7545,-1.6295,0.1204,-0.9794,-1.3355,-0.6233,-0.2391,-0.5938,0.1156
305,-0.755,-1.6297,0.1198,-0.9766,-1.3325,-0.6207,-0.2385,-0.5931,0.116
306,-0.755,-1.63,0.1199,-0.9776,-1.3336,-0.6217,-0.2387,-0.5933,0.116
307,-0.7545,-1.6288,0.1198,-0.9751,-1.3309,-0.6193,-0.2384,-0.5928,0.116
308,-0.755,-1.6298,0.1198,-0.9769,-1.3328,-0.6209,-0.2386,-0.5932,0.116
309,-0.754,-1.6281,0.1201,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
310,-0.7539,-1.628,0.1202,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
311,-0.7539,-1.628,0.1202,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
312,-0.754,-1.6281,0.1201,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
313,-0.754,-1.6281,0.1201,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
314,-0.7538,-1.6279,0.1202,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
315,-0.7538,-1.6278,0.1203,-0.9776,-1.3334,-0.6218,-0.239,-0.5935,0.1155
7,-0.7535,-1.6283,0.1213,-0.9543,-1.3137,-0.5948,-0.2482,-0.6037,0.1072
8,-0.7559,-1.6314,0.1197,-0.9701,-1.3274,-0.6127,-0.2601,-0.6184,0.0982
272,-0.7491,-1.6234,0.1252,-0.994,-1.3513,-0.6366,-0.2337,-0.5888,0.1214
273,-0.7546,-1.6299,0.1206,-0.9778,-1.3353,-0.6203,-0.2392,-0.5972,0.1187
274,-0.7552,-1.6297,0.1192,-0.9691,-1.3258,-0.61240000000000006,-0.2421,-0.5967,0.1126
275,-0.755,-1.629,0.119,-0.9654,-1.322,-0.6088,-0.2435,-0.5981,0.111
260,-0.9209,-1.8322,-0.0096,-0.9789,-1.3332,-0.6246,-0.2448,-0.5981,0.1085
278,-0.7526,-1.6279,0.1228,-0.9818,-1.3399,-0.6237,-0.24,-0.5952,0.1152
116,-0.7439,-1.6208,0.133,-0.9804,-1.3403,-0.6206,-0.2644,-0.623,0.0942
117,-0.7398,-1.6075,0.128,-0.9714,-1.3257,-0.6171,-0.2076,-0.561,0.1459
2,-0.7537,-1.628,0.1206,-0.9778,-1.3337,-0.6219,-0.239,-0.5936,0.1157
3,-0.7515,-1.627,0.124,-0.9771,-1.3337,-0.6205,-0.234,-0.591,0.123
4,-0.7535,-1.6277,0.1206,-0.9776,-1.3334,-0.6218,-0.2374,-0.592,0.1172
411,-0.7511,-1.6253,0.1231,-0.9778,-1.3336,-0.6219,-0.2389,-0.5935,0.1156
412,-0.7541,-1.6282,0.12,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
413,-0.754,-1.6281,0.1201,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
414,-0.7518,-1.626,0.1224,-0.9778,-1.3336,-0.6219,-0.239,-0.5935,0.1155
35,-0.7554,-1.6302,0.1194,-0.9782,-1.334,-0.6224,-0.2398,-0.5945,0.1149
36,-0.752,-1.62,0.1159,-0.9786,-1.3329,-0.6243,-0.2525,-0.6053,0.1002
37,-0.7533,-1.6284,0.1219,-0.9776,-1.3338,-0.6214,-0.2369,-0.5919,0.1181
38,-0.7537,-1.6287,0.1212,-0.9778,-1.3338,-0.6217,-0.2376,-0.5925,0.1173
39,-0.7508,-1.6257,0.1242,-0.9771,-1.3335,-0.6206,-0.2349,-0.5901,0.1203
40,-0.7538,-1.629,0.1213,-0.9778,-1.3339,-0.6216,-0.2375,-0.5925,0.1175
265,-0.7528,-1.6266,0.121,-0.9774,-1.3332,-0.6217,-0.2369,-0.5913,0.1176
266,-0.7536,-1.6277,0.1205,-0.9778,-1.3336,-0.622,-0.2391,-0.5936,0.1154
267,-0.7547,-1.6299,0.1204,-0.9783,-1.3345,-0.6222,-0.2412,-0.5965,0.114
268,-0.7547,-1.6299,0.1205,-0.9783,-1.3345,-0.6222,-0.2411,-0.5964,0.1142
253,-0.7533,-1.6275,0.1208,-0.9766,-1.3325,-0.6208,-0.2389,-0.5934,0.1156
254,-0.7536,-1.6276,0.1204,-0.9795,-1.3353,-0.6237,-0.2393,-0.5937,0.1152
255,-0.7534,-1.6275,0.1208,-0.9764,-1.3323,-0.6205,-0.2388,-0.5934,0.1157
460,-0.7535,-1.6296,0.1226,-0.9791,-1.3361,-0.622,-0.2472,-0.6053,0.1109
115,-0.7536,-1.6285,0.1213,-0.995,-1.3538,-0.6362,-0.2419,-0.5969,0.1131
251,-0.7546,-1.6297,0.1205,-0.9805,-1.3374,-0.6236,-0.2393,-0.5941,0.1155
252,-0.7555,-1.63,0.1189,-0.9854,-1.3419,-0.6289,-0.2398,-0.5943,0.1146
362,-0.7543,-1.6294,0.1209,-0.9792,-1.3362,-0.6222,-0.2371,-0.594,0.1197
363,-0.7523,-1.6261,0.1214,-0.9931,-1.3498000000000001,-0.6365,-0.2302,-0.5848,0.1243
364,-0.754,-1.6284,0.1204,-0.9738,-1.33,-0.6176,-0.2414,-0.5961,0.1133
365,-0.7564,-1.6314,0.1186,-0.9736,-1.3306,-0.6167,-0.2452,-0.602,0.1117
366,-0.7547,-1.6298,0.1203,-0.9718,-1.3291,-0.6145,-0.2425,-0.5977,0.1127
367,-0.7548,-1.6299,0.1202,-0.9769,-1.3341,-0.6198,-0.2395,-0.5946,0.1156
419,-0.7487,-1.6222,0.1248,-0.9742,-1.3297,-0.6188,-0.2155,-0.5721,0.1411
330,-0.7625,-1.6349,0.1099,-0.9823,-1.3372,-0.6273,-0.2684,-0.6244,0.0877
163,-0.7537,-1.6278,0.1204,-0.9779,-1.3337,-0.6221,-0.239,-0.5935,0.1154
172,-0.7537,-1.6278,0.1204,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1155
175,-0.7537,-1.6278,0.1204,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1155
176,-0.7537,-1.6278,0.1204,-0.9782,-1.3341,-0.6224,-0.2391,-0.5936,0.1154
177,-0.7537,-1.6278,0.1204,-0.9779,-1.3337,-0.6221,-0.239,-0.5935,0.1154
178,-0.7537,-1.6278,0.1204,-0.9779,-1.3337,-0.622,-0.239,-0.5935,0.1154
179,-0.7537,-1.6278,0.1204,-0.9779,-1.3337,-0.6221,-0.239,-0.5935,0.1154
180,-0.7537,-1.6278,0.1204,-0.9776,-1.3334,-0.6217,-0.239,-0.5935,0.1155
181,-0.7537,-1.6278,0.1204,-0.9779,-1.3337,-0.622,-0.239,-0.5935,0.1154
164,-0.7537,-1.6278,0.1204,-0.9779,-1.3337,-0.6221,-0.239,-0.5935,0.1154
182,-0.7537,-1.6278,0.1204,-0.9779,-1.3337,-0.6221,-0.239,-0.5935,0.1154
183,-0.7537,-1.6278,0.1204,-0.9777,-1.3336,-0.6219,-0.239,-0.5935,0.1155
184,-0.7537,-1.6278,0.1204,-0.9779,-1.3337,-0.6221,-0.239,-0.5935,0.1154
185,-0.7537,-1.6278,0.1204,-0.9779,-1.3337,-0.6221,-0.239,-0.5935,0.1154
186,-0.7537,-1.6278,0.1204,-0.9779,-1.3337,-0.6221,-0.239,-0.5935,0.1154
187,-0.7537,-1.6278,0.1204,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1155
188,-0.7537,-1.6278,0.1204,-0.9777,-1.3335,-0.6219,-0.239,-0.5935,0.1155
189,-0.7537,-1.6278,0.1204,-0.9778,-1.3336,-0.6219,-0.239,-0.5935,0.1155
190,-0.7537,-1.6278,0.1204,-0.9779,-1.3337,-0.622,-0.239,-0.5935,0.1154
191,-0.7537,-1.6278,0.1204,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1155
165,-0.7537,-1.6278,0.1204,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1155
192,-0.7537,-1.6278,0.1204,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1155
193,-0.7537,-1.6278,0.1204,-0.9776,-1.3334,-0.6218,-0.239,-0.5935,0.1155
194,-0.7537,-1.6278,0.1204,-0.9778,-1.3337,-0.622,-0.239,-0.5935,0.1155
195,-0.7537,-1.6278,0.1204,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1155
196,-0.7537,-1.6278,0.1204,-0.9779,-1.3337,-0.622,-0.239,-0.5935,0.1154
197,-0.7537,-1.6278,0.1204,-0.9778,-1.3337,-0.622,-0.239,-0.5935,0.1154
198,-0.7537,-1.6278,0.1204,-0.9779,-1.3337,-0.622,-0.239,-0.5935,0.1154
199,-0.7537,-1.6278,0.1204,-0.9778,-1.3337,-0.622,-0.239,-0.5935,0.1154
200,-0.7537,-1.6278,0.1204,-0.9779,-1.3337,-0.6221,-0.239,-0.5935,0.1154
201,-0.7537,-1.6278,0.1204,-0.9778,-1.3336,-0.6219,-0.239,-0.5935,0.1155
166,-0.7537,-1.6278,0.1204,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1155
167,-0.7537,-1.6278,0.1204,-0.9776,-1.3334,-0.6218,-0.239,-0.5935,0.1155
168,-0.7537,-1.6278,0.1204,-0.9779,-1.3337,-0.622,-0.239,-0.5935,0.1154
169,-0.7537,-1.6278,0.1204,-0.9778,-1.3336,-0.6219,-0.239,-0.5935,0.1155
171,-0.7537,-1.6278,0.1204,-0.9778,-1.3337,-0.622,-0.239,-0.5935,0.1154
114,-0.7527,-1.6289,0.1235,-0.9786,-1.3357,-0.6215,-0.2443,-0.6024,0.1139
407,-0.7486,-1.6236,0.1265,-0.9628,-1.3206,-0.6049,-0.2378,-0.5933,0.1177
408,-0.751,-1.6251,0.1231,-0.9947,-1.352,-0.6374,-0.2425,-0.5975,0.1125
409,-0.5758,-1.4413,0.2897,-0.9775,-1.3164,-0.6385,-0.2205,-0.56,0.1191
410,-0.6019,-1.471,0.2671,-0.9777,-1.3188,-0.6367,-0.2224,-0.5639,0.1191
456,-0.754,-1.6281,0.1201,-0.9776,-1.3335,-0.6218,-0.239,-0.5935,0.1155
457,-0.7541,-1.6281,0.12,-0.9781,-1.3339,-0.6223,-0.2391,-0.5935,0.1154
256,-0.7485,-1.6251,0.128,-0.9696,-1.3281,-0.611,-0.239,-0.5952,0.1172
257,-0.757,-1.6267,0.1126,-1.0013,-1.3558,-0.6469,-0.2419,-0.5943,0.1104
232,-0.7548,-1.6298,0.1202,-0.9819,-1.3388,-0.6251,-0.2394,-0.5942,0.1153
233,-0.7549,-1.6298,0.12,-0.9826,-1.3394,-0.6258,-0.2395,-0.5942,0.1152
19,-0.7538,-1.6279,0.1203,-0.9778,-1.3336,-0.622,-0.2392,-0.5936,0.1153
20,-0.7538,-1.6279,0.1203,-0.9779,-1.3337,-0.622,-0.2389,-0.5934,0.1156
21,-0.7555,-1.6304,0.1194,-0.9768,-1.3328,-0.6207,-0.243,-0.5982,0.1123
22,-0.7544,-1.6286,0.1198,-0.9771,-1.333,-0.6213,-0.2414,-0.596,0.1132
23,-0.7539,-1.628,0.1202,-0.9775,-1.3333,-0.6217,-0.24,-0.5945,0.1145
24,-0.7538,-1.6279,0.1203,-0.9777,-1.3335,-0.6219,-0.2394,-0.5939,0.1151
25,-0.7537,-1.6277,0.1204,-0.9781,-1.3339,-0.6223,-0.2388,-0.5933,0.1157
26,-0.7536,-1.6278,0.1206,-0.9797,-1.3359,-0.6234,-0.2377,-0.5924,0.117
27,-0.7522,-1.6268,0.1224,-0.9799,-1.3359,-0.6238,-0.2325,-0.5876,0.1227
28,-0.7533,-1.6273,0.1208,-0.9782,-1.334,-0.6223,-0.2379,-0.5924,0.1167
404,-0.7631,-1.6433,0.1172,-0.9776,-1.3337,-0.6214,-0.2362,-0.5923,0.1199
405,-0.759,-1.6393,0.1214,-0.9778,-1.3339,-0.6216,-0.2375,-0.5936,0.1187
406,-0.8432,-1.7753,0.0889,-0.9771,-1.3326,-0.6215,-0.2326,-0.5876,0.1224
124,-0.7478,-1.6217,0.1261,-0.9876,-1.3438,-0.6313,-0.2218,-0.5771,0.1335
125,-0.7584,-1.633,0.1163,-0.9661,-1.323,-0.6092,-0.26,-0.6172,0.0971
126,-0.7545,-1.6296,0.1207,-0.9759,-1.3336,-0.6182,-0.2398,-0.595,0.1153
127,-0.754,-1.629,0.1209,-0.9842,-1.3417,-0.6268,-0.2361,-0.5911,0.1188
33,-0.7604,-1.6313,0.1105,-0.9654,-1.3191,-0.6116,-0.2353,-0.5875,0.1169
34,-0.7611,-1.6311,0.1088,-0.9606,-1.3146,-0.6066,-0.2344,-0.5861,0.1173
123,-0.7532,-1.627,0.1207,-0.9617,-1.3186,-0.6049,-0.2365,-0.5909,0.1179
95,-0.7551,-1.63,0.1197,-0.9786,-1.3345,-0.6227,-0.2388,-0.5934,0.1158
104,-0.7551,-1.63,0.1198,-0.9783,-1.3343,-0.6224,-0.2388,-0.5934,0.1158
105,-0.7549,-1.6299,0.12,-0.9779,-1.3339,-0.6219,-0.2388,-0.5934,0.1159
106,-0.7551,-1.6299,0.1196,-0.9788,-1.3347,-0.623,-0.2389,-0.5934,0.1157
96,-0.7549,-1.6299,0.12,-0.9779,-1.3339,-0.622,-0.2388,-0.5934,0.1159
97,-0.7547,-1.6297,0.1202,-0.9775,-1.3335,-0.6215,-0.2387,-0.5934,0.116
98,-0.755,-1.6299,0.12,-0.9779,-1.3339,-0.622,-0.2388,-0.5934,0.1159
99,-0.7551,-1.63,0.1199,-0.9783,-1.3342,-0.6223,-0.2388,-0.5934,0.1159
100,-0.7551,-1.63,0.1198,-0.9783,-1.3342,-0.6224,-0.2388,-0.5934,0.1158
101,-0.7551,-1.6299,0.1197,-0.9787,-1.3345,-0.6228,-0.2388,-0.5934,0.1158
102,-0.7549,-1.6299,0.12,-0.9779,-1.3339,-0.622,-0.2388,-0.5934,0.1159
103,-0.755,-1.6299,0.12,-0.978,-1.3339,-0.622,-0.2388,-0.5934,0.1159
29,-0.7501,-1.626,0.1259,-0.9768,-1.3337,-0.6198,-0.2322,-0.5901,0.1257
223,-0.7535,-1.6277,0.1208,-0.9783,-1.3343,-0.6224,-0.2392,-0.5938,0.1154
224,-0.7537,-1.6278,0.1203,-0.9777,-1.3335,-0.6219,-0.239,-0.5935,0.1154
225,-0.7537,-1.6277,0.1204,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
226,-0.7539,-1.6278,0.12,-0.9771,-1.3329,-0.6214,-0.2389,-0.5932,0.1155
227,-0.7537,-1.6278,0.1204,-0.9778,-1.3336,-0.6219,-0.239,-0.5935,0.1155
228,-0.7537,-1.6277,0.1204,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
229,-0.7541,-1.6279,0.1197,-0.9767,-1.3324,-0.6211,-0.2388,-0.593,0.1155
230,-0.7537,-1.6278,0.1203,-0.9776,-1.3335,-0.6218,-0.239,-0.5935,0.1155
231,-0.7539,-1.6278,0.1201,-0.9773,-1.333,-0.6215,-0.2389,-0.5933,0.1155
561,-0.7536,-1.6278,0.1205,-0.9778,-1.3337,-0.622,-0.2391,-0.5937,0.1154
562,-0.7536,-1.6278,0.1205,-0.9778,-1.3337,-0.622,-0.2391,-0.5937,0.1154
577,-0.7536,-1.6277,0.1205,-0.9762,-1.3321,-0.6203,-0.2388,-0.5933,0.1157
578,-0.7536,-1.6277,0.1205,-0.9758,-1.3318,-0.6199,-0.2387,-0.5932,0.1158
579,-0.7537,-1.6277,0.1204,-0.9778,-1.3336,-0.6219,-0.239,-0.5935,0.1154
580,-0.7537,-1.6278,0.1204,-0.9776,-1.3334,-0.6218,-0.239,-0.5935,0.1155
581,-0.7535,-1.6276,0.1206,-0.9752,-1.3312,-0.6193,-0.2386,-0.5931,0.1158
582,-0.7536,-1.6277,0.1205,-0.976,-1.3319,-0.6201,-0.2388,-0.5933,0.1157
567,-0.8279,-1.7514,0.0957,-0.9777,-1.3344,-0.6209,-0.2378,-0.5932,0.1175
568,-0.8236,-1.7039,0.0568,-0.9744,-1.3297,-0.6192,-0.2169,-0.5726,0.1388
560,-0.7536,-1.6278,0.1207,-0.9788,-1.3349,-0.6227,-0.2392,-0.5938,0.1153
459,-0.7489,-1.6204,0.1225,-0.9729,-1.3272,-0.6187,-0.207,-0.5625,0.1484
214,-0.7537,-1.6291,0.1218,-0.9778,-1.335,-0.6205,-0.2391,-0.5941,0.116
215,-0.7586,-1.6299,0.1127,-0.9951,-1.3498000000000001,-0.6404,-0.2405,-0.5933,0.1122
249,-0.7571,-1.6286,0.1143,-0.9761,-1.3296,-0.6225,-0.2246,-0.578,0.1288
250,-0.7571,-1.6286,0.1143,-0.9761,-1.3296,-0.6226,-0.2246,-0.578,0.1287
488,-0.754,-1.6281,0.1201,-0.9778,-1.3337,-0.622,-0.2392,-0.5937,0.1153
489,-0.754,-1.6281,0.1201,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
490,-0.754,-1.6281,0.1201,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
491,-0.754,-1.6281,0.1201,-0.9778,-1.3336,-0.622,-0.239,-0.5934,0.1155
42,-0.7537,-1.6278,0.1204,-0.9782,-1.334,-0.6224,-0.2391,-0.5935,0.1154
43,-0.7531,-1.6272,0.1211,-0.9767,-1.3326,-0.6208,-0.239,-0.5935,0.1156
44,-0.7539,-1.628,0.1202,-0.9778,-1.3337,-0.622,-0.239,-0.5935,0.1154
45,-0.7539,-1.6279,0.1202,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
46,-0.7473,-1.6217,0.1272,-0.9749,-1.3311,-0.6188,-0.2388,-0.5936,0.116
47,-0.749,-1.6229,0.1248,-0.9804,-1.336,-0.6248,-0.2392,-0.5935,0.1151
48,-0.7499,-1.6254,0.1256,-0.9737,-1.3301,-0.6173,-0.2384,-0.5935,0.1167
49,-0.7501,-1.6239,0.1236,-0.979,-1.3347,-0.6232,-0.2392,-0.5935,0.1152
